arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude
173116268,2017-12-31T00:00:00.000,649,FALSE REPORT UNCLASSIFIED,361.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2405001,M,B,52,0,25-44,M,WHITE HISPANIC,1016563,256917,40.87180137300004,-73.88316502599997
173116028,2017-12-31T00:00:00.000,750,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,52,0,18-24,M,BLACK HISPANIC,1013228,253750,40.86312050500004,-73.89523730699995
173115843,2017-12-31T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403004,M,K,83,0,45-64,M,WHITE HISPANIC,1008057,194042,40.699253430000056,-73.914143574
173114461,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,45-64,M,WHITE HISPANIC,1021994,213268,40.75197560600003,-73.86377323599999
173113526,2017-12-31T00:00:00.000,645,FALSE ALARM FIRE,351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 2405502,F,Q,110,0,25-44,M,WHITE,1024818,213376,40.752259534000075,-73.85358003
173113427,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,105,0,18-24,M,BLACK,1055241,204987,40.72904199700002,-73.74386381799998
173113512,2017-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,61,0,25-44,M,WHITE HISPANIC,995122,155693,40.59401905900006,-73.96085431599995
173113516,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,63,0,18-24,M,BLACK,1004672,169892,40.63297551900007,-73.92642442599998
173113517,2017-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,70,0,18-24,F,BLACK,996349,172033,40.63886738600007,-73.95640694299993
173114450,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,88,0,25-44,M,BLACK,994431,187342,40.68088963500002,-73.96329467099997
173114465,2017-12-31T00:00:00.000,462,UNAUTHORIZED USE VEHICLE 3,353.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),PL 1650501,M,Q,112,0,25-44,F,BLACK,1027059,202029,40.721104300000036,-73.84556384399998
173115851,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,18-24,M,WHITE HISPANIC,986470,207011,40.73488197300003,-73.99199093099996
173116038,2017-12-31T00:00:00.000,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 1950500,M,Q,105,0,25-44,M,WHITE HISPANIC,1057302,184509,40.672818144000075,-73.73664983699997
173116272,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,101,0,25-44,M,BLACK,1052134,158324,40.600987306000036,-73.75554374399997
173117784,2017-12-31T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,B,42,0,25-44,F,BLACK,1008798,238971,40.82256991600008,-73.91130716899994
173117790,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,23,0,25-44,M,ASIAN / PACIFIC ISLANDER,1000448,227796,40.79191688600008,-73.94150347199997
173119697,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,6,0,25-44,M,BLACK,984037,205508,40.730756883000026,-74.00076997599997
173120426,2017-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,18-24,M,BLACK,992359,217816,40.76453553900007,-73.97072838799994
173121856,2017-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,<18,M,BLACK,987220,212676,40.75043076800005,-73.98928217599996
173129127,2017-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,81,0,25-44,M,BLACK,1002235,188300,40.683506712000046,-73.93515542899996
173142193,2017-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 2650303,F,K,61,0,25-44,M,BLACK,996175,158706,40.60228778100003,-73.95705742999998
173148117,2017-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 2650303,F,K,61,0,25-44,M,BLACK,996175,158706,40.60228778100003,-73.95705742999998
173145870,2017-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,61,0,18-24,F,BLACK,996175,158706,40.60228778100003,-73.95705742999998
173133817,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,2,18-24,F,WHITE HISPANIC,990592,202391,40.72219920400005,-73.97712170499993
173129347,2017-12-31T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,66,0,18-24,M,WHITE,992096,172856,40.641131133000044,-73.97173017799997
173129253,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,2,18-24,M,WHITE HISPANIC,990592,202391,40.72219920400005,-73.97712170499993
173129130,2017-12-31T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1456500,M,Q,104,0,18-24,F,WHITE,1008555,201367,40.71935745800005,-73.91232114099995
173128440,2017-12-31T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1456500,M,Q,104,0,18-24,F,WHITE HISPANIC,1008555,201367,40.71935745800005,-73.91232114099995
173121862,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,101,0,25-44,M,BLACK,1051206,156204,40.59517541500002,-73.75890656799999
173128427,2017-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,73,0,45-64,F,BLACK,1008228,183789,40.67111083400005,-73.91356336299998
173124326,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,S,121,0,45-64,F,WHITE,937077,149100,40.57580373900004,-74.16981239899997
173124325,2017-12-31T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,Q,113,3,18-24,F,ASIAN / PACIFIC ISLANDER,1046315,187088,40.67998073800004,-73.77623390699993
173124316,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,K,71,0,45-64,F,BLACK,1003292,180090,40.66096989500005,-73.93136754499993
173123526,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,33,0,18-24,M,BLACK HISPANIC,1000904,243515,40.83506030500007,-73.93981765899997
173123521,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1028759,256490,40.870576318000076,-73.83906999699997
173122748,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,0,25-44,M,BLACK HISPANIC,1036628,204948,40.72906475000008,-73.81102013199995
173119052,2017-12-31T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,67,0,25-44,M,BLACK,998340,171921,40.63855702700005,-73.94923330999995
173119689,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,68,0,25-44,M,WHITE,976973,165704,40.621500886000035,-74.02621473199997
173129357,2017-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,S,122,0,18-24,M,BLACK,954827,148519,40.57428568800003,-74.10591440499996
173119696,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,14,0,<18,M,BLACK,987220,212676,40.75043076800005,-73.98928217599996
173116275,2017-12-31T00:00:00.000,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126.0,MISCELLANEOUS PENAL LAW,PL 1201300,F,Q,108,0,25-44,M,WHITE HISPANIC,1007293,209962,40.74295199900007,-73.91684436999998
173116538,2017-12-31T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,Q,102,0,<18,M,WHITE HISPANIC,1026285,187525,40.681297980000075,-73.84844664399996
173116541,2017-12-31T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,Q,114,0,25-44,F,WHITE HISPANIC,1006579,215870,40.75916979300007,-73.91940141999999
173116542,2017-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,110,0,18-24,M,UNKNOWN,1020974,209670,40.74210430400007,-73.86747432999994
173119687,2017-12-31T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,40,0,25-44,M,BLACK,1007951,238554,40.82142768200004,-73.91436893199995
173119692,2017-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,M,9,2,25-44,F,WHITE HISPANIC,991641,203214,40.72445732600005,-73.97333637299994
173119699,2017-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,23,2,25-44,M,WHITE HISPANIC,998753,230407,40.79908631700005,-73.94761921099996
173122747,2017-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,101,0,25-44,M,BLACK,1051206,156204,40.59517541500002,-73.75890656799999
173124315,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,45-64,M,BLACK,1006507,175414,40.64812780200003,-73.91979501899993
173124319,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,M,9,2,18-24,M,WHITE HISPANIC,990378,204681,40.72848485000002,-73.97789165899997
173127724,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,K,79,2,25-44,M,BLACK,997415,193307,40.69725825500007,-73.95252444599998
173127725,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,<18,F,WHITE HISPANIC,1007583,182993,40.668927716000034,-73.91589127199995
173128426,2017-12-31T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,B,47,0,<18,M,BLACK,1024906,263255,40.88916270800007,-73.85296022699998
173128441,2017-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED/IMPAIRED DRIVING,VTL119202U,F,S,121,0,45-64,M,WHITE,939161,159597,40.60462670400005,-74.16238058599998
173129341,2017-12-31T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,45,2,25-44,M,WHITE HISPANIC,1032218,239444,40.82377203300007,-73.82668524399996
173133810,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,62,0,25-44,M,BLACK,987016,161801,40.610790515000076,-73.99003932299998
173134325,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,45-64,F,WHITE,981723,207457,40.736106051000036,-74.00911989199994
173116155,2017-12-31T00:00:00.000,750,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,M,14,7,25-44,M,BLACK HISPANIC,986320,212857,40.75092782300004,-73.99253038399996
173116151,2017-12-31T00:00:00.000,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,61,0,25-44,M,WHITE,999349,151919,40.58365399000007,-73.94564246999995
173113525,2017-12-31T00:00:00.000,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235.0,DANGEROUS DRUGS,PL 2205002,M,Q,101,0,25-44,M,WHITE,1053676,161167,40.60877878500003,-73.74996164099997
173126363,2017-12-31T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,K,77,0,25-44,M,BLACK,1003606,185050,40.67458330800008,-73.93022154099998
173120425,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,1,0,25-44,F,BLACK,984722,202914,40.723636973000055,-73.99829859799998
173121079,2017-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,61,2,45-64,F,ASIAN / PACIFIC ISLANDER,1001352,156950,40.59745944000008,-73.938418599
173121850,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,WHITE HISPANIC,1017650,242130,40.831211429000064,-73.87930835099996
173121852,2017-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,B,42,0,25-44,M,WHITE HISPANIC,1008691,238872,40.82229848500003,-73.91169413099993
173121861,2017-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,Q,101,0,18-24,F,BLACK,1052224,157329,40.59825555300005,-73.75522965799998
173122746,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,109,0,45-64,M,WHITE HISPANIC,1039146,217066,40.76231027500006,-73.80183623799998
173124312,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,K,61,0,25-44,M,BLACK,1000933,154465,40.59063941200003,-73.93993351699999
173126367,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,BLACK HISPANIC,987220,212676,40.75043076800005,-73.98928217599996
173113425,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,Q,114,0,18-24,M,BLACK,999113,214335,40.75497231100008,-73.94635450299995
173127005,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,M,9,2,25-44,M,WHITE HISPANIC,990200,202463,40.72239709900003,-73.97853584199999
173127006,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,19,0,45-64,F,BLACK,993570,216847,40.76187469000007,-73.96635808399996
173128436,2017-12-31T00:00:00.000,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,M,33,0,25-44,F,WHITE HISPANIC,999340,244431,40.837577271000036,-73.94546753999998
173128439,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,109,0,25-44,M,WHITE HISPANIC,1031777,220706,40.772343798000065,-73.82841126199997
173129129,2017-12-31T00:00:00.000,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,Q,108,0,25-44,M,WHITE,1008536,212085,40.74877577400008,-73.91235099599999
173129255,2017-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,Q,101,0,45-64,M,WHITE HISPANIC,1053494,161530,40.60977656700004,-73.75061339299998
173130588,2017-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,67,0,18-24,M,BLACK,1000995,172139,40.639150769000025,-73.93966645599994
173114447,2017-12-31T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1456002,M,B,40,0,18-24,M,BLACK HISPANIC,1006075,236932,40.81698058400008,-73.92115225499998
173130579,2017-12-31T00:00:00.000,105,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,B,44,0,25-44,M,WHITE HISPANIC,1005997,245969,40.841784749000055,-73.92140475999997
173115850,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,94,0,25-44,M,WHITE,1000710,200018,40.71567285100008,-73.94062527199996
173127009,2017-12-31T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601503,F,M,6,0,25-44,M,BLACK,982360,206571,40.73367435700004,-74.00682108799998
173113422,2017-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,33,0,18-24,M,WHITE HISPANIC,998297,243964,40.836297212000034,-73.94923782599994
173115845,2017-12-31T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,73,0,18-24,M,BLACK,1010535,183093,40.669193922000034,-73.90524959899994
173115858,2017-12-31T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1704002,F,Q,113,0,25-44,M,BLACK,1046397,184268,40.67223992300006,-73.77596426999997
173116277,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,M,WHITE HISPANIC,1057302,184509,40.672818144000075,-73.73664983699997
173117786,2017-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,",109.0,GRAND LARCENY,PL 1553501,F,K,70,0,25-44,F,WHITE HISPANIC,995899,174296,40.64507943900003,-73.95802445399994
173119688,2017-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,",109.0,GRAND LARCENY,PL 1553501,F,K,70,0,<18,M,WHITE HISPANIC,995899,174296,40.64507943900003,-73.95802445399994
173120420,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,B,43,2,25-44,F,WHITE HISPANIC,1021815,236899,40.816837100000036,-73.86428715699996
173121854,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,62,0,25-44,M,WHITE,982099,158355,40.601332118000066,-74.00774745599993
173121857,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,23,0,25-44,F,WHITE HISPANIC,999833,228147,40.792881393000066,-73.94372368799998
173122740,2017-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,M,18,0,45-64,M,BLACK,989217,219256,40.768490290000045,-73.98206977799998
173126362,2017-12-31T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650102,M,K,71,0,45-64,F,BLACK,1003292,180090,40.66096989500005,-73.93136754499993
173126366,2017-12-31T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,5,0,25-44,M,WHITE,985337,200206,40.716204109000046,-73.99608027899995
173126376,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,S,121,0,45-64,M,BLACK,947029,167436,40.62617965800007,-74.13408879799994
173126999,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,K,63,0,45-64,F,BLACK,1005804,161486,40.60990012500002,-73.92237286099999
173120419,2017-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,44,0,45-64,M,BLACK,1009394,242828,40.833154599000075,-73.90913931099993
173127728,2017-12-31T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,113,0,25-44,M,BLACK,1046202,190508,40.68936862000004,-73.77660986699995
173129262,2017-12-31T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211500,M,S,120,0,25-44,M,BLACK,959960,162596,40.612939762000046,-74.08748794499998
173129124,2017-12-31T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,K,83,0,45-64,M,WHITE HISPANIC,1003807,195345,40.70284027200007,-73.92946703799998
173129252,2017-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,60,0,25-44,M,WHITE,995424,150488,40.579731993000046,-73.95977550099997
173129256,2017-12-31T00:00:00.000,105,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,Q,110,0,18-24,M,BLACK,1016393,208158,40.73797207800004,-73.88401314099998
173129123,2017-12-31T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,B,40,0,45-64,M,BLACK,1007034,236608,40.81608887400005,-73.917688689
173107283,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,K,73,2,25-44,M,BLACK,1009347,183819,40.67119007600007,-73.90952938099997
173110245,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,M,14,3,25-44,M,ASIAN / PACIFIC ISLANDER,986882,214802,40.75626620700007,-73.99050124799999
173093652,2017-12-30T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235.0,DANGEROUS DRUGS,PL 2200300,M,K,70,0,25-44,M,WHITE,995435,174621,40.64597209200008,-73.95969593099994
173104473,2017-12-30T00:00:00.000,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,S,121,0,18-24,F,BLACK,938149,171781,40.63806398200006,-74.16610830199994
173110223,2017-12-30T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2052501,F,B,41,72,45-64,F,WHITE HISPANIC,1017934,232221,40.804012949000025,-73.87833183299993
173108376,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,6,0,25-44,M,BLACK,985056,207791,40.73702312300003,-73.99709303199995
173108382,2017-12-30T00:00:00.000,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364.0,OTHER STATE LAWS (NON PENAL LAW),CPL5700600,M,Q,113,3,25-44,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993
173110246,2017-12-30T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,Q,105,0,18-24,M,ASIAN / PACIFIC ISLANDER,1051691,202343,40.721812664000026,-73.75669875199996
173107290,2017-12-30T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235.0,DANGEROUS DRUGS,PL 2200300,M,M,23,0,45-64,M,WHITE HISPANIC,999737,228497,40.793842217000076,-73.94406958399996
173107279,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,45,0,45-64,F,WHITE,1030990,255310,40.86732605200007,-73.83101160699994
173107277,2017-12-30T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,B,44,0,45-64,M,WHITE HISPANIC,1003593,237793,40.819349569000046,-73.93011672099993
173105395,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,Q,113,0,18-24,M,BLACK,1043519,182500,40.66740690700004,-73.78635483499993
173093896,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,52,1,25-44,M,BLACK,1013465,254827,40.86607576000005,-73.89437578699994
173111955,2017-12-30T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403002,M,B,52,0,25-44,M,WHITE HISPANIC,1017440,256046,40.86940749200004,-73.87999831299999
173111103,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,20,0,45-64,M,BLACK,988689,221787,40.77543750600006,-73.98397427099997
173111109,2017-12-30T00:00:00.000,698,"INCOMPETENT PERSON,KNOWINGLY ENDANGERING",120.0,ENDAN WELFARE INCOMP,PL 26025F0,F,M,17,0,65+,M,WHITE,992254,214997,40.75679820100004,-73.97111078699999
