development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,OCEAN BAY APARTMENTS (BAYSIDE),BLD 15,NONE,,98,571,Q009800,FEDERAL,NY005010980P,National Grid LI,8177305,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-20T00:00:00.000,29,1232510,N,39.12,"257 Del,Com,Gen Use",Yes,0.0,UTILITY GAS,NatGrid LI
ISAACS,MANHATTAN,ISAACS,BLD 04,NONE,,139,253,M013900,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,8170936,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,4073704,N,507.7,Trans Gen Non-Res,Yes,1020.75,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 07,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171147,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3266702,N,65.49,Trans Gen Non-Res,Yes,148.76,UTILITY GAS,ConEd
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,BLD 02,NONE,,267,385,B026700,FEDERAL,NY005012670P,CONSOLIDATED EDISON COMPANY OF NY,8170976,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3950922,N,527.69,Trans Gen Non-Res,Yes,1071.39,UTILITY GAS,ConEd
EAST 152ND STREET-COURTLANDT AVENUE,BRONX,EAST 152ND STREET-COURTLANDT AVENUE,BLD 02,NONE,,237,360,B023700,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8162659,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3356266,N,24.23,Trans Gen Non-Res,Exception,40.01,UTILITY GAS,ConEd
MORRISANIA,BRONX,MORRISANIA,BLD 01,NONE,,130,250,B013000,FEDERAL,NY005011410P,CONSOLIDATED EDISON COMPANY OF NY,8166193,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3950765,N,238.72,Trans Gen Non-Res,Yes,387.47,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 11,NONE,,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166014,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3928302,N,142.94,Trans Gen Non-Res,Yes,244.3,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 08,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8171147,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3230987,N,236.67,Trans Gen Non-Res,Yes,537.59,UTILITY GAS,ConEd
MORRIS II,BRONX,MORRIS II,BLD 14,NONE,,502,280,B050200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3190569,Y,140.99,Trans Gen Non-Res,Yes,212.36,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 03,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,6040397,Y,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 08,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3337466,N,69.82,Trans Gen Non-Res,Yes,147.31,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 10,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166042,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3188221,N,90.83,Trans Gen Non-Res,Yes,155.02,UTILITY GAS,ConEd
BRACETTI PLAZA,MANHATTAN,BRACETTI PLAZA,BLD 01,NONE,,264,379,M026400,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8172797,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3538005,N,113.13,Trans Gen Non-Res,Yes,184.25,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 08,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166128,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3559894,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 07,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166132,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3559898,N,155.88,Trans Gen Non-Res,Yes,241.28,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 07,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3685503,Y,191.89,Trans Gen Non-Res,Yes,405.29,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 01,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166167,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3559933,N,167.33,Trans Gen Non-Res,Yes,291.43,UTILITY GAS,ConEd
BRACETTI PLAZA,MANHATTAN,BRACETTI PLAZA,BLD 01,NONE,,264,379,M026400,FEDERAL,NY005012920P,CONSOLIDATED EDISON COMPANY OF NY,8172797,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3491426,N,166.85,Trans Gen Non-Res,Yes,271.75,UTILITY GAS,ConEd
LA GUARDIA,MANHATTAN,LA GUARDIA,BLD 04,NONE,,76,221,M007600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170618,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3949957,Y,49.55,Trans Gen Non-Res,Exception,111.23,UTILITY GAS,ConEd
MORRIS I,BRONX,MORRIS I,BLD 09,NONE,,102,239,B010200,FEDERAL,NY005011020P,CONSOLIDATED EDISON COMPANY OF NY,8166186,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3188105,N,12.17,Trans Gen Non-Res,Yes,18.46,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 01,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3629658,Y,157.4,Trans Gen Non-Res,Yes,332.44,UTILITY GAS,ConEd
MOORE,BRONX,MOORE,BLD 02,NONE,,129,251,B012900,FEDERAL,NY005010930P,CONSOLIDATED EDISON COMPANY OF NY,8171907,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3590326,N,346.52,Trans Gen Non-Res,Yes,687.34,UTILITY GAS,ConEd
MONROE,BRONX,MONROE,BLD 02,AMR,,88,234,B008800,FEDERAL,NY005000880P,CONSOLIDATED EDISON COMPANY OF NY,8171009,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3810633,N,201.87,Trans Gen Non-Res,Yes,298.0,UTILITY GAS,ConEd
LATIMER GARDENS,QUEENS,LATIMER GARDENS,BLD 01,NONE,,186,290,Q018600,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8166234,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3512747,N,560.38,Trans Gen Non-Res,Yes,1062.0,UTILITY GAS,ConEd
MITCHEL,BRONX,MITCHEL,BLD 04,NONE,,145,249,B014500,FEDERAL,NY005011450P,CONSOLIDATED EDISON COMPANY OF NY,8171925,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3901872,N,1140.21,Trans Gen Non-Res,Exception,2737.27,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 04,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3468510,Y,155.45,Trans Gen Non-Res,Yes,328.33,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 03,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3338034,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 01,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3906455,N,15.07,Trans Gen Non-Res,Yes,32.83,UTILITY GAS,ConEd
MCKINLEY,BRONX,MCKINLEY,BLD 05,NONE,,103,236,B010300,FEDERAL,NY005000590P,CONSOLIDATED EDISON COMPANY OF NY,8172079,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3793574,N,538.18,Trans Gen Non-Res,Yes,1115.25,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 03,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3626249,N,66.42,Trans Gen Non-Res,Yes,144.67,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 09,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3619597,N,53.7,Trans Gen Non-Res,Yes,116.97,UTILITY GAS,ConEd
DAVIDSON,BRONX,DAVIDSON,BLD 01,NONE,,190,301,B019000,FEDERAL,NY005013420P,CONSOLIDATED EDISON COMPANY OF NY,8170571,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,6040248,N,222.98,Trans Gen Non-Res,Yes,393.13,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 02,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3569586,Y,8.01,Trans Gen Non-Res,Yes,17.44,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 05,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3437323,N,6.06,Trans Gen Non-Res,Exception,11.29,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 07,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3465918,N,6.06,Trans Gen Non-Res,Exception,11.29,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 07,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3379721,N,191.73,Trans Gen Non-Res,Yes,417.59,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 01,AMR,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3619031,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 02,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3466899,Y,73.88,Trans Gen Non-Res,Exception,137.49,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 04,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3467132,N,139.48,Trans Gen Non-Res,Exception,259.59,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 05,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3514935,N,314.25,Trans Gen Non-Res,Exception,584.84,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 02,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3571430,Y,104.75,Trans Gen Non-Res,Exception,194.95,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 06,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3791417,N,100.34,Trans Gen Non-Res,Exception,186.74,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 06,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3810417,N,135.07,Trans Gen Non-Res,Exception,251.38,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 03,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3810423,N,184.14,Trans Gen Non-Res,Exception,342.7,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 03,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3810666,N,52.93,Trans Gen Non-Res,Exception,98.5,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 08,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3850969,N,0.0,Trans Gen Non-Res,Exception,0.0,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 08,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3850971,N,241.48,Trans Gen Non-Res,Exception,449.4,UTILITY GAS,ConEd
MELTZER TOWER,MANHATTAN,MELTZER TOWER,BLD 01,NONE,,183,286,M018300,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8171226,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3571327,N,183.35,Trans Gen Non-Res,Yes,315.24,UTILITY GAS,ConEd
MELTZER TOWER,MANHATTAN,MELTZER TOWER,BLD 01,NONE,,183,286,M018300,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8171226,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3571328,N,153.99,Trans Gen Non-Res,Yes,264.76,UTILITY GAS,ConEd
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,BLD 02,NONE,,181,284,M018100,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8171268,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3661397,Y,463.23,Trans Gen Non-Res,Yes,852.0,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 01,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8165894,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3465850,N,129.5,Trans Gen Non-Res,Yes,218.5,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 07,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3355836,N,25.39,Trans Gen Non-Res,Yes,53.57,UTILITY GAS,ConEd
45 ALLEN STREET,MANHATTAN,ALLEN STREET,BLD 01,NONE,,265,380,M026500,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8171199,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3510721,N,137.93,Trans Gen Non-Res,Yes,216.56,UTILITY GAS,ConEd
ADAMS,BRONX,ADAMS,BLD 05,NONE,,118,248,B011800,FEDERAL,NY005001180P,CONSOLIDATED EDISON COMPANY OF NY,8170962,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3377402,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 01,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8165894,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3466807,N,153.21,Trans Gen Non-Res,Yes,258.5,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 04,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171801,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3198245,N,20.49,Trans Gen Non-Res,Exception,32.99,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 02,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171816,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684600,N,197.76,Trans Gen Non-Res,Yes,324.65,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 02,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171816,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684593,N,89.15,Trans Gen Non-Res,Yes,146.35,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 02,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168113,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3318427,N,117.39,Trans Gen Non-Res,Yes,202.05,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 12,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3379723,N,38.57,Trans Gen Non-Res,Yes,81.38,UTILITY GAS,ConEd
STRAUS,MANHATTAN,STRAUS,BLD 02,NONE,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,8170873,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3604002,N,179.27,Trans Gen Non-Res,Yes,248.0,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 01,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3299234,N,131.76,Trans Gen Non-Res,Exception,245.22,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 02,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168113,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3337927,N,184.72,Trans Gen Non-Res,Yes,317.95,UTILITY GAS,ConEd
MCKINLEY,BRONX,MCKINLEY,BLD 05,NONE,,103,236,B010300,FEDERAL,NY005000590P,CONSOLIDATED EDISON COMPANY OF NY,8172079,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3793632,N,509.46,Trans Gen Non-Res,Yes,1055.75,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 08,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3905388,N,109.53,Trans Gen Non-Res,Yes,286.33,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 08,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3905383,N,125.29,Trans Gen Non-Res,Yes,327.53,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 03,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168107,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3569608,N,222.93,Trans Gen Non-Res,Yes,332.21,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 02,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3828342,N,100.47,Trans Gen Non-Res,Yes,262.64,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 02,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3828339,N,143.41,Trans Gen Non-Res,Yes,374.91,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 03,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3828181,N,115.44,Trans Gen Non-Res,Yes,301.78,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 03,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168107,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3569612,N,75.69,Trans Gen Non-Res,Yes,112.79,UTILITY GAS,ConEd
LOWER EAST SIDE III,MANHATTAN,LOWER EAST SIDE III,BLD 01,NONE,,364,548,M036400,FEDERAL,NY005013590P,CONSOLIDATED EDISON COMPANY OF NY,8172812,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3561821,Y,100.57,Trans Gen Non-Res,Yes,145.16,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 11,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684292,N,104.4,Trans Gen Non-Res,Yes,272.94,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 10,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684289,Y,104.4,Trans Gen Non-Res,Yes,272.94,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 04,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168094,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3590163,N,199.73,Trans Gen Non-Res,Yes,371.5,UTILITY GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 12,NONE,,22,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8170390,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3379727,N,43.45,Trans Gen Non-Res,Yes,91.68,UTILITY GAS,ConEd
LA GUARDIA ADDITION,MANHATTAN,LA GUARDIA ADDITION,BLD 10,NONE,,152,262,M015200,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170577,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3691660,N,280.83,Trans Gen Non-Res,Yes,523.23,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 04,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684268,N,226.93,Trans Gen Non-Res,Yes,593.26,UTILITY GAS,ConEd
CASTLE HILL,BRONX,CASTLE HILL,BLD 04,NONE,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,CONSOLIDATED EDISON COMPANY OF NY,8168094,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3590380,N,220.69,Trans Gen Non-Res,Yes,410.5,UTILITY GAS,ConEd
