project_id,project_name,project_start_date,project_completion_date,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,planned_tax_benefit
68850,CONFIDENTIAL,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
69065,301 EAST 117TH STREET,2019-07-31T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
69066,RESIDENCES AT THE GEMINI EAST,2019-07-31T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,27,0,421a
68172,AUSTIN 147,2019-07-30T00:00:00.000,,No,Non Prevailing Wage,0,55,24,0,0,0,79,0,79,80,0,420c
69064,1032 DEKALB AVENUE,2019-07-29T00:00:00.000,2019-11-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
69062,127 TROUTMAN STREET APARTMENTS,2019-07-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69063,129 TROUTMAN STREET APARTMENTS,2019-07-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
67522,HSI. 213 EAST 203RD STREET,2019-07-25T00:00:00.000,,No,Non Prevailing Wage,66,21,20,0,0,1,108,0,108,108,21,420c
69061,170-19 89TH AVENUE,2019-07-25T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68849,CONFIDENTIAL,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
69060,20-52 49TH STREET APARTMENTS,2019-07-23T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,2,0,2,6,0,421a
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,Yes,Non Prevailing Wage,150,42,18,12,2,5,229,0,229,229,0,Article XI
68824,CONFIDENTIAL,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68844,CONFIDENTIAL,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
69058,14 HAVENS PLACE APARTMENTS,2019-07-19T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
69059,183 COVERT STREET APARTMENTS,2019-07-19T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69056,229 WEST 136 STREET,2019-07-17T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69057,924 DEKALB AVENUE,2019-07-17T00:00:00.000,2019-11-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69054,860 EAST 35TH STREET APARTMENTS,2019-07-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
69055,862 EAST 35TH STREET APARTMENTS,2019-07-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
69053,850 FLATBUSH AVENUE,2019-07-15T00:00:00.000,2019-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,21,0,421a
69051,142 MANHATTAN AVENUE APARTMENTS,2019-07-12T00:00:00.000,2019-10-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69052,150 MESEROLE STREET,2019-07-12T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
69050,152 WEST 140TH STREET,2019-07-11T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,18,0,18,0,18,58,0,421a
68843,CONFIDENTIAL,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
69049,381 EAST 166TH STREET APARTMENTS,2019-07-08T00:00:00.000,2019-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
69047,22-22 STEINWAY STREET APARTMENTS,2019-07-03T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
69048,846 QUINCY STREET APARTMENTS,2019-07-03T00:00:00.000,2019-07-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
61587,601 WEST 148TH STREET PROJECT,2019-07-02T00:00:00.000,,No,Non Prevailing Wage,0,0,0,20,0,0,0,20,20,20,0,Article XI
69045,171 LINDEN BOULEVARD APARTMENTS,2019-07-02T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,31,0,421a
69046,ROGERS TOWER APARTMENTS,2019-07-02T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
61875,1199 HOUSING CORP.PLP.FY19,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,277,1315,0,0,0,2,0,1594,1594,1594,0,J-51 Enriched
62299,DUNN. 82-41 PARSONS BLVD. T BUILDING,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,75,0,124,0,0,1,200,0,200,200,0,
65349,BPR HDFC.HPO.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,13,17,0,0,1,31,0,31,31,1,Article XI
65378,JENKINS PORTFOLIO COMPANIES LLC.YR15.FY19,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,27,142,26,0,0,2,197,0,197,197,20,420c
66563,7TH AVENUE HDFC.FY19.PLP,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,2,9,7,0,0,18,0,18,18,0,Article XI
67129,TSINY. 161-01 89TH AVENUE. MONICA HOUSE,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,50,19,0,0,0,1,70,0,70,70,27,420c
67287,WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,63,0,0,0,0,0,63,0,63,63,0,420c
67398,55 EAST MOSHOLU PKWY NORTH.HPO.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,10,3,31,0,0,1,45,0,45,45,0,Article XI
67576,LANGSAM 12 - 3510 DECATUR AVENUE.HPO.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,9,39,0,0,1,49,0,49,49,0,Article XI
67619,2316-2322 ANDREWS AVENUE NORTH HDFC.HPO.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,1,12,28,0,0,1,42,0,42,42,0,Article XI
67699,GLENDALE APARTMENTS.PILLARS.FY19,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,14,15,42,0,1,72,0,72,72,0,Article XI
67705,RODNEY DRIGGS AND SOUTH THIRD STREET HDFC.YR15.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,5,62,3,0,0,1,71,0,71,71,0,420c
68076,MANHATTANVILLE (PHASE III),2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,0,3,0,12,1,1,15,16,43,0,Article XI
68177,CAPITOL APARTMENTS HDFC.HUDMF,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,239,6,2,3,27,1,278,0,278,278,249,Article XI
68189,PHELPS HOUSE LP.YR15.FY19,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,Yes,Non Prevailing Wage,157,8,2,0,0,1,168,0,168,168,0,420c
68663,410 TOMPKINS AVENUE,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,11,0,11,0,11,35,0,421a
68664,412 EVERGREEN AVENUE,2019-06-28T00:00:00.000,2019-09-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,21,0,421a
68692,CONFIDENTIAL,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,0,
68697,CONFIDENTIAL,2019-06-28T00:00:00.000,2020-01-04T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
68701,CONFIDENTIAL,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
68702,CONFIDENTIAL,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,2,0,0,0,0,0,2,2,2,0,
68705,CONFIDENTIAL,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
68707,CONFIDENTIAL,2019-06-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68713,CONFIDENTIAL,2019-06-28T00:00:00.000,2019-12-07T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,0,3,3,3,0,
63151,SPOFFORD DETENTION CENTER PHASE 1,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,36,36,110,0,0,1,183,0,183,183,0,420c
64027,SENDERO VERDE B,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,108,72,108,72,0,1,361,0,361,361,0,420c
64406,1184 RIVER AVE,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,62,51,136,0,0,1,250,0,250,250,0,420c
65392,TAINO TOWERS.HUDMF.FY19,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,Yes,Non Prevailing Wage,520,91,35,7,2,1,656,0,656,656,0,Article XI
66644,EBENEZER PLAZA PHASE 1B,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,30,24,64,0,0,0,118,0,118,118,0,420c
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,64,298,147,4,0,11,524,0,524,524,41,Article XI
67459,5 TELLERS HDFC INC.GHPP.FY19,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,18,20,3,0,0,1,42,0,42,42,0,Article XI
67523,SUS. 1769 JEROME AVE,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,105,0,69,0,0,1,175,0,175,175,0,420c
67636,2BT HDFC.YR15.FY19,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,0,68,123,6,0,1,198,0,198,198,21,Article XI
68657,128 HURON STREET,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
68658,BOERUM RESIDENCE LLC,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,23,0,421a
68711,CONFIDENTIAL,2019-06-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
63777,APEX PLACE,2019-06-26T00:00:00.000,,No,Non Prevailing Wage,44,89,88,220,0,1,442,0,442,442,0,Article XI
67154,2126 MAPES AVENUE,2019-06-26T00:00:00.000,,No,Non Prevailing Wage,8,4,17,0,0,1,30,0,30,30,0,420c
67805,1520 SEDGWICK AVENUE HDFC.PLP.FY19,2019-06-26T00:00:00.000,2019-06-26T00:00:00.000,Yes,Non Prevailing Wage,0,0,87,14,0,1,102,0,102,102,0,Article XI
68698,CONFIDENTIAL,2019-06-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68700,CONFIDENTIAL,2019-06-26T00:00:00.000,,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
68709,CONFIDENTIAL,2019-06-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
61678,PARK HAVEN,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,67,34,76,0,0,1,178,0,178,178,0,420c
68211,HALLETTS POINT 7,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,0,81,81,0,0,0,162,0,162,163,0,421a
68347,HIGHBRIDGE-1133 OGDEN AVENUE.HPO.FY19,2019-06-25T00:00:00.000,2019-06-25T00:00:00.000,Yes,Non Prevailing Wage,0,20,291,88,0,1,400,0,400,400,0,Article XI
68649,1176 NELSON AVENUE,2019-06-25T00:00:00.000,2019-10-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,31,0,421a
68650,669 MACDONOUGH STREET,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
68694,CONFIDENTIAL,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68703,CONFIDENTIAL,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68718,CONFIDENTIAL,2019-06-25T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
54577,1019 FULTON STREET,2019-06-24T00:00:00.000,,No,Non Prevailing Wage,0,0,10,5,0,0,15,0,15,50,0,421a
65320,BREAKING GROUND.453 EAST 142ND ST.BETANCES V,2019-06-24T00:00:00.000,,No,Prevailing Wage,151,0,0,0,0,1,152,0,152,152,151,Article XI
67458,RB HARMAN HDFC.GHPP.FY19,2019-06-24T00:00:00.000,,No,Non Prevailing Wage,6,9,3,0,0,0,18,0,18,18,1,
59104,THE BRONXWOOD TOWER INC.HRP.FY19,2019-06-21T00:00:00.000,,No,Non Prevailing Wage,1,107,0,0,0,1,0,109,109,109,0,
60824,CONFIDENTIAL,2019-06-21T00:00:00.000,,No,Non Prevailing Wage,37,24,0,0,0,1,62,0,62,62,0,
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,,No,Non Prevailing Wage,3,19,20,2,0,1,45,0,45,45,22,Article XI
68641,1857 BARNES AVENUE APARTMENTS,2019-06-21T00:00:00.000,2019-09-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,2,0,2,6,0,421a
68714,CONFIDENTIAL,2019-06-21T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
61641,CASA PASIVA LLC.YR15.FY19,2019-06-20T00:00:00.000,,No,Non Prevailing Wage,20,81,42,0,0,3,146,0,146,146,36,420c
67462,368 E 8TH ST HDFC.GHPP.FY19,2019-06-20T00:00:00.000,,No,Non Prevailing Wage,25,4,0,0,0,0,2,27,29,29,0,Article XI
67483,STAGG 1 - AMANDA'S COVE.HPO.FY19,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,Yes,Non Prevailing Wage,0,0,142,15,0,0,157,0,157,157,0,Article XI
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,Yes,Non Prevailing Wage,0,0,101,13,0,0,114,0,114,114,0,Article XI
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,Yes,Non Prevailing Wage,0,0,87,3,0,0,90,0,90,90,0,Article XI
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,Yes,Non Prevailing Wage,0,0,42,1,0,0,43,0,43,43,0,Article XI
68651,CONFIDENTIAL,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68696,CONFIDENTIAL,2019-06-20T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,2019-06-19T00:00:00.000,,No,Non Prevailing Wage,0,41,0,0,0,0,0,41,41,41,0,Article XI
68640,15 CEDAR STREET APARTMENTS,2019-06-19T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
68654,CONFIDENTIAL,2019-06-19T00:00:00.000,2019-06-19T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68679,CONFIDENTIAL,2019-06-19T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68715,CONFIDENTIAL,2019-06-19T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68717,CONFIDENTIAL,2019-06-19T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
68638,14-45 31ST AVENUE,2019-06-18T00:00:00.000,2019-08-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,18,0,421a
68639,2825 SNYDER AVENUE,2019-06-18T00:00:00.000,2019-10-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
65275,1025-1027 LEGGETT AVE HDFC.PLP.FY19,2019-06-17T00:00:00.000,,No,Non Prevailing Wage,0,43,4,0,0,1,0,48,48,48,39,Article XI
68635,2823 SNYDER AVENUE,2019-06-17T00:00:00.000,2019-10-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68637,76 PALMETTO STREET APARTMENTS,2019-06-17T00:00:00.000,2019-07-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68653,CONFIDENTIAL,2019-06-17T00:00:00.000,2019-06-17T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
67685,601 WEST 29TH STREET,2019-06-14T00:00:00.000,,No,Non Prevailing Wage,0,94,94,46,0,0,234,0,234,931,0,421a
68633,1207 BROADWAY,2019-06-14T00:00:00.000,2019-07-08T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,7,0,421a
68634,2325 BEAUMONT AVENUE APARTMENTS,2019-06-14T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,17,0,421a
68688,CONFIDENTIAL,2019-06-14T00:00:00.000,,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
68719,CONFIDENTIAL,2019-06-14T00:00:00.000,2019-12-07T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
63252,37 AVENUE B HDFC.HRP.FY19,2019-06-13T00:00:00.000,,No,Non Prevailing Wage,4,2,0,0,0,0,6,0,6,6,0,Article XI
68107,HP ACP HDFC.HPO.FY19 (BLACK SPRUCE),2019-06-13T00:00:00.000,2019-06-13T00:00:00.000,Yes,Non Prevailing Wage,7,50,30,93,41,3,224,0,224,224,0,Article XI
68269,HP WH HDFC.HPO.FY19 (BLACK SPRUCE - WASHINGTON HEIGHTS),2019-06-13T00:00:00.000,2019-06-13T00:00:00.000,Yes,Non Prevailing Wage,26,133,157,76,21,7,420,0,420,420,0,Article XI
68631,378 HARMAN STREET,2019-06-13T00:00:00.000,2019-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68632,GLORIA WILLOUGHBY APARTMENTS,2019-06-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,32,0,421a
68685,CONFIDENTIAL,2019-06-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
68695,CONFIDENTIAL,2019-06-13T00:00:00.000,,No,Non Prevailing Wage,2,0,0,0,0,0,0,2,2,2,0,
67399,1425 MACOMBS ROAD.HPO.FY19,2019-06-12T00:00:00.000,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,3,10,24,0,0,1,38,0,38,38,0,Article XI
67464,36-38 WEST GUN HILL ROAD.HPO.FY19,2019-06-12T00:00:00.000,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,2,11,31,0,0,1,45,0,45,45,0,Article XI
67606,LANGSAM 15 - 396-400 EAST 199TH STREET.HPO.FY19,2019-06-12T00:00:00.000,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,0,11,49,0,0,1,61,0,61,61,0,Article XI
67607,LANGSAM 16 -19-25 EAST 213TH STREET.HPO.FY19,2019-06-12T00:00:00.000,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,0,10,55,0,0,1,66,0,66,66,0,Article XI
68630,1183 GATES AVENUE,2019-06-12T00:00:00.000,2019-07-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68652,CONFIDENTIAL,2019-06-12T00:00:00.000,2019-06-12T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68674,CONFIDENTIAL,2019-06-12T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68628,564 19TH STREET,2019-06-11T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68629,804 JEFFERSON AVENUE,2019-06-11T00:00:00.000,2019-10-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,28,0,421a
68667,CONFIDENTIAL,2019-06-11T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68686,CONFIDENTIAL,2019-06-11T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68708,CONFIDENTIAL,2019-06-11T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68625,3206 GLENWOOD ROAD,2019-06-10T00:00:00.000,2019-12-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68626,3208 GLENWOOD ROAD,2019-06-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68669,CONFIDENTIAL,2019-06-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,0,
68624,461 WINTHROP STREET,2019-06-07T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
68681,CONFIDENTIAL,2019-06-07T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68712,CONFIDENTIAL,2019-06-07T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
67829,1 BELL SLIP,2019-06-06T00:00:00.000,,No,Non Prevailing Wage,0,0,42,0,65,0,107,0,107,414,0,421a
68622,6 HAVENS PLACE APARTMENTS,2019-06-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,7,0,421a
68623,671 LIBERTY AVENUE,2019-06-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68620,2442 OCEAN AVENUE APARTMENTS,2019-06-05T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,32,0,32,0,32,105,0,421a
68621,67 STANHOPE STREET APARTMENTS,2019-06-05T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68683,CONFIDENTIAL,2019-06-05T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
68710,CONFIDENTIAL,2019-06-05T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
68618,1294 PARK PLACE APARTMENTS,2019-06-04T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68619,1517 NEW YORK AVENUE APARTMENTS,2019-06-04T00:00:00.000,2019-08-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68253,CONFIDENTIAL,2019-06-03T00:00:00.000,2019-10-24T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,0,4,4,4,4,
68616,1519 NEW YORK AVENUE,2019-06-03T00:00:00.000,2019-08-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68617,3839 BRONXWOOD AVENUE,2019-06-03T00:00:00.000,2019-06-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,2,0,2,6,0,421a
68716,CONFIDENTIAL,2019-06-03T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
67791,308 LIVINGSTON STREET,2019-05-31T00:00:00.000,,No,Non Prevailing Wage,0,0,9,0,0,0,9,0,9,160,0,421a
68615,244-246 HOWARD AVENUE APARTMENTS,2019-05-31T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
68672,CONFIDENTIAL,2019-05-31T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68675,CONFIDENTIAL,2019-05-31T00:00:00.000,,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
68536,CONFIDENTIAL,2019-05-30T00:00:00.000,2019-05-30T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66766,30 KENT STREET,2019-05-29T00:00:00.000,,No,Non Prevailing Wage,0,0,6,0,0,0,6,0,6,80,0,421a
68073,3815 PUTNAM AVENUE WEST.HPO.FY19,2019-05-29T00:00:00.000,,No,Non Prevailing Wage,0,0,88,1,0,1,90,0,90,90,0,Article XI
68534,CONFIDENTIAL,2019-05-29T00:00:00.000,2019-05-29T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68677,CONFIDENTIAL,2019-05-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
68666,CONFIDENTIAL,2019-05-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
68614,801 DRIGGS AVENUE APARTMENTS,2019-05-24T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68537,CONFIDENTIAL,2019-05-23T00:00:00.000,2019-05-23T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
65280,9 SHERMAN ASSOCIATES LLC.PLP.FY19,2019-05-22T00:00:00.000,,No,Non Prevailing Wage,5,42,37,7,0,1,92,0,92,92,0,Article XI
68255,CONFIDENTIAL,2019-05-22T00:00:00.000,,No,Non Prevailing Wage,0,0,3,0,0,0,0,3,3,3,3,
68538,CONFIDENTIAL,2019-05-22T00:00:00.000,2019-05-22T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68612,32-27 35TH STREET APARTMENTS,2019-05-21T00:00:00.000,2019-08-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
68613,716 BEACH AVENUE APARTMENTS,2019-05-21T00:00:00.000,2019-07-11T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68610,1538 NEW YORK AVENUE APARTMENTS,2019-05-20T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,11,0,11,0,11,36,0,421a
68611,96 HIMROD STREET,2019-05-20T00:00:00.000,2019-06-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
68585,WEST 135TH STREET APARTMENTS,2019-05-19T00:00:00.000,,No,Non Prevailing Wage,1,35,162,0,0,0,198,0,198,198,0,420c
68256,CONFIDENTIAL,2019-05-17T00:00:00.000,2019-08-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,1,
68528,CONFIDENTIAL,2019-05-17T00:00:00.000,2019-05-17T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
