,providertype,dfta_id,contractyear,sponsorname,programname,serviceid,servicename,reportedmonth,reportedunits
128,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Jul 2019,0
129,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Sep 2019,21
130,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Jul 2019,211
131,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Sep 2019,10
132,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Jul 2019,5
133,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Aug 2019,7
134,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Sep 2019,12
135,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Oct 2019,195
136,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Oct 2019,11
137,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Oct 2019,0
138,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Aug 2019,214
139,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Aug 2019,15
140,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Aug 2019,5
141,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Jul 2019,109
142,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Jul 2019,0
143,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Oct 2019,15
144,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Oct 2019,0
145,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Jul 2019,3
146,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Aug 2019,4
147,ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Sep 2019,82
148,ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Sep 2019,77
149,ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Jul 2019,103
150,ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Aug 2019,91
151,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Jul 2019,35
152,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Oct 2019,41
153,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Oct 2019,0
154,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Sep 2019,0
155,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Aug 2019,0
156,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Sep 2019,16
157,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Aug 2019,20
158,ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Jul 2019,0
