bbl,benchmarking_submission,bin,block,borough,borough_number,building_address,building_name,census_tract,community_board,community_council,council_district,energy_star_score,entry_number,fy15_energy_usage_mmbtu_utility_energy_excluding_fuel_oil,ghg,indoor_water_intensity_all_water_sources_gal_ft2,latitude,longitude,lot,nta,number_of_buildings,primary_property_type_self_selected,property_floor_area_buildngs_and_parking_ft2,reported_bins,reported_building_square_footage,reported_facility_type,reported_water_method,site_eui,site_eui_kbtu_ft2,state,street_name,street_number,total_ghg_emissions_mtco2e,water_per_square_foot,weather_normalized_source_eui,weather_normalized_source_eui_kbtu_ft2,zip,zip_code
4104470007.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,  90 AVENUE         ,   191-02,,,,,11423.0,
4105090052.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,PALERMO STREET      ,    87-37,,,,,11423.0,
4105330001.0,Yes,,,QUEENS,,,,,,,,,218.0,,,,,,,,1.0,,,,,Other,,,,,HILLSIDE AVENUE,   202-15,,,,,11423.0,
4107630023.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,  98 AVENUE         ,   217-40,,,,,11429.0,
4107890250.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,JAMAICA AVENUE      ,   219-38,,,,,11428.0,
4107890256.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,JAMAICA AVENUE      ,   219-42,,,,,11428.0,
4108120091.0,Yes,,,QUEENS,,,,,,,,,963.0,,,,,,,,1.0,,,4457714.0,,Warehouse (Unrefrigerated),,,,,  96 AVENUE,   222-34,,,,,11429.0,
4108130005.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,JAMAICA AVENUE      ,   222-22,,,,,11428.0,
4109060001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,203 STREET          ,   203-02,,,,,11423.0,
4109260050.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,108 ROAD            ,   190-20,,,,,11412.0,
4109750029.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 113 AVENUE         ,   199-01,,,,,11412.0,
4110180021.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 115 AVENUE         ,   201-15,,,,,11412.0,
4111980050.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 221 STREET         ,   110-30,,,,,11429.0,
4111980124.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD BLVD    ,   110-39,,,,,11429.0,
4113000001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 116 AVENUE         ,   218-01,,,,,11411.0,
4114750011.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 108 STREET         ,   109-35,,,,,11420.0,
4115430002.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   110-10,,,,,11420.0,
4115430100.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   112-20,,,,,11420.0,
4116230001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 111 AVENUE         ,   118-20,,,,,11420.0,
4116730001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 115 AVENUE         ,   130-24,,,,,11420.0,
4118860001.0,Yes,,,QUEENS,,,,,,,,63.0,519.0,,535.48,,,,,,1.0,,,,73323.0,Hotel,,94.4,,, 134 STREET,   148-18,,90.44,227.3,,11430.0,
4119420302.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,INWOOD STREET       ,   109-17,,,,,11435.0,
4120190010.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 119 AVENUE         ,   145-01,,,,,11436.0,
4120510001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,SUTPHIN BOULEVARD   ,   125-20,,,,,11434.0,
4120930034.0,Yes,,,QUEENS,,,,,,,,98.0,2105.0,,1965.89,,,,,,1.0,,,,700000.0,Hotel,,40.1,,, 140 STREET,   135-30,,,80.0,,11436.0,
4120990001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTH CONDUIT AVENUE,   144-02,,,,,11434.0,
4120990016.0,Yes,,,QUEENS,,,,,,,,24.0,621.0,,761.91,,,,,,1.0,,,,77500.0,Hotel,,127.5,,,NORTH CONDUIT AVENUE,   145-11,,14.61,310.5,,11436.0,
4120990050.0,Yes,,,QUEENS,,,,,,,,58.0,1313.0,,744.63,,,,,,1.0,,,4518486.0,114618.0,Hotel,,83.4,,, 135 AVENUE,   144-10,,,203.5,,11436.0,
4121370020.0,Yes,,,QUEENS,,,,,,,,,1136.0,,551.75,,,,,,1.0,,,4263211.0,70690.0,Multifamily Housing,,120.9,,,ROCKAWAY BOULEVARD,   153-90,,,209.5,,11434.0,
4121410003.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,SUTPHIN BOULEVARD   ,   109-37,,,,,11435.0,
4122610001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BAISLEY BOULEVARD   ,   156-10,,,,,11434.0,
4122780060.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   152-65,,,,,11434.0,
4123350049.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY R BREWER BLVD   ,   116-01,,,,,11434.0,
4123410031.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 116 AVENUE         ,   166-01,,,,,11434.0,
4123850131.0,Yes,,,QUEENS,,,,,,,,,1559.0,,,,,,,,3.0,,,,28640.0,Self-Storage,,,,,BAISLEY BOULEVARD,   168-27,,,,,11434.0,
4124060100.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,LINDEN BOULEVARD    ,   180-20,,,,,11434.0,
4124060280.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BAISLEY BOULEVARD   ,,,,,,11434.0,
4125160057.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRICK BOULEVARD   ,   122-22,,,,,11434.0,
4125290035.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEDELL STREET       ,   132-11,,,,,11434.0,
4129270028.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 132 AVENUE         ,   218-02,,,,,11413.0,
4129730001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRICK BOULEVARD   ,   233-15,,,,,11422.0,
4129800001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKVILLE BOULEVARD,   133-33,,,,,11422.0,
4129990044.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BELKNAP STREET      ,   132-20,,,,,11434.0,
4129990220.0,Yes,,,QUEENS,,,,,,,,,1573.0,,0.15,,,,,,1.0,,,4279935.0,96076.0,Supermarket/Grocery,,0.0,,,MERRICK BOULEVARD,   184-04,,,0.1,,11413.0,
4130570056.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD BLVD    ,   143-40,,,,,11413.0,
4131930170.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTH CONDUIT AVENUE,   227-15,,,,,11413.0,
4132960014.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 146 AVENUE         ,   165-25,,,,,11434.0,
4133530020.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY R BREWER BLVD   ,   146-02,,,,,11434.0,
4133640040.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,FARMERS BOULEVARD   ,   147-35,,,,,11434.0,
4133800011.0,Yes,,,QUEENS,,,,,,,,,2021.0,,,,,,,,1.0,,,4286131.0,69345.0,Lodging,,,,, 149 AVENUE,   175-21,,,,,11434.0,
4134060039.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 181 STREET         ,   147-02,,,,,11413.0,
4134120001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 AVENUE         ,   182-17,,,,,11413.0,
4134130001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 AVENUE         ,   179-02,,,,,11434.0,
4134150001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 AVENUE         ,   182-02,,,,,11413.0,
4134300002.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 183 STREET         ,   149-09,,,,,11413.0,
4134740004.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 226 STREET         ,   145-73,,,,,11413.0,
4134740012.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 226 STREET         ,   145-69,,,,,11413.0,
4137910020.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   230-19,,,,,11413.0,
4137910021.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   230-39,,,,,11413.0,
4137910022.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   230-59,,,,,11413.0,
4137910023.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BOULEVARD  ,   230-79,,,,,11413.0,
4138950001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKVILLE BOULEVARD,   154-71,,,,,11422.0,
4141950013.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS BAY BOULEVARD ,   162-31,,,,,11414.0,
4142600111.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTH CONDUIT AVENUE,   153-20,,,,,11434.0,
4161870030.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,OCEAN PROMENADE     ,   114-02,,,,,11694.0,
4150110006.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 157 STREET         ,   145-30,,,,,11434.0,
4150120006.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,, 157 STREET         ,   144-01,,,,,11434.0,
4155410001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRAL AVENUE      ,    13-07,,,,,11691.0,
4155570025.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMEOKE STREET      ,    10-45,,,,,11691.0,
4155610029.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,MOTT AVENUE         ,    19-31,,,,,11691.0,
4155740008.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,GATEWAY BOULEVARD   ,    14-41,,,,,11691.0,
4156270045.0,Yes,,,QUEENS,,,,,,,,,1683.0,,962.29,,,,,,1.0,,,4299228.0,81500.0,Senior Care Facility,,156.6,,,SEAGIRT BOULEVARD,    14-10,,,222.5,,11691.0,
4156330001.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKHAVEN AVENUE   ,    17-11,,,,,11691.0,
4156360001.0,Yes,,,QUEENS,,,,,,,,6.0,1132.0,,9681.07,,,,,,1.0,,,4430537.0,272986.0,Hospital (General Medical and Surgical),,377.1,,,PLAINVIEW AVENUE,    19-04,,,647.6,,11691.0,
4158400006.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACH 49 STREET     ,     3-53,,,,,11691.0,
4158420100.0,Yes,,,QUEENS,,,,,,,,,625.0,,,,,,,,1.0,,,4301899.0,125000.0,Senior Care Facility,,,,,BEACH CHANNEL DRIVE,    51-15,,,,,11691.0,
4158900042.0,Yes,,,QUEENS,,,,,,,,84.0,1798.0,,,,,,,,1.0,,,,70000.0,Office,,,,,BEACH   53 STREET,     3-57,,,,,11691.0,
4159080007.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACH   65 STREET   ,     3-16,,,,,11692.0,
4159800002.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ALMEDA AVENUE       ,    54-02,,,,,11692.0,
4161310010.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACH   84 STREET   ,    85-15,,,,,11693.0,
4161510092.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BEACH BLVD ,    95-02,,,,,11693.0,
4161660434.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACH CHANNEL DRIVE ,   113-01,,,,,11694.0,
4161670099.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACH CHANNEL DRIVE ,   100-00,,,,,11694.0,
4161880034.0,Yes,,,QUEENS,,,,,,,,74.0,2138.0,,,,,,,,3.0,,,4444819.0,50877.0,Senior Care Facility,,,,,OCEAN PROMENADE,   115-02,,115.98,,,11694.0,
4163250227.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY BEACH BLVD ,67,,,,,11695.0,
4163400020.0,No DOF Record as of 08/01/12,,,QUEENS              ,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKAWAY POINT BLVD ,,,,,,0.0,
5001840360.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHMOND TERRACE    ,,,,,,0.0,
5006830301.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,MILFORD DRIVE       ,,,,,,0.0,
5006830302.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,MILFORD DRIVE       ,,,,,,0.0,
5031280001.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY STREET          ,,,,,,0.0,
5038510001.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,FR CAPODANNO BLVD   ,,,,,,0.0,
5059650084.0,Yes,,,STATEN ISLAND,,,,,,,,,2001.0,,,,,,,,1.0,,,5153794.0,,Self-Storage,,,,,ARDEN AVENUE,       7A,,,,,10309.0,
5075110001.0,No DOF Record as of 08/01/12,,,STATEN ISLAND       ,,,,,,,,,,,,,,,,,,,,,,,,,,,VETERANS ROAD WEST  ,2935-2965,,,,,10309.0,
3015540016.0,Yes,3042309.0,,BROOKLYN,,,,367.0,16.0,37.0,,,2603.0,,317.14,,40.67715,-73.903953,,Ocean Hill                                                                 ,1.0,,,3042309.0,110000.0,Other,,45.0,,,HERKIMER STREET,1495,,,74.8,,11233.0,
2046580021.0,Yes,,,BRONX,,,,372.0,12.0,12.0,,23.0,2101.0,,520.71,,40.875665000000005,-73.86234,,Williamsbridge-Olinville                                                   ,1.0,,,,77403.0,Senior Care Facility,,71.7,,,BARNES AVENUE,3441,,,239.3,,10467.0,
1009960014.0,No DOF Record as of 08/01/12,1022613.0,,MANHATTAN,,,,119.0,5.0,4.0,,,,,,,40.755873,-73.984454,,Midtown-Midtown South                                                      ,,,,,,,,,,,WEST   43 STREET    ,127,,,,,10036.0,
4026110350.0,Yes,,,QUEENS,,,,,,,,66.0,2148.0,,150.13,,,,,,1.0,,,4059015.0,66000.0,Warehouse (Unrefrigerated),,34.3,,,FLUSHING AVENUE,    52-15,,,63.9,,11378.0,
1010350017.0,Yes,1080877.0,,MANHATTAN,,,,121.0,4.0,3.0,,83.0,1533.0,,1358.66,,40.758841,-73.98954599999999,,Clinton                                                                    ,1.0,,,,228406.0,Office,,68.8,,,WEST   44 STREET,315,,,164.4,,10036.0,
3020680117.0,Yes,3058264.0,,BROOKLYN,,,,31.0,2.0,35.0,,50.0,1388.0,,1345.72,,40.692375,-73.977643,,Fort Greene                                                                ,1.0,,,3058264.0,129776.0,Senior Care Facility,,169.2,,,ST EDWARD'S STREET,140,,,252.9,,11201.0,
1007940017.0,Yes,1014716.0,,MANHATTAN,,,,87.0,4.0,3.0,,59.0,1693.0,,,,40.740339,-73.996128,,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,1.0,,,1014716.0,,Office,,,,,WEST   18 STREET,135,,,,,10011.0,
1013130005.0,Yes,1037165.0,,MANHATTAN,,,,11203.0,5.0,4.0,,38.0,2230.0,,7346.12,,40.762013,-73.969584,,Turtle Bay-East Midtown                                                    ,1.0,,,1037165.0,563530.0,Office,,170.1,,,EAST   58 STREET,111,,0.28,331.6,,10022.0,
1010070029.0,Yes,1083719.0,,MANHATTAN,,,,137.0,5.0,4.0,,26.0,70.0,,24451.54,,40.763379,-73.979001,,Midtown-Midtown South                                                      ,2.0,,,1083719.0,1866776.0,Office,,149.4,,,WEST   55 STREET,120,,,366.4,,10019.0,
3056310038.0,Yes,3336293.0,,BROOKLYN,,,,114.0,12.0,38.0,,6.0,1038.0,,1727.29,,40.639488,-73.998242,,Borough Park                                                               ,5.0,,,,86000.0,Office,,346.7,,,  10 AVENUE,4802,,,452.5,,11219.0,
1012760058.0,Yes,1085972.0,,MANHATTAN,,,,82.0,5.0,4.0,,76.0,2207.0,,12083.98,,40.752235999999996,-73.979712,,Murray Hill-Kips Bay                                                       ,1.0,,,,1071012.0,Office,,124.7,,,MADISON AVENUE,300,,,357.3,,10017.0,
4003290018.0,Yes,,,QUEENS,,,,,,,,,1491.0,,122.06,,,,,,1.0,,,4003935.0,102600.0,Other,,16.1,,,   9 STREET,    35-11,,,35.7,,11106.0,
3001180006.0,Yes,3335884.0,,BROOKLYN,,,,13.0,2.0,33.0,,96.0,2401.0,,,,40.697685,-73.985733,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,2.0,,,,,Office,,,,,CONCORD STREET,146,,,,,11201.0,
3030290090.0,Yes,3070839.0,,BROOKLYN,,,,485.0,1.0,34.0,,,1124.0,,301.48,,40.711003999999996,-73.93523499999999,,Bushwick South                                                             ,3.0,,,3070839.0,55184.0,Other,,63.3,,,MEADOW STREET,43,,,186.2,,11206.0,
1005630031.0,Yes,1009134.0,,MANHATTAN,,,,61.0,2.0,2.0,,88.0,956.0,,534.0,,40.733043,-73.99116,,West Village                                                               ,1.0,,,1009134.0,122175.0,Office,,47.9,,,BROADWAY,817,,,148.7,,10003.0,
3079200006.0,Yes,3397396.0,,BROOKLYN,,,,960.0,18.0,45.0,,,2505.0,,98.16,,40.64458,-73.913225,,Canarsie                                                                   ,1.0,,,3397396.0,159946.0,Other,,11.5,,,AVENUE D,8719,,,12.2,,11236.0,
1010100029.0,No DOF Record as of 08/01/12,1023730.0,,MANHATTAN,,,,137.0,5.0,4.0,,,,,,,40.764427000000005,-73.977131,,Midtown-Midtown South                                                      ,,,,,,,,,,,AVENUE OF THE AMER  ,1401,,,,,10019.0,
3009900069.0,Yes,3021536.0,,BROOKLYN,,,,119.0,6.0,39.0,,84.0,1636.0,,851.17,,40.673125,-73.992959,,Park Slope-Gowanus                                                         ,1.0,,,,380000.0,Warehouse (Unrefrigerated),,37.4,,,   2 AVENUE,58,,0.0,56.4,,11215.0,
1007790017.0,Yes,1014283.0,,MANHATTAN,,,,95.0,5.0,3.0,,100.0,2198.0,,470.19,,40.748298999999996,-73.993937,,Midtown-Midtown South                                                      ,1.0,,,1014283.0,141299.0,Office,,43.4,,,WEST   29 STREET,231,,,59.1,,10001.0,
1008210014.0,Yes,1015465.0,,MANHATTAN,,,,54.0,5.0,3.0,,55.0,1850.0,,742.69,,40.739666,-73.992725,,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,1.0,,,1015465.0,120000.0,Office,,65.9,,,WEST   19 STREET,39,,,220.2,,10011.0,
1000460001.0,Yes,1001023.0,,MANHATTAN,,,,7.0,1.0,1.0,,44.0,232.0,,1883.48,,40.707725,-74.01163199999999,,Battery Park City-Lower Manhattan                                          ,1.0,,,1001023.0,192500.0,Office,,109.1,,,WALL STREET,2,,,297.6,,10005.0,
1004820016.0,Yes,1007214.0,,MANHATTAN,,,,45.0,2.0,1.0,,91.0,510.0,,702.59,,40.722506,-73.99763,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,1007214.0,130000.0,Office,,61.6,,,SPRING STREET,72,,,162.4,,10012.0,
1000130005.0,Yes,1000044.0,,MANHATTAN,,,,13.0,1.0,1.0,,72.0,275.0,,3717.62,,40.705354,-74.013731,,Battery Park City-Lower Manhattan                                          ,1.0,,,,423348.0,Office,,100.9,,,BROADWAY,11,,,237.2,,10004.0,
3000420011.0,No DOF Record as of 08/01/12,3329427.0,,BROOKLYN            ,,,,21.0,2.0,33.0,,,,,,,40.702337,-73.983976,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,,,,,,,,,,,FRONT STREET        ,231,,,,,11201.0,
1000240036.0,Yes,1000820.0,,MANHATTAN,,,,9.0,1.0,1.0,,,961.0,,1271.16,,40.705689,-74.011455,,Battery Park City-Lower Manhattan                                          ,1.0,,,1000820.0,205940.0,Office,,67.3,,,BROAD STREET,50,,,202.4,,10004.0,
5000040021.0,Yes,5000016.0,,STATEN ISLAND,,,,81.0,1.0,49.0,,,1402.0,,59.68,,40.645886,-74.09131,,West New Brighton-New Brighton-St. George                                  ,1.0,,,5000016.0,210598.0,Other,,3.0,,,RICHMOND TERRACE,561,,,10.0,,10301.0,
1013880021.0,No DOF Record as of 08/01/12,1041498.0,,MANHATTAN,,,,130.0,8.0,4.0,,,,,,,40.772721999999995,-73.964737,,Upper East Side-Carnegie Hill                                              ,,,,,,,,,,,MADISON AVENUE      ,921,,,,,10021.0,
5010520001.0,Yes,5024915.0,,STATEN ISLAND,,,,201.0,1.0,49.0,,,2412.0,,1890.18,,40.625957,-74.134451,,Westerleigh                                                                ,1.0,,,,108283.0,Mall (Strip Mall and Enclosed),,214.3,,,FOREST AVENUE,1351,,,562.9,,10302.0,
1005520026.0,Yes,1008877.0,,MANHATTAN,,,,65.0,2.0,1.0,,,807.0,,624.64,,40.73127,-73.999423,,West Village                                                               ,1.0,,,1008877.0,119090.0,Multifamily Housing,,65.1,,,WASHINGTON SQUARE W,37,,,80.0,,10011.0,
3036790030.0,Yes,3083426.0,,BROOKLYN,,,,908.0,16.0,37.0,,22.0,1075.0,,579.61,,40.674921999999995,-73.904306,,Brownsville                                                                ,1.0,,,3083426.0,65500.0,Residence Hall/Dormitory,,120.0,,,JUNIUS STREET,1,,,270.0,,11212.0,
1012910021.0,Yes,1035770.0,,MANHATTAN,,,,102.0,5.0,4.0,,62.0,59.0,,835.37,,40.761081,-73.97323,,Midtown-Midtown South                                                      ,1.0,,,1035770.0,129674.0,Office,,72.8,,,MADISON AVENUE,551,,30.59,222.1,,10022.0,
2051410260.0,No DOF Record as of 08/01/12,2119182.0,,BRONX               ,,,,46201.0,10.0,12.0,,,,,,,40.878640999999995,-73.827763,,Co-op City                                                                 ,,,,,,,,,,,CO-OP CITY BOULEVARD,789,,,,,10475.0,
1005110001.0,Yes,1007942.0,,MANHATTAN,,,,43.0,2.0,1.0,,73.0,1030.0,,2334.95,,40.724090000000004,-73.99741999999999,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,1007942.0,353419.0,Office,,72.3,,,PRINCE STREET,75,,,210.4,,10012.0,
1010260103.0,No DOF Record as of 08/01/12,1000000.0,,MANHATTAN,,,,137.0,5.0,3.0,,,,,,,40.764426,-73.983387,,Midtown-Midtown South                                                      ,,,,,,,,,,,WEST   54 STREET    ,261,,,,,10019.0,
1008310010.0,Yes,1015756.0,,MANHATTAN,,,,76.0,5.0,3.0,,,2174.0,,339.05,,40.746199,-73.988957,,Midtown-Midtown South                                                      ,1.0,,,1015756.0,56931.0,Other,,73.4,,,WEST   29 STREET,39,,,136.3,,10001.0,
1014800001.0,Yes,,,MANHATTAN,,,,116.0,8.0,5.0,,,612.0,,38309.08,,40.761395,-73.957726,,Lenox Hill-Roosevelt Island                                                ,1.0,,,,586436.0,Other,,1991.5,,,YORK AVENUE,1176,,,2451.9,,10065.0,
1013250001.0,Yes,1038464.0,,MANHATTAN,,,,98.0,6.0,4.0,,49.0,51.0,,3941.88,,40.756688,-73.970128,,Turtle Bay-East Midtown                                                    ,1.0,,,1038464.0,342387.0,Office,,133.7,,,   3 AVENUE,845,,11.35,298.3,,10022.0,
1012910010.0,Yes,1035769.0,,MANHATTAN,,,,102.0,5.0,4.0,,74.0,1399.0,,6987.96,,40.761089,-73.973252,,Midtown-Midtown South                                                      ,1.0,,,1035769.0,871353.0,Office,,90.4,,,MADISON AVENUE,550,,,240.8,,10022.0,
4016400020.0,Yes,,,QUEENS,,,,,,,,68.0,1314.0,,776.03,,,,,,1.0,,,4865195.0,125000.0,Hotel,,83.9,,,DITMARS BOULEVARD,   102-40,,,185.7,,11369.0,
3038820006.0,No DOF Record as of 08/01/12,3086089.0,,BROOKLYN            ,,,,1098.0,5.0,42.0,,,,,,,40.655996,-73.897428,,East New York                                                              ,,,,,,,,,,,DE WITT AVENUE      ,338,,,,,11207.0,
