,summons_key,summons_date,offense_description,law_section_number,law_description,summons_category_type,age_group,sex,race,jurisdiction_code,boro,precinct_of_occur,x_coordinate_cd,y_coordinate_cd,latitude,longitude
133,173130401,2017-12-31T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,BLACK,1,BROOKLYN,75,1012212,179425,40.65912094200007,-73.89921958799994
134,173135583,2017-12-31T00:00:00.000,REVOKED REGISTRATION,510-7,VTL,VTL,25-44,M,BLACK,0,BROOKLYN,69,1006575,172888,40.64119430700004,-73.91955832999997
135,173130402,2017-12-31T00:00:00.000,OTHER TRANSIT REG,9999,Transit Regs,OTHER TRANSIT REG,25-44,M,BLACK HISPANIC,1,MANHATTAN,24,992956,230416,40.799118632000045,-73.96855692299994
136,173135547,2017-12-31T00:00:00.000,URINATING IN PUBLIC,16-1186,Administrative Code,URINATING,18-24,M,WHITE,0,BROOKLYN,81,1004204,191728,40.69291156500003,-73.92804592999995
137,173274250,2017-12-31T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,18-24,M,ASIAN / PACIFIC ISLANDER,0,BRONX,47,1024708,266922,40.89922835500005,-73.85365417799993
138,173193679,2017-12-31T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,STATEN ISLAND,120,960749,163424,40.615214578000064,-74.08464904799997
139,173193627,2017-12-31T00:00:00.000,UNATTENDED VEH. (ENGINE RUNNING),1210,VTL,VTL,25-44,M,,0,BRONX,45,1026287,246468,40.84308108100004,-73.84807085199996
140,173130435,2017-12-31T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,UNKNOWN,0,BRONX,40,1006075,236932,40.81698058400008,-73.92115225499998
141,173193621,2017-12-31T00:00:00.000,OTHER HEALTH CODE,9999,Health Code,OTHER HEALTH CODE,18-24,M,BLACK,0,MANHATTAN,25,1002710,229592,40.796841984000025,-73.93332947899995
142,173193599,2017-12-31T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,WHITE HISPANIC,0,QUEENS,102,1023174,187189,40.68038996300004,-73.85966509899998
143,173193554,2017-12-31T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,ASIAN / PACIFIC ISLANDER,0,BRONX,42,1010042,241269,40.82887372500005,-73.90680364799994
144,173193624,2017-12-31T00:00:00.000,OTHER HEALTH CODE,9999,Health Code,OTHER HEALTH CODE,18-24,M,BLACK,0,MANHATTAN,25,1002710,229592,40.796841984000025,-73.93332947899995
145,173130384,2017-12-31T00:00:00.000,FAIL TO COMPLY WITH TLC REGULATIONS,19-506A,Administrative Code,TLC,25-44,M,,0,BROOKLYN,75,1018961,178899,40.657653305000046,-73.87489728499997
146,173138634,2017-12-31T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,F,BLACK,0,BRONX,44,1006350,243112,40.83394223900007,-73.92013838299994
147,173130386,2017-12-31T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,18-24,M,,0,BROOKLYN,75,1018767,184224,40.67226999500008,-73.87556923099999
148,173151570,2017-12-31T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,M,,0,BRONX,44,1003650,237985,40.81987643100007,-73.92991022999998
149,173130408,2017-12-31T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,18-24,M,UNKNOWN,0,BRONX,40,1006075,236932,40.81698058400008,-73.92115225499998
150,173193577,2017-12-31T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1050171,191087,40.690929166000046,-73.76229252599995
151,173138606,2017-12-30T00:00:00.000,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,BRONX,44,1006541,243541,40.83511923900005,-73.91944673899997
152,173130352,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,F,WHITE,0,BROOKLYN,61,996949,153386,40.58768437600002,-73.95428012099995
153,173130300,2017-12-30T00:00:00.000,DISCON: UNREASONABLE NOISE,240.20-2,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE HISPANIC,0,BRONX,48,1016986,250197,40.85335545600003,-73.88166837799997
154,173130356,2017-12-30T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,25-44,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
155,173135624,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,WHITE HISPANIC,0,QUEENS,114,1007977,217884,40.76469406300004,-73.91434801399998
156,173135615,2017-12-30T00:00:00.000,DISCON: OBSTRUCT PEDESTRIAN,240.205A,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE,0,MANHATTAN,18,988554,216447,40.76078065600007,-73.98446511299994
157,173135613,2017-12-30T00:00:00.000,DISCON: OBSTRUCT PEDESTRIAN,240.205A,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE,0,MANHATTAN,18,988554,216447,40.76078065600007,-73.98446511299994
158,173130471,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,ASIAN / PACIFIC ISLANDER,0,BROOKLYN,72,982007,171322,40.63692382000005,-74.00808306999993
159,173193640,2017-12-30T00:00:00.000,FAIL TO COMPLY WITH TLC REGULATIONS,19-506A,Administrative Code,TLC,25-44,M,,0,BRONX,45,1032047,242037,40.83088999300003,-73.82728461999993
160,173130476,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984231,163471,40.615374753000026,-74.00006987599994
161,173130486,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
162,173130505,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,WHITE HISPANIC,0,BRONX,46,1013293,252852,40.86065555300007,-73.89500620399998
163,173130512,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BRONX,40,1010503,236634,40.816150608000044,-73.90515598699994
164,173193691,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1051203,191740,40.69271374700002,-73.75856469799999
165,173130340,2017-12-30T00:00:00.000,OTHER GENERAL BUSINESS LAW,9999,General Business Law,OTHER GENERAL BUSINESS LAW,25-44,M,WHITE HISPANIC,0,BROOKLYN,62,987090,157683,40.59948742000006,-73.98977453299993
166,173151616,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
167,173135548,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK HISPANIC,0,BRONX,52,1014140,254813,40.86603507500007,-73.89193541699996
168,173135594,2017-12-30T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,25-44,M,BLACK,2,BROOKLYN,73,1010424,180852,40.66304320600005,-73.90565842999997
169,173135581,2017-12-30T00:00:00.000,DISCON: CREATE HAZARDOUS CONDITION,240.20-7,Penal Law,DISORDERLY CONDUCT,18-24,M,WHITE,0,BROOKLYN,69,1016220,168617,40.62944176600007,-73.88482501199996
170,173215247,2017-12-30T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,45-64,M,ASIAN / PACIFIC ISLANDER,0,BRONX,47,1024708,266922,40.89922835500005,-73.85365417799993
171,173130479,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984431,164395,40.61791094100005,-73.99934947599996
172,173130474,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
173,173355894,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,F,UNKNOWN,0,BROOKLYN,75,1020227,189841,40.687681559000055,-73.87027601799997
174,173215230,2017-12-30T00:00:00.000,PICK UP HAIL IN BUS STOP,2-55,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
175,173151575,2017-12-30T00:00:00.000,NO CHAUFFEURS LICENSE (CLASS E),19-505A,Administrative Code,TLC,25-44,M,BLACK,0,BROOKLYN,73,1008096,183714,40.670905333000064,-73.91403947399994
176,173130394,2017-12-30T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,25-44,M,BLACK,2,BROOKLYN,73,1010424,180852,40.66304320600005,-73.90565842999997
177,173151620,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
178,173193619,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,M,BLACK,0,MANHATTAN,34,1004997,253144,40.861480398000026,-73.92499669499993
179,173215245,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,WHITE HISPANIC,0,BRONX,47,1022778,262631,40.88745957300006,-73.86066017599995
180,173477494,2017-12-30T00:00:00.000,DISCON: REFUSE LAWFUL ORDER,240.20-6,Penal Law,DISORDERLY CONDUCT,18-24,M,WHITE HISPANIC,0,MANHATTAN,7,987785,201741,40.72041667800004,-73.98724873099997
181,173130445,2017-12-30T00:00:00.000,OTHER PENAL LAW,9999,Penal Law,OTHER PENAL LAW,18-24,M,BLACK,0,STATEN ISLAND,121,947213,169726,40.632465989000025,-74.13343851299999
182,173193564,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,113,1041916,187261,40.68048533300004,-73.79209240399997
183,173355893,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,,0,BROOKLYN,75,1013704,185358,40.67540086100007,-73.89381613999996
184,173130330,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE HISPANIC,0,BRONX,46,1011477,250772,40.85495236700007,-73.90157978699995
185,173193666,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,QUEENS,115,1021200,213848,40.753570910000064,-73.86663580299995
186,173130339,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,M,WHITE HISPANIC,0,BROOKLYN,62,987090,157683,40.59948742000006,-73.98977453299993
187,173193655,2017-12-30T00:00:00.000,REVOCATION OR SUSPENSION,2265,VTL,VTL,25-44,F,WHITE HISPANIC,0,BRONX,42,1013859,243743,40.83565216900007,-73.89300024499995
188,173193661,2017-12-30T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,25-44,M,ASIAN / PACIFIC ISLANDER,0,MANHATTAN,18,988626,217304,40.76313286700002,-73.98420465299995
189,173135625,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,45-64,M,WHITE,0,QUEENS,114,1001761,216129,40.759891536000055,-73.93679206499998
190,173135558,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,45-64,M,BLACK,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
191,173193637,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,,0,BRONX,45,1032047,242037,40.83088999300003,-73.82728461999993
192,173193617,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,MANHATTAN,23,999966,230492,40.79931754600005,-73.94323787299999
193,173135553,2017-12-30T00:00:00.000,IDLING OF VEHICLE,24-163,Administrative Code,TLC,25-44,M,BLACK HISPANIC,0,BRONX,46,1010915,252197,40.858865278000046,-73.90360566599996
194,173130484,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
195,173193562,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,113,1041916,187261,40.68048533300004,-73.79209240399997
196,173193594,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,103,1042300,195496,40.70308593800007,-73.79063697499998
197,173215224,2017-12-30T00:00:00.000,URINATING IN PUBLIC,16-1186,Administrative Code,URINATING,45-64,M,UNKNOWN,0,BROOKLYN,75,1020360,190431,40.68930043100005,-73.86979328699994
198,173130388,2017-12-30T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,25-44,F,BLACK,0,BROOKLYN,77,1001089,183604,40.67061950700002,-73.93929913299998
199,173358880,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,MANHATTAN,34,1002653,249241,40.85077302800004,-73.93348145899995
200,173130482,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984431,164395,40.61791094100005,-73.99934947599996
201,173130364,2017-12-30T00:00:00.000,NO CHAUFFEURS LICENSE (CLASS E),19-505A,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
202,173135612,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,STATEN ISLAND,121,940941,161438,40.60968874400004,-74.15598208599994
203,173130313,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1013704,185358,40.67540086100007,-73.89381613999996
204,173193596,2017-12-30T00:00:00.000,NOISE (ENGINE EXHAUST),24-227,Administrative Code,NOISE,25-44,M,BLACK HISPANIC,0,QUEENS,103,1043061,197152,40.70762623000007,-73.78787788199998
205,173193618,2017-12-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,25-44,F,BLACK,0,MANHATTAN,34,1002777,248608,40.84903537100007,-73.93303499399997
206,173477495,2017-12-30T00:00:00.000,DISCON: REFUSE LAWFUL ORDER,240.20-6,Penal Law,DISORDERLY CONDUCT,18-24,M,BLACK,0,MANHATTAN,7,987785,201741,40.72041667800004,-73.98724873099997
207,173130326,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK HISPANIC,0,BRONX,48,1014022,251201,40.85612162700004,-73.89237808299998
208,173130341,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,M,WHITE HISPANIC,0,BROOKLYN,62,987090,157683,40.59948742000006,-73.98977453299993
209,173130344,2017-12-30T00:00:00.000,OTHER GENERAL BUSINESS LAW,9999,General Business Law,OTHER GENERAL BUSINESS LAW,45-64,M,WHITE HISPANIC,0,BROOKLYN,72,980243,175376,40.648050559000076,-74.01444124599993
210,173193598,2017-12-30T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,103,1043794,197286,40.70798912600003,-73.78523287399997
211,173193609,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,2,BROOKLYN,79,999849,193276,40.69716921200006,-73.94374677499997
212,173130393,2017-12-30T00:00:00.000,LOITERING (GAMBLING),240.352,Penal Law,GAMBLING,18-24,M,BLACK,2,BROOKLYN,73,1010838,181519,40.66487273900003,-73.90416355699995
213,173130403,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,BRONX,47,1025653,258347,40.87568832200003,-73.85028888199997
214,173138610,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,QUEENS,105,1052769,178511,40.65639127000002,-73.75305211599994
215,173193597,2017-12-30T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,25-44,M,BLACK,0,QUEENS,103,1037734,194111,40.69931322000008,-73.80711576
216,173130404,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,BRONX,47,1023907,265337,40.89488167700006,-73.85656098999993
217,173130391,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,65+,F,ASIAN / PACIFIC ISLANDER,0,BROOKLYN,90,1005709,197512,40.70878376700006,-73.92260036899995
218,173151608,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
219,173130480,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984431,164395,40.61791094100005,-73.99934947599996
220,173130475,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,F,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
221,173193584,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1046624,184398,40.67259514700004,-73.77514474599997
222,173130397,2017-12-30T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,25-44,M,BLACK,2,BROOKLYN,73,1010424,180852,40.66304320600005,-73.90565842999997
223,173130396,2017-12-30T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,25-44,M,BLACK,2,BROOKLYN,73,1010424,180852,40.66304320600005,-73.90565842999997
224,173193581,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1046624,184398,40.67259514700004,-73.77514474599997
225,173355891,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,M,WHITE,0,BROOKLYN,60,990922,149184,40.576157300000034,-73.97598379999994
226,173130368,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,0,BROOKLYN,68,976536,169337,40.63147234000007,-74.02779305199994
227,173130488,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
228,173193693,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,BLACK,0,QUEENS,113,1052479,192205,40.69398031500003,-73.75395867499998
229,173215248,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK HISPANIC,0,BRONX,47,1021380,259391,40.87857278600006,-73.86573416899995
230,173151612,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
231,173130296,2017-12-30T00:00:00.000,FAILURE TO COMPLY WITH SIGN,1-03,Park Regs,PARK REGS,25-44,M,UNKNOWN,0,MANHATTAN,10,984623,209859,40.74269929900004,-73.99865537999993
232,173151605,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
233,173135630,2017-12-30T00:00:00.000,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,2,BRONX,43,1020118,240039,40.82546255800003,-73.87040126199997
234,173130508,2017-12-30T00:00:00.000,REVOCATION OR SUSPENSION,2265,VTL,VTL,25-44,M,BLACK,0,BRONX,48,1016443,250401,40.85391737200007,-73.88363021699998
235,173130355,2017-12-30T00:00:00.000,NO CHAUFFEURS LICENSE (CLASS E),19-505A,Administrative Code,TLC,25-44,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
236,173193610,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,79,1001181,189778,40.68756556300008,-73.93895197599994
237,173193639,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,,0,BRONX,45,1032047,242037,40.83088999300003,-73.82728461999993
238,173130338,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,WHITE HISPANIC,0,BROOKLYN,62,987090,157683,40.59948742000006,-73.98977453299993
239,173130324,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,,0,MANHATTAN,9,987253,203199,40.72441873200007,-73.98916730199994
240,173193583,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,QUEENS,113,1046624,184398,40.67259514700004,-73.77514474599997
241,173135560,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,25-44,F,BLACK,0,BROOKLYN,71,997551,182704,40.66815523100007,-73.95205491599995
242,173193675,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,QUEENS,115,1020592,215895,40.759191919000045,-73.86881922299993
243,173130349,2017-12-30T00:00:00.000,SALE OF ALCOHOL TO A MINOR,100-1,ABC,ABC,18-24,F,WHITE,0,BROOKLYN,61,996489,153470,40.58791558600007,-73.95593614599994
244,173151580,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1018247,187049,40.68002598900005,-73.87742955499994
245,173135610,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,STATEN ISLAND,120,962978,167567,40.626591880000035,-74.07663353399995
246,173135641,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK,2,BRONX,43,1020891,236726,40.816366145000075,-73.86762631099998
247,173135639,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,,2,MANHATTAN,23,999218,230194,40.798500915000034,-73.94594018899994
248,173135628,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BRONX,45,1032948,238316,40.82067200400007,-73.82405582699994
249,173151606,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
250,173130489,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
251,173215239,2017-12-30T00:00:00.000,IDLING OF VEHICLE,24-163,Administrative Code,TLC,25-44,M,BLACK,0,BRONX,47,1025793,268868,40.90456445000007,-73.84971737799998
252,173130424,2017-12-30T00:00:00.000,FAIL TO COMPLY WITH TLC REGULATIONS,19-506A,Administrative Code,TLC,25-44,M,WHITE HISPANIC,0,BRONX,48,1016741,249059,40.85023289100008,-73.88255951099995
253,173130433,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,25-44,M,UNKNOWN,0,BRONX,40,1004743,235014,40.81171940000007,-73.92597034799998
254,173130469,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,ASIAN / PACIFIC ISLANDER,0,BROOKLYN,72,981681,170910,40.635792879000064,-74.00925750499994
255,173130389,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,WHITE HISPANIC,0,BROOKLYN,83,1010576,191582,40.69249416900004,-73.90506863999997
256,173130477,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984231,163471,40.615374753000026,-74.00006987599994
257,173130483,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
258,173135554,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,M,BLACK HISPANIC,0,BRONX,46,1008824,248435,40.84854577900006,-73.91117855699997
259,173215249,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,BRONX,47,1025934,258006,40.87475106100004,-73.84927491399996
260,173135585,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,QUEENS,107,1036666,204261,40.727178881000036,-73.81088837699998
261,173215225,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,UNKNOWN,0,BROOKLYN,75,1011987,180579,40.66228912400004,-73.90002579399999
262,173135622,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,WHITE,0,QUEENS,114,1007798,217595,40.76390131100004,-73.91499520799994
263,173130511,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,2,BRONX,40,1006423,238904,40.82239230000005,-73.91988848899997
264,173130440,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BRONX,40,1009563,236603,40.81606826600006,-73.90855208499994
265,173130395,2017-12-30T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,25-44,M,BLACK,2,BROOKLYN,73,1010424,180852,40.66304320600005,-73.90565842999997
266,173151579,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,75,1018247,187049,40.68002598900005,-73.87742955499994
