project_id,project_name,program_group,project_start_date,project_completion_date,building_id,house_number,street_name,borough,postcode,bbl,bin,community_board,council_district,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
69014,CONFIDENTIAL,Homeowner Assistance Program,2019-09-17T00:00:00.000,,,----,----,Brooklyn,,,,BK-18,46.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2
68958,CONFIDENTIAL,Homeowner Assistance Program,2019-09-11T00:00:00.000,,,----,----,Queens,,,,QN-12,28.0,,,,,,,,Preservation,No,Non Prevailing Wage,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
69092,219 SOUTH 3RD STREET,Multifamily Incentives Program,2019-09-09T00:00:00.000,,372111.0,219,SOUTH 3 STREET,Brooklyn,11211.0,3024200039.0,,BK-01,34.0,523.0,BK73,40.711141,-73.958732,40.71134,-73.958576,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,9
69093,3613 BARNES AVENUE APARTMENTS,Multifamily Incentives Program,2019-09-09T00:00:00.000,,981245.0,3613,BARNES AVENUE,Bronx,10467.0,2046610068.0,,BX-12,12.0,380.0,BX44,40.878719,-73.861643,40.87884,-73.861859,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,2,6
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,62835.0,570,EAST 138 STREET,Bronx,10454.0,2025500007.0,2003604.0,BX-01,8.0,2701.0,BX39,40.806661,-73.917143,40.80652,-73.917479,,Preservation,No,Non Prevailing Wage,0,6,6,0,0,0,0,0,12,0,0,0,0,0,12,0,12,12
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,62841.0,590,EAST 138 STREET,Bronx,10454.0,2025500017.0,2003608.0,BX-01,8.0,2701.0,BX39,40.806419,-73.916547,40.80619,-73.916713,,Preservation,No,Non Prevailing Wage,0,6,9,0,0,1,2,0,14,0,0,0,0,0,16,0,16,16
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,64094.0,839,EAST 156 STREET,Bronx,10455.0,2026760085.0,2005002.0,BX-01,17.0,79.0,BX34,40.817461,-73.902974,40.81773,-73.903187,,Preservation,No,Non Prevailing Wage,2,3,3,0,0,1,0,0,9,0,0,0,0,0,9,0,9,9
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,65186.0,590,EAST 169 STREET,Bronx,10456.0,2026120035.0,2004252.0,BX-03,16.0,149.0,BX35,40.831928,-73.902581,40.83176,-73.90269,,Preservation,No,Non Prevailing Wage,0,2,5,0,0,0,0,4,3,0,0,0,0,0,7,0,7,7
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,88157.0,1061,INTERVALE AVENUE,Bronx,10459.0,2027000053.0,2005409.0,BX-02,17.0,131.0,BX33,40.824941,-73.896857,40.82505,-73.897175,,Preservation,No,Non Prevailing Wage,9,14,5,1,0,1,2,9,19,0,0,0,0,0,30,0,30,30
67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,,91417.0,946,LEGGETT AVENUE,Bronx,10455.0,2026850050.0,2005109.0,BX-02,17.0,83.0,BX33,40.815636,-73.900401,40.81554,-73.900715,,Preservation,No,Non Prevailing Wage,0,5,11,0,0,0,0,5,11,0,0,0,0,0,16,0,16,16
69089,3 WEST 128TH STREET,Multifamily Incentives Program,2019-09-06T00:00:00.000,2019-10-18T00:00:00.000,39938.0,3,WEST 128 STREET,Manhattan,10027.0,1017260132.0,1089812.0,MN-10,9.0,208.0,MN03,40.808558,-73.941368,40.80871,-73.941169,2019-10-18T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,5,0,1,0,0,0,0,6,0,6,20
69091,1424 VYSE AVENUE APARTMENTS,Multifamily Incentives Program,2019-09-06T00:00:00.000,,118447.0,1424,VYSE AVENUE,Bronx,10459.0,2029940011.0,2129277.0,BX-03,17.0,123.0,BX75,40.830893,-73.889451,40.83078,-73.889227,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,1,2,0,0,0,0,0,0,3,0,3,10
69122,CONFIDENTIAL,Homeowner Assistance Program,2019-09-06T00:00:00.000,2019-09-06T00:00:00.000,,----,----,Queens,,,,QN-14,31.0,,,,,,,2019-09-06T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
69088,340 NEPTUNE AVENUE APARTMENTS,Multifamily Incentives Program,2019-09-03T00:00:00.000,,342114.0,340,NEPTUNE AVENUE,Brooklyn,11235.0,3086630246.0,3244336.0,BK-13,48.0,364.0,BK19,40.580805,-73.96535,40.58054,-73.96522,,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,6,20
67504,HP W 48 HDFC.HUDMF.FY19,Multifamily Finance Program,2019-08-30T00:00:00.000,,33639.0,414,WEST 48 STREET,Manhattan,10036.0,1010570141.0,1079207.0,MN-04,3.0,127.0,MN15,40.762527,-73.990578,40.76251,-73.991105,,Preservation,No,Non Prevailing Wage,40,10,2,0,0,2,0,18,21,14,1,0,0,0,54,0,54,54
67575,LANGSAM 11 - 2816 JEROME AVENUE.HPO.FY19,Multifamily Finance Program,2019-08-30T00:00:00.000,2019-08-30T00:00:00.000,88977.0,2816,JEROME AVENUE,Bronx,10468.0,2033180030.0,2017503.0,BX-07,14.0,40303.0,BX28,40.870539,-73.894306,40.87043,-73.894096,2019-08-30T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,2,40,0,0,1,6,30,7,0,0,0,0,0,43,0,43,43
68920,CONFIDENTIAL,Homeowner Assistance Program,2019-08-30T00:00:00.000,2019-08-30T00:00:00.000,,----,----,Brooklyn,,,,BK-15,46.0,,,,,,,2019-08-30T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
69086,173 MORNINGSIDE AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-30T00:00:00.000,,875065.0,173,MORNINGSIDE AVENUE,Manhattan,10027.0,1019530062.0,1090564.0,MN-09,9.0,21303.0,MN06,40.812494,-73.953243,40.81242,-73.952997,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,3,8
69087,54 THROOP AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-30T00:00:00.000,,980783.0,54,THROOP AVENUE,Brooklyn,11206.0,3022500028.0,3425732.0,BK-01,33.0,507.0,BK75,40.703201,-73.947387,40.70303,-73.947592,,New Construction,No,Non Prevailing Wage,0,0,5,0,0,0,1,1,3,0,0,0,0,0,5,0,5,24
69084,1610 NEW YORK AVENUE,Multifamily Incentives Program,2019-08-29T00:00:00.000,,343580.0,1610,NEW YORK AVENUE,Brooklyn,11210.0,3075600055.0,3425346.0,BK-17,45.0,786.0,BK42,40.633326,-73.944801,40.63339,-73.945125,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8
69085,1612 NEW YORK AVENUE,Multifamily Incentives Program,2019-08-29T00:00:00.000,,990010.0,1612,NEW YORK AVENUE,Brooklyn,11210.0,3075600056.0,3424334.0,BK-17,45.0,786.0,BK42,40.633291,-73.944797,40.63334,-73.945118,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8
68934,CONFIDENTIAL,Homeowner Assistance Program,2019-08-28T00:00:00.000,,,----,----,Brooklyn,,,,BK-03,36.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,4,4
69082,111 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,2019-08-28T00:00:00.000,2019-09-25T00:00:00.000,988959.0,111,TROUTMAN  STREET,Brooklyn,11206.0,3031720047.0,3328072.0,BK-04,34.0,425.0,BK78,40.699465,-73.929855,40.69959,-73.930068,2019-09-25T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,3,8
69083,"ORCHARD, THE",Multifamily Incentives Program,2019-08-28T00:00:00.000,,989790.0,118,ORCHARD STREET,Manhattan,10002.0,1004100034.0,,MN-03,1.0,18.0,MN27,40.719267,-73.989632,40.71926,-73.989495,,New Construction,No,Non Prevailing Wage,0,0,3,0,6,0,0,8,0,1,0,0,0,0,9,0,9,29
69081,52-22 ROOSEVELT AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-27T00:00:00.000,,981904.0,52-22,ROOSEVELT AVENUE,Queens,11377.0,4013210061.0,4617390.0,QN-02,26.0,25302.0,QN31,40.744253,-73.912175,40.74414,-73.911739,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,10
68932,CONFIDENTIAL,Homeowner Assistance Program,2019-08-23T00:00:00.000,,,----,----,Brooklyn,,,,BK-05,42.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3
69079,1248 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-23T00:00:00.000,,990702.0,1248,NEW YORK AVENUE,Brooklyn,11203.0,3049490024.0,,BK-17,45.0,830.0,BK91,40.642459,-73.945777,40.64233,-73.946076,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,10
69080,1250 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-23T00:00:00.000,,343475.0,1250,NEW YORK AVENUE,Brooklyn,11203.0,3049490025.0,,BK-17,45.0,830.0,BK91,40.64242,-73.945773,40.64227,-73.946069,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,10
67572,LANGSAM 9 - 1630 MACOMBS ROAD.HPO.FY20,Multifamily Finance Program,2019-08-19T00:00:00.000,2019-08-19T00:00:00.000,93710.0,1630,MACOMBS ROAD,Bronx,10453.0,2028660004.0,2008447.0,BX-05,14.0,21502.0,BX36,40.846851,-73.916583,40.84691,-73.916062,2019-08-19T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,18,33,0,0,1,12,15,23,2,0,0,0,0,52,0,52,52
68918,CONFIDENTIAL,Homeowner Assistance Program,2019-08-19T00:00:00.000,2019-08-19T00:00:00.000,,----,----,Staten Island,,,,SI-03,51.0,,,,,,,2019-08-19T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
69077,133-135 MESEROLE AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-19T00:00:00.000,,336206.0,133,MESEROLE AVENUE,Brooklyn,11222.0,3025980031.0,3065379.0,BK-01,33.0,573.0,BK76,40.727462,-73.951618,40.72763,-73.951704,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,9
69077,133-135 MESEROLE AVENUE APARTMENTS,Multifamily Incentives Program,2019-08-19T00:00:00.000,,954168.0,135,MESEROLE AVENUE,Brooklyn,11222.0,3025980030.0,3065378.0,BK-01,33.0,573.0,BK76,40.727489,-73.951531,40.72765,-73.951621,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
69078,418 EAST 153RD STREET,Multifamily Incentives Program,2019-08-19T00:00:00.000,,63930.0,418,EAST 153 STREET,Bronx,10455.0,2023740080.0,2129278.0,BX-01,17.0,67.0,BX34,40.818742,-73.915997,40.81848,-73.915827,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,8
69075,223 MANHATTAN AVENUE,Multifamily Incentives Program,2019-08-16T00:00:00.000,2019-12-17T00:00:00.000,983861.0,223,MANHATTAN AVENUE,Brooklyn,11206.0,3027870025.0,3069573.0,BK-01,34.0,503.0,BK90,40.711111,-73.945544,40.7111,-73.945779,2019-12-17T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,10
69076,260 KNICKERBOCKER AVENUE,Multifamily Incentives Program,2019-08-16T00:00:00.000,,321213.0,260,KNICKERBOCKER AVENUE,Brooklyn,11237.0,3031970034.0,3072742.0,BK-04,34.0,429.0,BK77,40.7025,-73.924853,40.70222,-73.925088,,New Construction,No,Non Prevailing Wage,0,0,0,0,16,0,0,7,9,0,0,0,0,0,16,0,16,53
64829,RB.63-85 E 233RD ST.WOODLAWN SENIOR HOUSES,Multifamily Finance Program,2019-08-15T00:00:00.000,,989273.0,69,EAST 233 STREET,Bronx,10470.0,2033650071.0,2018798.0,BX-12,11.0,44901.0,BX62,40.895956,-73.873778,40.89626,-73.873532,,New Construction,No,Prevailing Wage,79,0,0,0,0,1,59,20,1,0,0,0,0,0,80,0,80,80
69074,969 57TH STREET,Multifamily Incentives Program,2019-08-15T00:00:00.000,,159823.0,969,57 STREET,Brooklyn,11219.0,3056870053.0,3139941.0,BK-12,38.0,116.0,BK88,40.63503,-74.004183,40.635,-74.003697,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,3,7
69073,WEX18 APARTMENTS,Multifamily Incentives Program,2019-08-14T00:00:00.000,2019-12-20T00:00:00.000,972679.0,177-18,WEXFORD TERRACE,Queens,11432.0,4098350030.0,,QN-08,24.0,466.0,QN06,40.713099,-73.785994,40.71278,-73.786262,2019-12-20T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,1,2,3,0,0,0,0,0,6,0,6,17
69071,2807 SNYDER AVENUE,Multifamily Incentives Program,2019-08-13T00:00:00.000,2019-09-09T00:00:00.000,982539.0,2807,SNYDER AVENUE,Brooklyn,11226.0,3051080062.0,3426126.0,BK-17,40.0,824.0,BK95,40.648854,-73.951112,40.6491,-73.950943,2019-09-09T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,1,1,0,0,0,0,3,0,3,8
69072,2809 SNYDER AVENUE,Multifamily Incentives Program,2019-08-13T00:00:00.000,2019-09-09T00:00:00.000,985437.0,2809,SNYDER AVENUE,Brooklyn,11226.0,3051080061.0,3411861.0,BK-17,40.0,824.0,BK95,40.648854,-73.951098,40.6491,-73.950853,2019-09-09T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,10
68906,CONFIDENTIAL,Homeowner Assistance Program,2019-08-12T00:00:00.000,2019-10-18T00:00:00.000,,----,----,Bronx,,,,BX-09,18.0,,,,,,,2019-10-18T00:00:00.000,Preservation,No,Non Prevailing Wage,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2
68917,CONFIDENTIAL,Homeowner Assistance Program,2019-08-09T00:00:00.000,2019-08-09T00:00:00.000,,----,----,Bronx,,,,BX-09,18.0,,,,,,,2019-08-09T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
69070,236 STAGG STREET APARTMENTS,Multifamily Incentives Program,2019-08-09T00:00:00.000,,979980.0,236,STAGG STREET,Brooklyn,11206.0,3030370010.0,3070879.0,BK-01,34.0,485.0,BK78,40.709873,-73.939536,40.70963,-73.939717,,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,6,18
69069,366 STOCKTON STREET APARTMENTS,Multifamily Incentives Program,2019-08-07T00:00:00.000,,956540.0,366,STOCKTON STREET,Brooklyn,11206.0,3015840009.0,,BK-03,36.0,287.0,BK35,40.697496,-73.937304,40.69728,-73.9372,,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,2,1,0,0,0,0,0,3,0,3,15
68914,CONFIDENTIAL,Homeowner Assistance Program,2019-08-02T00:00:00.000,2019-12-02T00:00:00.000,,----,----,Queens,,,,QN-13,31.0,,,,,,,2019-12-02T00:00:00.000,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
69068,79-81 STANHOPE STREET APARTMENTS,Multifamily Incentives Program,2019-08-02T00:00:00.000,,976702.0,81,STANHOPE STREET,Brooklyn,11221.0,3032540057.0,3424457.0,BK-04,34.0,421.0,BK78,40.69653,-73.924543,40.69675,-73.924622,,New Construction,No,Non Prevailing Wage,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
69068,79-81 STANHOPE STREET APARTMENTS,Multifamily Incentives Program,2019-08-02T00:00:00.000,,978510.0,79,STANHOPE STREET,Brooklyn,11221.0,3032540058.0,,BK-04,34.0,421.0,BK78,40.696492,-73.924582,40.69673,-73.924719,,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,0,1,3,0,0,0,0,0,4,0,4,15
69067,RESIDENCES AT THE GEMINI WEST,Multifamily Incentives Program,2019-08-01T00:00:00.000,,992046.0,114-16,ROCKAWAY BEACH BOULEVARD,Queens,11694.0,0.0,4619893.0,QN-14,32.0,938.0,QN10,40.580261,-73.83565,40.58046,-73.835797,,New Construction,No,Non Prevailing Wage,0,0,0,0,9,0,0,6,3,0,0,0,0,0,9,0,9,27
68837,CONFIDENTIAL,Homeowner Assistance Program,2019-07-31T00:00:00.000,2019-10-25T00:00:00.000,,----,----,Brooklyn,,,,BK-05,42.0,,,,,,,2019-10-25T00:00:00.000,Preservation,No,Non Prevailing Wage,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2
68850,CONFIDENTIAL,Homeowner Assistance Program,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,,----,----,Brooklyn,,,,BK-14,40.0,,,,,,,2019-07-31T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
69065,301 EAST 117TH STREET,Multifamily Incentives Program,2019-07-31T00:00:00.000,,980593.0,2282,2 AVENUE,Manhattan,10035.0,1016890001.0,1052983.0,MN-11,8.0,188.0,MN34,40.797819,-73.937166,40.79765,-73.936928,,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,0,2,2,0,0,0,0,0,4,0,4,12
69066,RESIDENCES AT THE GEMINI EAST,Multifamily Incentives Program,2019-07-31T00:00:00.000,,992017.0,114-30,ROCKAWAY BEACH BOULEVARD,Queens,11694.0,0.0,4607409.0,QN-14,32.0,938.0,QN10,40.58024,-73.835733,40.58032,-73.836294,,New Construction,No,Non Prevailing Wage,0,0,0,0,9,0,0,6,3,0,0,0,0,0,9,0,9,27
68172,AUSTIN 147,Multifamily Incentives Program,2019-07-30T00:00:00.000,,988798.0,880,EAST 147 STREET,Bronx,10455.0,2026000103.0,2004081.0,BX-01,8.0,31.0,BX39,40.810326,-73.904325,40.81017,-73.904509,,New Construction,No,Non Prevailing Wage,0,55,24,0,0,0,31,20,28,0,0,0,0,0,79,0,79,80
69064,1032 DEKALB AVENUE,Multifamily Incentives Program,2019-07-29T00:00:00.000,2019-11-22T00:00:00.000,986936.0,1032,DEKALB AVENUE,Brooklyn,11221.0,3016030010.0,3043264.0,BK-03,36.0,289.0,BK35,40.693398,-73.933691,40.69319,-73.933551,2019-11-22T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,7
69062,127 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,2019-07-26T00:00:00.000,,381818.0,127,TROUTMAN STREET,Brooklyn,11206.0,3031720041.0,,BK-04,34.0,425.0,BK78,40.69975,-73.929577,40.69992,-73.929746,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,8
69063,129 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,2019-07-26T00:00:00.000,,978104.0,129,TROUTMAN STREET,Brooklyn,11206.0,3031720040.0,3328068.0,BK-04,34.0,425.0,BK78,40.699786,-73.929545,40.69998,-73.929689,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,8
67522,HSI. 213 EAST 203RD STREET,Multifamily Finance Program,2019-07-25T00:00:00.000,,934463.0,211,EAST 203 STREET,Bronx,10458.0,2033090039.0,,BX-07,11.0,413.0,BX05,40.873849,-73.886085,40.87407,-73.886034,,Preservation,No,Non Prevailing Wage,66,21,20,0,0,1,68,21,19,0,0,0,0,0,108,0,108,108
69061,170-19 89TH AVENUE,Multifamily Incentives Program,2019-07-25T00:00:00.000,,497416.0,170-19,89 AVENUE,Queens,11432.0,4098240063.0,4210175.0,QN-12,27.0,462.0,QN61,40.709669,-73.790864,40.71,-73.790524,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10
68849,CONFIDENTIAL,Homeowner Assistance Program,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,,----,----,Queens,,,,QN-14,32.0,,,,,,,2019-07-24T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
69060,20-52 49TH STREET APARTMENTS,Multifamily Incentives Program,2019-07-23T00:00:00.000,,992307.0,20-52,49 STREET,Queens,11105.0,4007620051.0,,QN-01,22.0,135.0,QN72,40.771493,-73.89707,40.77143,-73.897535,,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,2,6
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,19955.0,125,EAST 118 STREET,Manhattan,10035.0,1017670011.0,1054346.0,MN-11,9.0,182.0,MN34,40.800206,-73.941296,40.80035,-73.941086,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,15,2,3,3,0,1,0,2,16,6,0,0,0,0,24,0,24,24
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,19959.0,149,EAST 118 STREET,Manhattan,10035.0,1017670022.0,1054349.0,MN-11,8.0,182.0,MN34,40.799819,-73.940372,40.79995,-73.940137,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,29,9,3,0,0,1,0,6,26,5,5,0,0,0,42,0,42,42
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,20122.0,121,EAST 119 STREET,Manhattan,10035.0,1017680009.0,1054366.0,MN-11,9.0,196.0,MN34,40.800889,-73.94097,40.80105,-73.940801,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,7,0,1,1,0,0,0,2,1,6,0,0,0,0,9,0,9,9
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,20123.0,125,EAST 119 STREET,Manhattan,10035.0,1017680011.0,1054367.0,MN-11,9.0,196.0,MN34,40.800848,-73.940873,40.80101,-73.940707,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,2,1,1,0,0,0,0,0,1,3,0,0,0,0,4,0,4,4
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,20127.0,166,EAST 119 STREET,Manhattan,10035.0,1017670047.0,1054357.0,MN-11,8.0,182.0,MN34,40.800282,-73.939559,40.80013,-73.939804,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,14,5,3,2,0,0,0,0,24,0,0,0,0,0,24,0,24,24
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,20136.0,212,EAST 119 STREET,Manhattan,10035.0,1017830041.0,1054540.0,MN-11,8.0,188.0,MN34,40.799658,-73.93806,40.79934,-73.937916,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,14,9,3,2,0,1,0,5,12,12,0,0,0,0,29,0,29,29
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,20374.0,135,EAST 122 STREET,Manhattan,10035.0,1017710014.0,1054412.0,MN-11,9.0,196.0,MN34,40.802612,-73.939203,40.80274,-73.938975,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,15,4,0,0,1,1,1,1,4,11,4,0,0,0,21,0,21,21
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,24091.0,2010,LEXINGTON AVENUE,Manhattan,10035.0,1017710056.0,1076464.0,MN-11,9.0,196.0,MN34,40.802667,-73.938679,40.80297,-73.938729,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,23,5,0,3,0,0,0,14,15,1,1,0,0,0,31,0,31,31
67891,EAST HARLEM LEXINGTON HDFC.HUDMF.FY19,Multifamily Finance Program,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,804679.0,158,EAST 119 STREET,Manhattan,10035.0,1017670052.0,1085299.0,MN-11,8.0,182.0,MN34,40.800356,-73.939739,40.80024,-73.940061,2019-07-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,31,7,4,1,1,1,0,14,19,0,12,0,0,0,45,0,45,45
68824,CONFIDENTIAL,Homeowner Assistance Program,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,,----,----,Staten Island,,,,SI-03,51.0,,,,,,,2019-07-19T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
68844,CONFIDENTIAL,Homeowner Assistance Program,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,,----,----,Queens,,,,QN-04,25.0,,,,,,,2019-07-19T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
69058,14 HAVENS PLACE APARTMENTS,Multifamily Incentives Program,2019-07-19T00:00:00.000,,309188.0,14,HAVENS PLACE,Brooklyn,11233.0,3015740021.0,,BK-16,37.0,367.0,BK79,40.676777,-73.904307,40.67679,-73.90456,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7
69059,183 COVERT STREET APARTMENTS,Multifamily Incentives Program,2019-07-19T00:00:00.000,,227048.0,181,COVERT STREET,Brooklyn,11207.0,3034170045.0,3079047.0,BK-04,37.0,413.0,BK78,40.689758,-73.908929,40.68988,-73.909149,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8
