,year,leading_cause,sex,race_ethnicity,deaths,death_rate,age_adjusted_death_rate
270,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1307,110.7,183.3
271,2013,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,233,19.7,33.1
272,2012,Alzheimer's Disease (G30),Female,Hispanic,126,10.2,12.2
273,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1251,107.1,182.5
274,2012,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1126,96.4,151
275,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,205,17.5,31.5
276,2012,Diabetes Mellitus (E10-E14),Male,Hispanic,194,16.6,26.1
277,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,191,16.3,19.7
278,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,173,14.8,15.5
279,2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,143,12.2,15
280,2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,132,11.3,19.2
281,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,129,11,17.2
282,2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,103,8.8,10.1
283,2012,All Other Causes,Male,Hispanic,1199,102.6,150.5
284,2012,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,622,115.1,138.4
285,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,469,86.8,116.9
286,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,76,14.1,20.9
287,2012,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,76,14.1,18
288,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,70,13,17.5
289,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,56,10.4,12
290,2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,55,10.2,15.1
291,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,40,7.4,7.3
292,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,39,7.2,10.8
293,2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,20,3.7,4.1
294,2012,All Other Causes,Male,Asian and Pacific Islander,333,61.6,79.7
295,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4156,310.3,252.4
296,2012,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3184,237.7,200.7
297,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,540,40.3,32.3
298,2012,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,352,26.3,21.8
299,2012,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,292,21.8,18.1
300,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,286,21.4,18.8
301,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,285,21.3,17.6
302,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,272,20.3,18.7
303,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,199,14.9,13.6
304,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,153,11.4,9.3
305,2012,All Other Causes,Male,White Non-Hispanic,2316,172.9,145.7
306,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,1940,226.8,280.7
307,2012,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1563,182.7,215.3
308,2012,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,308,36,42.9
309,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,242,28.3,37.4
310,2012,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,235,27.5,27.6
311,2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,223,26.1,25.8
312,2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,184,21.5,27.3
313,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,170,19.9,23.3
314,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,152,17.8,18.6
315,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,143,16.7,21.3
316,2012,All Other Causes,Male,Black Non-Hispanic,1320,154.3,175
317,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,39,.,.
318,2012,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,34,.,.
319,2012,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,8,.,.
320,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,7,.,.
321,2012,Septicemia (A40-A41),Male,Other Race/ Ethnicity,6,.,.
322,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5,.,.
323,2012,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,.,.,.
324,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,.,.,.
325,2012,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,.,.,.
326,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,.,.,.
327,2012,All Other Causes,Male,Other Race/ Ethnicity,24,.,.
328,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,99,.,.
329,2012,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,53,.,.
330,2012,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,17,.,.
331,2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,11,.,.
332,2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,11,.,.
333,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,11,.,.
334,2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,10,.,.
335,2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,9,.,.
336,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,8,.,.
337,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,7,.,.
338,2012,All Other Causes,Male,Not Stated/Unknown,78,.,.
339,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1263,102,118.4
340,2012,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1125,90.8,100.5
341,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,209,16.9,19.6
342,2012,Diabetes Mellitus (E10-E14),Female,Hispanic,200,16.1,18.4
343,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,169,13.6,15.7
344,2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,158,12.8,14.6
345,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,101,8.2,9.5
346,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,60,4.8,5.2
347,2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Hispanic,54,4.4,4.6
348,2012,All Other Causes,Female,Hispanic,1109,89.5,98.8
349,2012,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,461,78.9,83.8
350,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,402,68.8,81.2
351,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,102,17.5,20.7
352,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,74,12.7,15.1
353,2012,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,57,9.8,11.4
354,2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39,6.7,8
355,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,39,6.7,7.8
356,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,34,5.8,6.4
357,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,33,5.6,5.8
358,2012,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Asian and Pacific Islander,22,3.8,4.3
359,2012,All Other Causes,Female,Asian and Pacific Islander,327,56,65
360,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,4719,332.7,167.7
361,2012,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3256,229.6,157.3
362,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,576,40.6,20.2
363,2012,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,507,35.7,21.4
364,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,416,29.3,15.4
365,2012,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,240,16.9,10.3
366,2012,Alzheimer's Disease (G30),Female,White Non-Hispanic,222,15.7,7.2
367,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,199,14,7.2
368,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,177,12.5,8.5
369,2012,Septicemia (A40-A41),Female,White Non-Hispanic,113,8,4.2
370,2012,All Other Causes,Female,White Non-Hispanic,2444,172.3,105.1
371,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2269,217.1,183.9
372,2012,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1912,182.9,159.1
373,2012,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,409,39.1,33.8
374,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,295,28.2,24.1
375,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,271,25.9,22.1
376,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,214,20.5,17.4
377,2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,204,19.5,16.9
378,2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,136,13,11.6
379,2012,Alzheimer's Disease (G30),Female,Black Non-Hispanic,115,11,8.9
380,2012,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,76,7.3,6.3
381,2012,All Other Causes,Female,Black Non-Hispanic,1483,141.9,127.3
382,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,48,.,.
383,2012,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,29,.,.
384,2012,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,9,.,.
385,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,8,.,.
386,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,6,.,.
387,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,.,.,.
388,2012,Septicemia (A40-A41),Female,Other Race/ Ethnicity,.,.,.
389,2012,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,.,.,.
390,2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,.,.,.
391,2012,Aortic Aneurysm and Dissection (I71),Female,Other Race/ Ethnicity,.,.,.
392,2012,"Assault (Homicide: Y87.1, X85-Y09)",Female,Other Race/ Ethnicity,.,.,.
393,2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,.,.,.
394,2012,All Other Causes,Female,Other Race/ Ethnicity,22,.,.
395,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,76,.,.
396,2012,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,36,.,.
397,2012,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,15,.,.
398,2012,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,11,.,.
399,2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,9,.,.
400,2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,8,.,.
401,2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Not Stated/Unknown,8,.,.
402,2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,6,.,.
403,2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,5,.,.
404,2012,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Not Stated/Unknown,.,.,.
405,2012,All Other Causes,Female,Not Stated/Unknown,53,.,.
406,2011,Diabetes Mellitus (E10-E14),Male,Hispanic,200,17.3,29.2
407,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,180,15.6,18.9
408,2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,167,14.5,18.8
409,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,162,14.1,16.2
410,2011,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,147,12.8,20.9
411,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,145,12.6,13
412,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,123,10.7,19.2
413,2011,All Other Causes,Male,Hispanic,1207,104.7,151.1
414,2011,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,550,104.1,130.4
415,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,452,85.5,117.8
416,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,94,17.8,28.7
417,2011,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,79,15,18.5
418,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,73,13.8,22
419,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,61,11.5,14.8
420,2011,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,60,11.4,14.3
421,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,49,9.3,9.4
422,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,37,7,10.5
423,2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Asian and Pacific Islander,19,3.6,4.2
424,2011,All Other Causes,Male,Asian and Pacific Islander,340,64.3,85.1
425,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4220,316.4,260.2
426,2011,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3222,241.6,206.1
427,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,646,48.4,39.3
428,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,444,33.3,27.8
429,2011,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,290,21.7,18.2
430,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,272,20.4,18.1
431,2011,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,258,19.3,16.3
432,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,254,19,17.3
433,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,177,13.3,12
434,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,142,10.6,8.8
435,2011,All Other Causes,Male,White Non-Hispanic,2165,162.3,139.5
436,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,1840,215.7,268.3
437,2011,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1590,186.4,224.4
438,2011,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,307,36,43.9
439,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,277,32.5,31.8
440,2011,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,266,31.2,31.5
441,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,243,28.5,38
442,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,200,23.4,29.1
443,2011,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,200,23.4,28.1
444,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,154,18.1,21.7
445,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Black Non-Hispanic,135,15.8,14.8
446,2011,All Other Causes,Male,Black Non-Hispanic,1337,156.7,181.7
447,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,42,.,.
448,2011,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,36,.,.
449,2011,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,14,.,.
450,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,10,.,.
451,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,7,.,.
452,2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,5,.,.
453,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,5,.,.
454,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,.,.,.
455,2011,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,.,.,.
456,2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,.,.,.
457,2011,All Other Causes,Male,Other Race/ Ethnicity,27,.,.
458,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,62,.,.
459,2011,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,27,.,.
460,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,10,.,.
461,2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,10,.,.
462,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,8,.,.
463,2011,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,7,.,.
464,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,5,.,.
465,2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,.,.,.
466,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,.,.,.
467,2011,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,.,.,.
468,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,.,.,.
469,2011,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Male,Not Stated/Unknown,.,.,.
470,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,.,.,.
471,2011,All Other Causes,Male,Not Stated/Unknown,38,.,.
472,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1348,110,131.8
473,2011,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1085,88.6,99.6
474,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,218,17.8,21.5
475,2011,Diabetes Mellitus (E10-E14),Female,Hispanic,196,16,18.5
476,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,179,14.6,17.3
477,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156,12.7,15
478,2011,Alzheimer's Disease (G30),Female,Hispanic,90,7.3,9.1
479,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,83,6.8,8.1
480,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,70,5.7,5.7
481,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,56,4.6,4.5
482,2011,All Other Causes,Female,Hispanic,1025,83.7,94.8
483,2011,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,451,79.1,86.1
484,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,402,70.5,86.1
485,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,98,17.2,20.6
486,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,83,14.5,17.8
487,2011,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,51,8.9,10.7
488,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,46,8.1,10.2
489,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,43,7.5,8.5
490,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,30,5.3,6.6
491,2011,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,24,4.2,5.4
492,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,21,3.7,3.7
493,2011,All Other Causes,Female,Asian and Pacific Islander,278,48.7,57.4
494,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,5016,354.1,179.8
495,2011,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3371,238,161.1
496,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,696,49.1,25.4
497,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,510,36,21
498,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,466,32.9,17.6
499,2011,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,253,17.9,11.1
500,2011,Alzheimer's Disease (G30),Female,White Non-Hispanic,231,16.3,7.2
501,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,199,14,6.8
502,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,184,13,8.2
503,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,88,6.2,6.1
504,2011,All Other Causes,Female,White Non-Hispanic,2445,172.6,105.4
505,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2243,214.3,186.7
506,2011,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1918,183.2,163.3
507,2011,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,410,39.2,34.7
508,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,281,26.8,23.6
509,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,273,26.1,22.8
510,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,225,21.5,18.7
511,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,221,21.1,18.6
512,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,144,13.8,12.4
513,2011,Alzheimer's Disease (G30),Female,Black Non-Hispanic,90,8.6,7.4
514,2011,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,83,7.9,6.9
515,2011,All Other Causes,Female,Black Non-Hispanic,1473,140.7,128.8
516,2011,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,33,.,.
517,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,31,.,.
518,2011,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,8,.,.
519,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,6,.,.
520,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,5,.,.
521,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Other Race/ Ethnicity,.,.,.
522,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,.,.,.
523,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,.,.,.
524,2011,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,.,.,.
525,2011,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,.,.,.
526,2011,All Other Causes,Female,Other Race/ Ethnicity,38,.,.
527,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,43,.,.
528,2011,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,14,.,.
529,2011,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,11,.,.
530,2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,8,.,.
531,2011,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,6,.,.
532,2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,5,.,.
533,2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,.,.,.
534,2011,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Not Stated/Unknown,.,.,.
535,2011,Alzheimer's Disease (G30),Female,Not Stated/Unknown,.,.,.
536,2011,Parkinson's Disease (G20),Female,Not Stated/Unknown,.,.,.
537,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Not Stated/Unknown,.,.,.
