,domain,indicator,dimension_category,dimension,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,defintion,source,notes
229,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Borough,Brooklyn,*,*,*,*,*,*,*,*,*,32.0%,27.4% *,*,54.8% *,42.9% *,*,47.4%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
230,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 03 - Morrisania/Crotona,17.8,26.2,34.2,26.4,17.7,18.0,26.9,40.4,28.0,29.0,45.6,33.4,29.8,46.2,36.5,41.6,29.2,24.7,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
231,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Borough,Manhattan,*,*,*,*,*,*,*,*,*,38.1% *,32.9% *,*,46.5% *,42.7% *,*,44.8% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
232,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Borough,Queens,*,*,*,*,*,*,*,*,*,31.0% *,41.0% *,*,31.2% *,36.0%,*,41.9% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
233,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Borough,Staten Island,*,*,*,*,*,*,*,*,*,50.4% *,81.3% *,*,47.2% *,57.1% *,*,56.6% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
234,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Race/Ethnicity,White non-Hispanic,*,*,*,*,*,*,*,*,*,41.0% *,44.3% *,*,64.2% *,41.3% *,*,43.8% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
235,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Race/Ethnicity,Black non-Hispanic,*,*,*,*,*,*,*,*,*,21.1%,23.0% *,*,45.9% *,33.2% *,*,35.2% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
236,Housing,NYCHA New Admissions (count),Borough of Current Residence,Bronx,*,*,*,*,*,*,*,*,*,*,*,1593,1530,1365,1664,1177,1239,*,Total number of families admitted to NYCHA Public Housing,NYCHA's Tenant Data System for Public Housing,New admission for the years 2014 and 2015 do not include admissions to NYCHA's private management developments.
237,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Race/Ethnicity,Hispanic,*,*,*,*,*,*,*,*,*,38.3%,36.6% *,*,41.7%,49.4%,*,51.0%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
238,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Race/Ethnicity,Asian/Pacific Islander,*,*,*,*,*,*,*,*,*,33.6% *,#,*,17.2% *,25.9% *,*,41.8% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
239,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Gender,Female,*,*,*,*,*,*,*,*,*,39.8%,38.2%,*,49.3%,46.2%,*,54.2%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
240,,New Admissions to NYCHA's Section 8 (count),Borough of Current Residence,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,0,*,Total number of families admitted to NYCHA Section 10,NYCHA's Siebel Data,
241,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Gender,Male,*,*,*,*,*,*,*,*,*,24.0%,31.0% *,*,39.1% *,38.4%,*,34.4%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
242,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Age,18-24 Years,*,*,*,*,*,*,*,*,*,#,#,*,#,58.4% *,*,35.0% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
243,Housing,NYCHA New Admissions (count),Borough of Current Residence,Brooklyn,*,*,*,*,*,*,*,*,*,*,*,2078,1899,1694,1910,1683,1477,*,Total number of families admitted to NYCHA Public Housing,NYCHA's Tenant Data System for Public Housing,New admission for the years 2014 and 2015 do not include admissions to NYCHA's private management developments.
244,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Age,25-44 Years,*,*,*,*,*,*,*,*,*,27.3%,38.5% *,*,46.9% *,40.6% *,*,36.5% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
245,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Age,45-64 Years,*,*,*,*,*,*,*,*,*,46.1%,47.0% *,*,50.7% *,44.1%,*,60.1%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
246,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Age,65 and over,*,*,*,*,*,*,*,*,*,37.1% *,31.5% *,*,46.0% *,39.8% *,*,51.2% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
247,Housing,NYCHA New Admissions (count),Borough of Current Residence,Outside New York City,*,*,*,*,*,*,*,*,*,*,*,0,0,0,0,0,0,*,Total number of families admitted to NYCHA Public Housing,NYCHA's Tenant Data System for Public Housing,New admission for the years 2014 and 2015 do not include admissions to NYCHA's private management developments.
248,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Zip Code Neighborhood Poverty,Low poverty (wealthiest),*,*,*,*,*,*,*,*,*,40.6% *,46.2% *,*,52.5% *,37.8% *,*,39.7% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
249,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Zip Code Neighborhood Poverty,Medium poverty,*,*,*,*,*,*,*,*,*,33.7% *,36.1% *,*,36.4% *,40.8%,*,45.9% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
250,Housing,NYCHA New Admissions (count),Borough of Current Residence,Manhattan,*,*,*,*,*,*,*,*,*,*,*,1363,1140,1066,1469,1070,1065,*,Total number of families admitted to NYCHA Public Housing,NYCHA's Tenant Data System for Public Housing,New admission for the years 2014 and 2015 do not include admissions to NYCHA's private management developments.
251,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Zip Code Neighborhood Poverty,High poverty,*,*,*,*,*,*,*,*,*,32.8%,23.8% *,*,51.9% *,44.9% *,*,49.4% *,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
252,Health & Wellbeing,Percent of Adults with Serious Psychological Distress Who Received Mental Health Treatment,Zip Code Neighborhood Poverty,Very high poverty (poorest),*,*,*,*,*,*,*,*,*,30.4%,39.6% *,*,41.9%,53.5% *,*,42.8%,*,*,"Age-adjusted percent of adults with serious psychological distress who reported receiving mental health counseling or treatment in the last 12 months, 2009-10, 2012-13, 2015. All percents are age adjusted except age-specific prevalences. Data not available in 2011, due to use of a different questions. Not asked in 2014.","NYC Community Health Survey 2009-10, 2012-13, 2015. CHS 2002‐2008 data are weighted to the NYC adult population per Census 2000; starting in 2009, data are weighted to the 2008 HVS for phone usage and the Census 2000.CHS 2012 data are weighted to the adult residential population per the American Community Survey, 2011.CHS 2013 data are weighted to the adult residential population per the American Community Survey, 2012. CHS 2015 data are weighted to the adult residential population per the American Community Survey, 2014.","# Data are suppressed due to imprecise and unreliable estimates * Estimate should be interpreted with caution. Estimate's Relative Standard Error (a measure of estimate precision) is greater than 30% or the sample size is less than 50, or the 95% Confidence Interval half width is greater than ten, making the estimate potentially unreliable."
253,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Citywide,Citywide,9.1,9.1,10.0,9.5,8.4,8.2,11.5,17.1,16.8,23.1,18.9,13.3,14.2,18.6,15.2,14.1,13.5,11.5,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,
254,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Borough,Bronx,10.4,13.3,14.4,13.1,11.6,10.1,14.7,19.7,19.0,22.9,22.8,18.5,20.6,27.7,22.1,22.0,20.0,15.3,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,
255,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Borough,Brooklyn,11.0,10.3,12.7,12.0,10.4,10.6,14.3,21.2,19.3,26.5,23.3,17.8,15.4,20.5,17.6,14.7,14.9,14.0,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,
256,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Borough,Queens,9.0,9.0,9.3,8.8,8.1,8.1,12.3,20.0,20.3,26.9,20.1,13.3,16.4,20.4,16.1,16.1,14.4,11.8,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,
257,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Borough,Staten Island,6.9,6.8,6.2,6.9,6.9,6.8,8.4,10.8,13.1,18.1,14.7,8.9,11.1,16.4,13.7,12.9,13.2,11.5,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,
258,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 01 - Mott Haven/Melrose,17.9,15.7,14.4,13.2,13.4,9.7,12.9,18.7,16.7,24.3,28.8,15.2,23.3,25.1,20.6,19.2,13.0,12.1,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
259,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 02 - Hunts Point/Longwood,20.9,29.6,24.3,16.5,17.3,25.5,20.6,29.4,27.1,40.3,29.4,23.1,40.2,49.7,34.7,29.3,30.7,22.5,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
260,Housing,NYCHA New Admissions (count),Borough of Current Residence,Queens,*,*,*,*,*,*,*,*,*,*,*,627,565,507,608,542,425,*,Total number of families admitted to NYCHA Public Housing,NYCHA's Tenant Data System for Public Housing,New admission for the years 2014 and 2015 do not include admissions to NYCHA's private management developments.
261,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 04 - Highbridge/Concourse,21.8,35.9,22.1,18.2,21.1,20.2,36.7,38.7,46.9,47.7,42.7,39.6,39.6,54.5,53.2,44.7,46.8,28.4,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
262,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 05 - Fordham/University Heights,20.6,30.9,30.1,26.6,19.6,20.7,31.8,32.0,37.9,41.2,39.7,27.4,42.0,39.0,43.9,40.9,26.8,26.8,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
263,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 06 - Belmont/East Tremont,22.5,24.0,29.3,27.5,23.5,16.1,36.8,46.2,37.4,38.2,39.9,32.2,35.8,53.5,34.2,41.5,26.8,26.3,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
264,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 07 - Kingsbridge Heights/Bedford,20.6,29.2,28.5,23.5,23.4,16.0,31.2,33.5,32.5,31.7,30.7,33.6,33.1,40.6,34.4,21.6,26.8,15.8,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
265,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 08 - Riverdale/Fieldston,2.2,4.9,4.6,6.2,5.3,4.5,6.9,6.7,9.2,15.6,8.1,8.4,10.2,12.5,10.8,9.2,7.5,6.1,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
266,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 09 - Parkchester/Soundview,9.4,10.8,10.7,9.9,8.3,6.5,9.4,13.3,10.8,14.7,15.8,12.0,13.9,18.6,14.2,15.4,14.0,10.4,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
267,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 10 - Throgs Neck/Co-op City,4.7,5.2,6.4,6.3,6.0,5.4,8.4,10.4,12.7,16.3,17.4,14.3,13.6,21.5,15.0,17.0,14.6,9.7,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
268,Housing,"Notices of Foreclosure Rate per 1,000 (1-4 family & condo properties)",Community District,BX 11 - Morris Park/Bronxdale,6.8,9.7,11.3,12.3,8.8,9.1,12.3,15.3,16.1,19.2,18.3,15.5,17.1,19.5,15.5,17.7,15.4,11.8,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,NYU Furman Center Core Data http://coredata.nyc/,"CD Data is for FY, not CY"
