project_id,project_name,project_start_date,extended_affordability_status,prevailing_wage_status,planned_tax_benefit,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,project_completion_date
67464,36-38 WEST GUN HILL ROAD.HPO.FY19,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,Article XI,2,11,31,0,0,1,45,0,45,45,0,2019-06-12T00:00:00.000
67606,LANGSAM 15 - 396-400 EAST 199TH STREET.HPO.FY19,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,11,49,0,0,1,61,0,61,61,0,2019-06-12T00:00:00.000
67607,LANGSAM 16 -19-25 EAST 213TH STREET.HPO.FY19,2019-06-12T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,10,55,0,0,1,66,0,66,66,0,2019-06-12T00:00:00.000
68630,1183 GATES AVENUE,2019-06-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68652,CONFIDENTIAL,2019-06-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-06-12T00:00:00.000
68674,CONFIDENTIAL,2019-06-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,
68628,564 19TH STREET,2019-06-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68629,804 JEFFERSON AVENUE,2019-06-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,28,0,
68667,CONFIDENTIAL,2019-06-11T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,
68686,CONFIDENTIAL,2019-06-11T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,
68708,CONFIDENTIAL,2019-06-11T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,
68625,3206 GLENWOOD ROAD,2019-06-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
68626,3208 GLENWOOD ROAD,2019-06-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
68669,CONFIDENTIAL,2019-06-10T00:00:00.000,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,0,
68624,461 WINTHROP STREET,2019-06-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,
68681,CONFIDENTIAL,2019-06-07T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,
68712,CONFIDENTIAL,2019-06-07T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,
67829,1 BELL SLIP,2019-06-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,42,0,65,0,107,0,107,414,0,
68622,6 HAVENS PLACE APARTMENTS,2019-06-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,7,0,
68623,671 LIBERTY AVENUE,2019-06-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68620,2442 OCEAN AVENUE APARTMENTS,2019-06-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,32,0,32,0,32,105,0,
68621,67 STANHOPE STREET APARTMENTS,2019-06-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
68683,CONFIDENTIAL,2019-06-05T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,
68710,CONFIDENTIAL,2019-06-05T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,
68618,1294 PARK PLACE APARTMENTS,2019-06-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68619,1517 NEW YORK AVENUE APARTMENTS,2019-06-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68253,CONFIDENTIAL,2019-06-03T00:00:00.000,No,Non Prevailing Wage,,0,0,4,0,0,0,0,4,4,4,4,
68616,1519 NEW YORK AVENUE,2019-06-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68617,3839 BRONXWOOD AVENUE,2019-06-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,2,0,0,2,0,2,6,0,
68716,CONFIDENTIAL,2019-06-03T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,
67791,308 LIVINGSTON STREET,2019-05-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,9,0,0,0,9,0,9,160,0,
68615,244-246 HOWARD AVENUE APARTMENTS,2019-05-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0,
68672,CONFIDENTIAL,2019-05-31T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,
68675,CONFIDENTIAL,2019-05-31T00:00:00.000,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0,
68536,CONFIDENTIAL,2019-05-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-30T00:00:00.000
66766,30 KENT STREET,2019-05-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,6,0,6,80,0,
68073,3815 PUTNAM AVENUE WEST.HPO.FY19,2019-05-29T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,88,1,0,1,90,0,90,90,0,
68534,CONFIDENTIAL,2019-05-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-29T00:00:00.000
68677,CONFIDENTIAL,2019-05-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,
68666,CONFIDENTIAL,2019-05-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,
68614,801 DRIGGS AVENUE APARTMENTS,2019-05-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68537,CONFIDENTIAL,2019-05-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-23T00:00:00.000
65280,9 SHERMAN ASSOCIATES LLC.PLP.FY19,2019-05-22T00:00:00.000,No,Non Prevailing Wage,Article XI,5,42,37,7,0,1,92,0,92,92,0,
68255,CONFIDENTIAL,2019-05-22T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,3,
68538,CONFIDENTIAL,2019-05-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-22T00:00:00.000
68612,32-27 35TH STREET APARTMENTS,2019-05-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0,
68613,716 BEACH AVENUE APARTMENTS,2019-05-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68610,1538 NEW YORK AVENUE APARTMENTS,2019-05-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,11,0,11,0,11,36,0,
68611,96 HIMROD STREET,2019-05-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
68585,WEST 135TH STREET APARTMENTS,2019-05-19T00:00:00.000,No,Non Prevailing Wage,420c,1,35,162,0,0,0,198,0,198,198,0,
68256,CONFIDENTIAL,2019-05-17T00:00:00.000,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,1,2019-08-29T00:00:00.000
68528,CONFIDENTIAL,2019-05-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-17T00:00:00.000
68608,100 HIMROD STREET,2019-05-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68609,98 HIMROD STREET,2019-05-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
65215,RIVER TERRACE.HRP.FY19,2019-05-16T00:00:00.000,No,Non Prevailing Wage,,16,310,104,0,0,1,0,431,431,431,0,
68606,319 BROADWAY APARTMENTS,2019-05-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68607,88 WALTON STREET,2019-05-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,6,0,6,27,0,
68531,CONFIDENTIAL,2019-05-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-15T00:00:00.000
68535,CONFIDENTIAL,2019-05-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-15T00:00:00.000
68605,1052 GREENE AVENUE APARTMENTS,2019-05-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,
68604,25-40 31ST STREET APARTMENTS,2019-05-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
68602,2250 CLARENDON ROAD,2019-05-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0,
68603,KNICKERBOCKER LOFTS,2019-05-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,38,0,
67446,LANGSAM 1 - 135 W 183RD STREET.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,5,45,0,0,1,52,0,52,52,0,2019-05-07T00:00:00.000
67448,LANGSAM 3 - 1565-1573 WHITE PLAINS.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,2,12,34,0,0,1,49,0,49,49,0,2019-05-07T00:00:00.000
67449,LANGSAM 4 - 1975 DAVIDSON AVENUE.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,10,22,0,0,1,34,0,34,34,0,2019-05-07T00:00:00.000
67450,LANGSAM 5 - 2015 UNIVERSITY AVENUE.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,14,48,0,0,0,63,0,63,63,0,2019-05-07T00:00:00.000
67451,LANGSAM 6 - 2733 MORRIS AVENUE.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,11,26,0,0,0,37,0,37,37,0,2019-05-07T00:00:00.000
67571,LANGSAM 8 - 1411 TOWNSEND.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,11,47,0,0,0,59,0,59,59,0,2019-05-07T00:00:00.000
67573,LANGSAM 7 - 1249 TINTON AVENUE.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,5,8,0,0,0,13,0,13,13,0,2019-05-07T00:00:00.000
67605,LANGSAM 14 -464 EAST 159TH STREET.HPO.FY19,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,15,15,0,0,1,31,0,31,31,0,2019-05-07T00:00:00.000
65277,HP PARK LANE PRESERVATION HDFC.HPO.FY19,2019-05-06T00:00:00.000,Yes,Non Prevailing Wage,Article XI,135,196,4,0,0,1,336,0,336,353,0,2019-05-06T00:00:00.000
65212,645 GATES AVENUE,2019-05-03T00:00:00.000,No,Non Prevailing Wage,Article XI,0,18,27,44,0,1,90,0,90,90,0,
68527,CONFIDENTIAL,2019-05-02T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-05-02T00:00:00.000
68523,CONFIDENTIAL,2019-05-01T00:00:00.000,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0,2019-05-01T00:00:00.000
68600,141 UTICA AVENUE APARTMENTS,2019-05-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
68601,STANHOPE ESTATES APARTMENTS,2019-05-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
67437,CASA RENACER HDFC.YR15.FY19,2019-04-30T00:00:00.000,Yes,Non Prevailing Wage,420c,47,7,5,1,0,0,60,0,60,60,0,2019-04-30T00:00:00.000
68456,CONFIDENTIAL,2019-04-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-04-30T00:00:00.000
68598,755 PARK AVENUE APARTMENTS,2019-04-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68599,840 MORRIS PARK AVENUE APARTMENTS,2019-04-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,11,0,
67134,111 W 71ST STREET,2019-04-29T00:00:00.000,No,Non Prevailing Wage,,0,0,111,0,0,0,111,0,111,113,0,
68596,1503 JEFFERSON AVENUE APARTMENTS,2019-04-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
68597,406 CORNELIA STREET APARTMENTS,2019-04-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
66858,50 PENN,2019-04-26T00:00:00.000,No,Non Prevailing Wage,420c,22,66,87,42,0,1,218,0,218,218,0,
68460,CONFIDENTIAL,2019-04-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-04-26T00:00:00.000
68595,57-27 GRANGER STREET APARTMENTS,2019-04-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
65298,1675 WESTCHESTER,2019-04-25T00:00:00.000,No,Non Prevailing Wage,Article XI,50,49,112,37,0,1,249,0,249,249,0,
66264,7-9 E 30TH STREET,2019-04-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,49,0,
68594,"HELUX, THE",2019-04-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,18,0,18,0,18,375,0,
68459,CONFIDENTIAL,2019-04-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-04-22T00:00:00.000
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,No,Non Prevailing Wage,420c,84,48,106,0,0,2,240,0,240,240,79,
67103,214 WEST 72ND STREET,2019-04-18T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,1,0,1,18,0,
68593,1654 PARKER STREET APARTMENTS,2019-04-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
68592,651 BUSHWICK AVENUE APARTMENTS,2019-04-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,
68591,774 BUSHWICK AVENUE APARTMENTS,2019-04-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,14,0,
68455,CONFIDENTIAL,2019-04-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-04-15T00:00:00.000
68590,196 FREEMAN STREET APARTMENTS,2019-04-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68588,235 55TH STREET CONDOMINIUM,2019-04-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,0,2,2,8,0,
68589,2744 MATTHEWS AVENUE APARTMENTS,2019-04-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
66669,645 BARRETTO STREET HDFC.GHPP.FY19,2019-04-11T00:00:00.000,No,Non Prevailing Wage,Article XI,6,41,0,0,0,1,7,41,48,48,0,
68586,1127 FLATBUSH AVENUE APARTMENTS,2019-04-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,28,0,
68457,CONFIDENTIAL,2019-04-05T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-04-05T00:00:00.000
66573,HP 451 EAST 116TH STREET HDFC. HPO.FY19,2019-04-04T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,4,25,22,0,1,53,0,53,53,0,2019-04-04T00:00:00.000
68584,2406 HOFFMAN STREET APARTMENTS,2019-04-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
68380,306 STOCKHOLM STREET APARTMENTS,2019-04-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-05-13T00:00:00.000
66770,146 BAYARD STREET,2019-03-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,8,0,0,0,8,0,8,46,0,
68379,335 FENIMORE STREET APARTMENTS,2019-03-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0,
61271,DOE. 555 NEREID AVE. MULLER,2019-03-28T00:00:00.000,No,Non Prevailing Wage,420c,54,0,35,0,0,1,90,0,90,90,0,
67051,56 AINSLIE STREET,2019-03-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,5,0,0,0,5,0,5,27,0,
68384,CONFIDENTIAL,2019-03-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-03-28T00:00:00.000
68385,CONFIDENTIAL,2019-03-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-03-28T00:00:00.000
60784,105TH STREET & AMSTERDAM AVENUE PROJECT,2019-03-27T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,0,28,0,0,0,28,28,28,0,
67730,HP HENRY HUDSON HDFC.HPO.FY19 (3420 HENRY HUDSON PKWY),2019-03-27T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,8,23,41,0,1,73,0,73,108,12,2019-03-27T00:00:00.000
68377,225 WINTHROP STREET APARTMENTS,2019-03-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68378,227 WINTHROP STREET APARTMENTS,2019-03-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68383,CONFIDENTIAL,2019-03-27T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2019-03-27T00:00:00.000
61290,ICL. 50 NEVINS STREET,2019-03-26T00:00:00.000,No,Non Prevailing Wage,420c,78,0,50,0,0,1,129,0,129,129,0,
66105,BRONX PRO.1080 WASHINGTON AVE,2019-03-26T00:00:00.000,No,Prevailing Wage,420c,153,0,0,0,0,1,154,0,154,154,153,
68159,1325 JEROME AVENUE,2019-03-26T00:00:00.000,No,Non Prevailing Wage,420c,153,21,80,0,0,1,255,0,255,255,0,
68376,1672 DEAN STREET APARTMENTS,2019-03-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68374,543 ALBANY AVENUE APARTMENTS,2019-03-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,
68375,912 BERGEN STREET APARTMENTS,2019-03-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,12,0,2019-04-11T00:00:00.000
68372,80 AINSLIE STREET APARTMENTS,2019-03-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
68373,961 MADISON STREET APARTMENTS,2019-03-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0,2019-05-03T00:00:00.000
68371,532 EAST 142ND STREET APARTMENTS,2019-03-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,15,0,
68370,396 SOUTH 5TH STREET APARTMENTS,2019-03-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68369,AINSLIE TOWER,2019-03-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,6,0,6,29,0,
68367,238 PULASKI STREET APARTMENTS,2019-03-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0,
68368,346 RUTLAND ROAD APARTMENTS,2019-03-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0,
68365,1595 BROADWAY APARTMENTS,2019-03-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,32,0,
68366,333 CYPRESS AVENUE APARTMENTS,2019-03-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,41,0,2019-04-24T00:00:00.000
68362,104 CENTRAL AVENUE APARTMENTS,2019-03-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-03-20T00:00:00.000
68363,2527 CHURCH AVENUE APARTMENTS,2019-03-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,21,0,
68360,1643 NEW YORK AVENUE APARTMENTS,2019-03-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68361,1645 NEW YORK AVENUE APARTMENTS,2019-03-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68359,146 LINDEN BOULEVARD APARTMENTS,2019-03-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0,
68551,614-20 EAST 9 STREET HDFC,2019-02-28T00:00:00.000,Yes,Non Prevailing Wage,,0,0,0,32,0,0,0,32,32,32,0,2019-02-28T00:00:00.000
68279,CONFIDENTIAL,2019-02-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-02-22T00:00:00.000
68357,1543 EAST NEW YORK AVENUE,2019-02-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68358,1547 EAST NEW YORK AVENUE,2019-02-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
65391,COOPER SQUARE SENIOR HDFC.HUDMF.FY19,2019-02-14T00:00:00.000,No,Non Prevailing Wage,Article XI,145,4,1,0,0,1,151,0,151,151,120,
68356,712 EAST 175 STREET APARTMENTS,2019-02-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0,2019-02-28T00:00:00.000
68274,CONFIDENTIAL,2019-02-11T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-02-11T00:00:00.000
68205,CONFIDENTIAL,2019-02-06T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,1,2019-03-22T00:00:00.000
68278,CONFIDENTIAL,2019-02-06T00:00:00.000,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0,2019-02-06T00:00:00.000
68355,ENSEMBLE,2019-02-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,28,0,28,0,28,93,0,
68353,195 SULLIVAN PLACE,2019-02-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,19,0,2019-02-12T00:00:00.000
68354,915 EAGLE AVENUE APARTMENTS,2019-02-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
65291,BEDFORD UNION ARMORY,2019-01-31T00:00:00.000,No,Non Prevailing Wage,420c,50,50,150,0,0,1,251,0,251,415,0,
68202,CONFIDENTIAL,2019-01-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-29T00:00:00.000
68350,182 JEFFERSON STREET APARTMENTS,2019-01-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68352,81 JEFFERSON STREET APARTMENTS,2019-01-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68349,34 BELVEDERE STREET APARTMENTS,2019-01-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-03-29T00:00:00.000
68199,CONFIDENTIAL,2019-01-24T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
68200,CONFIDENTIAL,2019-01-24T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
68345,70 SUTTON STREET APARTMENTS,2019-01-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,2019-04-30T00:00:00.000
68346,72 SUTTON STREET APARTMENTS,2019-01-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,
61877,464-68 W 51 ST HDFC.GHPP.FY19,2019-01-23T00:00:00.000,No,Non Prevailing Wage,Article XI,10,0,1,0,0,0,0,11,11,11,0,
68197,CONFIDENTIAL,2019-01-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-23T00:00:00.000
68343,1328 FULTON STREET APARTMENTS,2019-01-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,57,0,
68344,VERNON AVENUE APARTMENTS,2019-01-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0,2019-01-23T00:00:00.000
68341,30-68 38TH STREET APARTMENTS,2019-01-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,7,0,0,7,0,7,23,0,2019-04-10T00:00:00.000
68342,875 DEKALB AVENUE APARTMENTS,2019-01-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,11,0,11,0,11,35,0,2019-03-06T00:00:00.000
68195,CONFIDENTIAL,2019-01-18T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-18T00:00:00.000
68339,1424 HANCOCK STREET APARTMENTS,2019-01-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0,
68340,2121 7TH AVENUE APARTMENTS,2019-01-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0,
49147,21 ARDEN STREET,2019-01-17T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,0,15,0,0,0,15,15,15,0,
68182,CONFIDENTIAL,2019-01-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-16T00:00:00.000
68193,CONFIDENTIAL,2019-01-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-16T00:00:00.000
68338,253 EVERGREEN AVENUE APARTMENTS,2019-01-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-06-13T00:00:00.000
68336,143 WOODBINE STREET APARTMENTS,2019-01-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-01-31T00:00:00.000
68337,J&J TOWER/46-02 70 STREET,2019-01-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,23,0,23,0,23,74,0,
68183,CONFIDENTIAL,2019-01-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-09T00:00:00.000
44218,MEC E. 125TH ST. PARCEL B WEST,2018-12-31T00:00:00.000,No,Non Prevailing Wage,Article XI,0,101,101,0,93,2,297,0,297,404,0,
