,row_id,product_type,product_name,metal,concentration,units,manufacturer,made_in_country,collection_date,deleted
171,915,Food-Candy,Tamarindo Candy stick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-17T00:00:00.000,No
172,749,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
173,1403,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,23.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
174,423,Food Other,Oat,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-04-10T00:00:00.000,No
175,1472,Dietary Supplement/Medications/Remedy,Herbal capsules,Lead,0.85,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26T00:00:00.000,No
176,200,Cosmetics,Kohl,Lead,300000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-06-01T00:00:00.000,No
177,1438,Toys/Children's Products,Blocks,Lead,-1.0,ppm,Melissa and Doug,UNITED STATES,2015-03-03T00:00:00.000,No
178,1463,Dietary Supplement/Medications/Remedy,Herbal pills,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26T00:00:00.000,No
179,350,Food-Spice,Chili powder,Lead,0.78,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-15T00:00:00.000,No
180,1251,Dietary Supplement/Medications/Remedy,Nutritional supplement,Lead,0.83,ppm,UNKNOWN OR NOT STATED,INDIA,2015-01-15T00:00:00.000,No
181,416,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-04-05T00:00:00.000,No
182,153,Food-Spice,Kondari (Thyme),Lead,6.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-04T00:00:00.000,No
183,1291,Food-Spice,Chilli powder,Lead,-1.0,ppm,"Raja foods, LLC",INDIA,2015-02-25T00:00:00.000,No
184,313,Food Other,Shrimps,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20T00:00:00.000,No
185,1012,Food Other,Dried Okra,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GHANA,2013-12-23T00:00:00.000,No
186,1029,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang (Gentian Draining Formula),Lead,-1.0,ppm,Meridian Herbal Products,CHINA,2014-01-15T00:00:00.000,No
187,1311,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Arsenic,3.3,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
188,1540,Toys/Children's Products,Blue toy (Smurf),Lead,47.0,ppm,UNKNOWN OR NOT STATED,VIET NAM,2015-10-02T00:00:00.000,No
189,124,Food-Spice,Turmeric powder,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-19T00:00:00.000,No
190,1167,Cosmetics,Deluxe Nadinola Bleaching Cream,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2014-08-06T00:00:00.000,No
191,1334,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Ayurvedic),Mercury,4.9,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
192,1027,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang (Gentian Draining Formula),Arsenic,-1.0,ppm,Meridian Herbal Products,CHINA,2014-01-15T00:00:00.000,No
193,1566,Food-Spice,Chili Powder,Lead,7.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03T00:00:00.000,No
194,158,Cosmetics,Face powder,Lead,2.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
195,180,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Mercury,5.0,ppm,Amit Pharmacy,INDIA,2011-05-17T00:00:00.000,No
196,1353,Dietary Supplement/Medications/Remedy,Brahmi Bati (Buddhi Vardhak) (Ayurvedic),Mercury,27000.0,ppm,Shree Baidyanath,INDIA,2015-02-25T00:00:00.000,No
197,785,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Arsenic,2.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-03T00:00:00.000,No
198,358,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Arsenic,12.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23T00:00:00.000,No
199,443,Food Other,Dulces Vero Mango,Lead,1.0,ppm,"Cofiterra Mexicana, S.A. DE C.V.",MEXICO,2012-04-30T00:00:00.000,No
200,698,Toys/Children's Products,Yellow donut shape wheel,Lead,290.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-22T00:00:00.000,No
201,1178,Food-Spice,Georgian spice (Saunuri Marili),Lead,1300.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-08-14T00:00:00.000,No
202,105,Food-Spice,Chili powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14T00:00:00.000,No
203,777,Food Other,Bay Leaves,Lead,1.9,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-04-01T00:00:00.000,No
204,1279,Jewelry,Amulet-clear plastic beads,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-02-19T00:00:00.000,No
205,531,Toys/Children's Products,Dominos,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-09T00:00:00.000,No
206,1000,Food-Spice,Turmeric,Lead,2.8,ppm,UNKNOWN OR NOT STATED,INDIA,2013-12-10T00:00:00.000,No
207,841,Dietary Supplement/Medications/Remedy,Energen (Ayurvedic),Mercury,0.2,ppm,Global Remedies,INDIA,2013-07-17T00:00:00.000,No
208,50,Food-Spice,Ajwain,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-16T00:00:00.000,No
209,1088,Cosmetics,Hypprogel Body Cream,Mercury,-1.0,ppm,Picos,COTE D'IVOIRE,2014-04-01T00:00:00.000,No
210,716,Food-Spice,Cinnamon Powder,Lead,880.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14T00:00:00.000,No
211,384,Food-Spice,Chili powder,Lead,3.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2012-02-03T00:00:00.000,No
212,1176,Cosmetics,Charlolt Whitening Pearl Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,THAILAND,2014-08-06T00:00:00.000,No
213,1484,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-04-11T00:00:00.000,No
214,21,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,Frito Lays,DOMINICAN REPUBLIC,2011-02-07T00:00:00.000,No
215,1523,Food-Spice,Mole,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-08-28T00:00:00.000,No
216,1164,Cosmetics,Maxi Light - Lightening & Purifying Body Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,2014-08-06T00:00:00.000,No
217,855,Dietary Supplement/Medications/Remedy,Shilajeet Rasyan (Ayurvedic),Mercury,6.6,ppm,Divya Pharmacy,INDIA,2013-07-17T00:00:00.000,No
218,485,Dietary Supplement/Medications/Remedy,Sancochito,Lead,-1.0,ppm,Laboratorios Dr. Collado,DOMINICAN REPUBLIC,2012-06-06T00:00:00.000,No
219,1325,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Lead,4.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
220,402,Dietary Supplement/Medications/Remedy,Ganoderma,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-03-28T00:00:00.000,No
221,539,Dietary Supplement/Medications/Remedy,Panadol,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-27T00:00:00.000,No
222,41,Jewelry,Metal charms -butterfly,Lead,870000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-09T00:00:00.000,No
223,81,Food-Spice,Ginger powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06T00:00:00.000,No
224,591,Toys/Children's Products,Yellow Oil Pastel,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-11T00:00:00.000,No
225,232,Dietary Supplement/Medications/Remedy,Alafia Bitters,Lead,-1.0,ppm,Ghana Herbalists Association,GHANA,2011-06-21T00:00:00.000,No
226,1283,Jewelry,Bracelet,Lead,9.3,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-02-23T00:00:00.000,No
227,1386,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulm) (Ayurvedic),Mercury,18.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
228,747,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
229,525,Toys/Children's Products,Toy car,Lead,26.0,ppm,"2003 Mattel, INC",THAILAND,2012-06-23T00:00:00.000,No
230,306,Food-Spice,Cumin,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-18T00:00:00.000,No
231,1479,Food-Spice,Svanuri Salt,Lead,0.59,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-04-02T00:00:00.000,No
232,1205,Food-Spice,Chilli Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-09-05T00:00:00.000,No
233,992,Dietary Supplement/Medications/Remedy,Unlabeled capsules (Ayurvedic),Mercury,7.2,ppm,UNKNOWN OR NOT STATED,INDIA,2013-12-10T00:00:00.000,No
234,1235,Cosmetics,Surma,Lead,720000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2014-11-20T00:00:00.000,No
235,1153,Toys/Children's Products,Wooden toy,Lead,9.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-07-28T00:00:00.000,No
236,1072,Cosmetics,African black soap,Mercury,-1.0,ppm,Mandina Industrial Corp.,UNITED STATES,2014-04-01T00:00:00.000,No
237,970,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Arsenic,-1.0,ppm,Meridian Pro,CHINA,2013-11-15T00:00:00.000,No
238,978,Dietary Supplement/Medications/Remedy,Qualiherb Chinese Herbal Formula,Lead,-1.0,ppm,"Sheng Chang Pharmaceutical Co., Ltd.",TAIWAN - PROVINCE OF CHINA,2013-11-15T00:00:00.000,No
239,419,Dietary Supplement/Medications/Remedy,Cordial de Monell,Lead,-1.0,ppm,Mallen Laboratories,DOMINICAN REPUBLIC,2012-04-05T00:00:00.000,No
240,127,Jewelry,Bracelet,Lead,1500.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-19T00:00:00.000,No
241,490,Dietary Supplement/Medications/Remedy,Healthrich Multivitamin,Lead,1.2,ppm,INTAS PHARMACEUTICALS,INDIA,2012-06-07T00:00:00.000,No
242,1316,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Mercury,2.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
243,624,Food-Spice,Unlabeled spice,Lead,1.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16T00:00:00.000,No
244,320,Food-Spice,Georgian spice,Lead,2900.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-11-10T00:00:00.000,No
245,286,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-02T00:00:00.000,No
246,1584,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.3,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
247,710,Food-Spice,Meat Spices,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-05T00:00:00.000,No
248,1441,Toys/Children's Products,Ceramic toy dish,Lead,52000.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2015-03-05T00:00:00.000,No
249,822,Dietary Supplement/Medications/Remedy,Turmeric Standardized,Lead,-1.0,ppm,Nature's Way Products,UNITED STATES,2013-06-25T00:00:00.000,No
250,326,Dietary Supplement/Medications/Remedy,Filmet Suspension,Lead,-1.0,ppm,BEXIMCO Pharma,BANGLADESH,2011-11-23T00:00:00.000,No
251,1218,Dietary Supplement/Medications/Remedy,Gulan Chagans Salt (Ayurvedic),Lead,0.77,ppm,UNKNOWN OR NOT STATED,INDIA,2014-09-23T00:00:00.000,No
252,840,Dietary Supplement/Medications/Remedy,Rasraj Ras (with gold) (Ayurvedic),Mercury,220000.0,ppm,Shree Baidyanath Ayurved Bhawan Pvt. Ltd.,INDIA,2013-07-17T00:00:00.000,No
253,1446,Cosmetics,Compact powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-16T00:00:00.000,No
254,2665,Food-Candy,Lolly Pop,Lead,-1.0,ppm,Mara,MEXICO,2017-09-21T00:00:00.000,
255,566,Dietary Supplement/Medications/Remedy,Five phosph. 6X (Homeopathic),Arsenic,-1.0,ppm,Dr. Reckeweg & Co. GmbH,GERMANY,2012-08-22T00:00:00.000,No
256,1220,Dietary Supplement/Medications/Remedy,Amalaki (Ayurvedic),Lead,0.19,ppm,UNKNOWN OR NOT STATED,INDIA,2014-09-23T00:00:00.000,No
257,853,Dietary Supplement/Medications/Remedy,Dhanwanthari Gulika (Ayurvedic),Mercury,15.0,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushad,INDIA,2013-07-17T00:00:00.000,No
258,297,Food-Spice,Turmeric,Lead,1.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-22T00:00:00.000,No
259,875,Food Other,Potato chips,Lead,-1.0,ppm,Barcel USA LLC,UNITED STATES,2013-07-25T00:00:00.000,No
260,1338,Dietary Supplement/Medications/Remedy,Kaishore Guggulu (Ayurvedic),Lead,2.1,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
261,1520,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Lead,1.9,ppm,Zandu/ Emami Limited,INDIA,2015-08-10T00:00:00.000,No
262,549,Food-Spice,Khmeli,Lead,1.4,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-08-03T00:00:00.000,No
263,789,Food-Candy,Peppermint candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-21T00:00:00.000,No
264,438,Toys/Children's Products,Wooden toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BRAZIL,2012-04-23T00:00:00.000,No
265,1233,Toys/Children's Products,Wooden toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-11-20T00:00:00.000,No
266,741,Food-Spice,Chili Powder,Lead,2.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22T00:00:00.000,No
267,299,Dietary Supplement/Medications/Remedy,Prenatal tablets w/ Folic Acid,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-23T00:00:00.000,No
268,1500,Food-Spice,Turmeric,Lead,730.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-06-09T00:00:00.000,No
269,145,Food-Spice,Coriander powder,Lead,8.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-28T00:00:00.000,No
270,76,Tableware/Pottery,Miniature clay pot (ingested),Lead,25000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-01T00:00:00.000,No
271,1074,Cosmetics,Neoprosone gel with Vit-C,Mercury,-1.0,ppm,Technopharma Ltd UK,LEBANON,2014-04-01T00:00:00.000,No
272,141,Toys/Children's Products,Painted brown ceramic miniature pot,Lead,8900.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28T00:00:00.000,No
273,1378,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Lead,71.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
274,1444,Food Other,Morinaga,Lead,-1.0,ppm,Morinaga,JAPAN,2015-03-10T00:00:00.000,No
275,379,Toys/Children's Products,Crayon,Lead,0.74,ppm,Crayola,UNITED STATES,2012-01-31T00:00:00.000,No
276,1228,Food-Spice,Blue Fenugreek,Lead,47.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-11-06T00:00:00.000,No
277,867,Dietary Supplement/Medications/Remedy,Acorrus Rhizome,Lead,5.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-23T00:00:00.000,No
278,981,Dietary Supplement/Medications/Remedy,Chandraprabah (Ayurvedic),Lead,17.0,ppm,Jaihind Pharmacy,INDIA,2013-11-15T00:00:00.000,No
279,944,Cosmetics,Eyeliner pencil,Lead,7.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01T00:00:00.000,No
280,1043,Food-Spice,Clasico seasoning with lime,Lead,-1.0,ppm,Tajin,MEXICO,2014-01-17T00:00:00.000,No
281,559,Toys/Children's Products,Tonka Toy truck,Lead,-1.0,ppm,Hasbro,CHINA,2012-08-10T00:00:00.000,No
282,194,Toys/Children's Products,Crayon,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-24T00:00:00.000,No
283,1549,Food Other,Mugbean,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07T00:00:00.000,No
284,1121,Food-Spice,Georgian 'Dry Ajeeka' or 'Msurali Ajeeka',Lead,3400.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-04-29T00:00:00.000,No
285,798,Dietary Supplement/Medications/Remedy,Aroma Natural,Lead,4.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2013-06-07T00:00:00.000,No
286,214,Toys/Children's Products,Toy,Lead,-1.0,ppm,Melissa & Doug LLC,UNKNOWN OR NOT STATED,2011-06-08T00:00:00.000,No
287,1561,Toys/Children's Products,Thomas train,Lead,4.6,ppm,Mattel Inc,CHINA,2015-11-18T00:00:00.000,No
288,1085,Cosmetics,Neoprosone-Gel,Lead,-1.0,ppm,Technopharma Ltd,INDIA,2014-04-01T00:00:00.000,No
289,289,Dietary Supplement/Medications/Remedy,Tempra Paracetamol,Lead,-1.0,ppm,Mead Johnson,MEXICO,2011-09-08T00:00:00.000,No
290,93,Food-Spice,Kinzi spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07T00:00:00.000,No
291,809,Dietary Supplement/Medications/Remedy,Herbs (Lily Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb Work Co,CHINA,2013-06-12T00:00:00.000,No
292,455,Dietary Supplement/Medications/Remedy,Gripe Water,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED KINGDOM,2012-05-14T00:00:00.000,No
293,1616,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-16T00:00:00.000,No
294,65,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25T00:00:00.000,No
295,345,Food-Candy,Pran Milk Candy,Lead,-1.0,ppm,Pran Confectionery LTD,BANGLADESH,2011-12-13T00:00:00.000,No
296,503,Food Other,Herbal Tea,Lead,0.53,ppm,UNKNOWN OR NOT STATED,JAPAN,2012-06-08T00:00:00.000,No
297,1490,Religious powder,Sindoor,Lead,10.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-05-05T00:00:00.000,No
298,270,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Mercury,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25T00:00:00.000,No
299,3,Food-Spice,Cumin seeds,Lead,2.8,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-04T00:00:00.000,No
300,983,Dietary Supplement/Medications/Remedy,Chandraprabah (Ayurvedic),Mercury,1.0,ppm,Jaihind Pharmacy,INDIA,2013-11-15T00:00:00.000,No
301,557,Dietary Supplement/Medications/Remedy,Herbal Tea,Lead,1.6,ppm,UNKNOWN OR NOT STATED,ECUADOR,2012-08-10T00:00:00.000,No
302,237,Toys/Children's Products,Football,Lead,16.0,ppm,Multitoys,BRAZIL,2011-06-27T00:00:00.000,No
303,422,Food Other,Oat,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,SENEGAL,2012-04-10T00:00:00.000,No
304,958,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Lead,74000.0,ppm,Gita Bhawan Ayurved Sansthan,INDIA,2013-11-15T00:00:00.000,No
305,1515,Food-Spice,Red powder spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2015-07-23T00:00:00.000,No
306,755,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
307,48,Dietary Supplement/Medications/Remedy,Omkar Adulsa Compound (Ayurvedic),Lead,0.16,ppm,Omkara,INDIA,2011-03-10T00:00:00.000,No
308,1563,Food-Spice,Turmeric,Lead,630.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03T00:00:00.000,No
309,1113,Toys/Children's Products,Toy helicopter,Lead,-1.0,ppm,Mattel,CHINA,2014-04-23T00:00:00.000,No
310,1412,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.6,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
311,1241,Food Other,Tender cottage cheese,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,2014-12-18T00:00:00.000,No
312,60,Dietary Supplement/Medications/Remedy,Infants Gripe Mixture,Lead,-1.0,ppm,P.A. Benjamin Manufacturing Co. LTD,JAMAICA,2011-03-24T00:00:00.000,No
313,675,Food-Candy,Chocolate candy,Lead,-1.0,ppm,Kraft Foods Pakistan LTD,PAKISTAN,2012-12-11T00:00:00.000,No
314,729,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-03-05T00:00:00.000,No
315,1257,Food Other,Tamarind Stick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-01-22T00:00:00.000,No
316,1180,Food-Spice,Kondarie,Lead,1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-08-14T00:00:00.000,No
317,625,Food Other,Plantain Flour,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GHANA,2012-10-22T00:00:00.000,No
318,222,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Lead,20000.0,ppm,Shree Baidyanath,INDIA,2011-06-13T00:00:00.000,No
319,1493,Toys/Children's Products,Toy pen,Lead,-1.0,ppm,Fisher Price,UNITED STATES,2015-05-11T00:00:00.000,No
320,1107,Cosmetics,African black soap,Lead,-1.0,ppm,Madina Industrial Corporation,UNITED STATES,2014-04-01T00:00:00.000,No
321,484,Dietary Supplement/Medications/Remedy,Watercress and Onion Syrup,Lead,1.8,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,2012-06-06T00:00:00.000,No
322,843,Dietary Supplement/Medications/Remedy,Strainil (Ayurvedic),Mercury,0.14,ppm,Global Remedies,INDIA,2013-07-17T00:00:00.000,No
323,26,Jewelry,Amulet/charm,Lead,500000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08T00:00:00.000,No
324,1152,Other,Decoration particles,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-07-18T00:00:00.000,No
325,563,Toys/Children's Products,Yellow Dora shaker toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-13T00:00:00.000,No
326,1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
327,209,Food-Spice,Calcium Lactate Granules,Lead,-1.0,ppm,NCPC,CHINA,2011-06-03T00:00:00.000,No
328,540,Dietary Supplement/Medications/Remedy,Georgian Dietary Supplement for Headaches,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-27T00:00:00.000,No
329,415,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-04-05T00:00:00.000,No
330,43,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-03-10T00:00:00.000,No
331,813,Food-Spice,Sweet potatoes,Lead,-1.0,ppm,GERBER,UNITED STATES,2013-06-12T00:00:00.000,No
332,366,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,70000.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23T00:00:00.000,No
333,1373,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Yavachar & Hing) (Ayurvedic),Lead,2.6,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
334,1508,Toys/Children's Products,Puzzle piece,Lead,70.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-06-26T00:00:00.000,No
335,287,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-02T00:00:00.000,No
336,1017,Toys/Children's Products,67 Chevy toy car,Lead,-1.0,ppm,Mattel,MALAYSIA,2013-12-27T00:00:00.000,No
337,1489,Food-Spice,Turmeric,Lead,670.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-04-29T00:00:00.000,No
338,972,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Mercury,-1.0,ppm,Meridian Pro,CHINA,2013-11-15T00:00:00.000,No
339,1556,Toys/Children's Products,Wooden block,Lead,10.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-10-15T00:00:00.000,No
340,1270,Food-Spice,Chili powder,Lead,1.7,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-02-13T00:00:00.000,No
341,834,Cosmetics,Surma Special,Lead,620000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27T00:00:00.000,No
342,111,Food Other,Donitas (chili and lemon fried flour chips),Lead,-1.0,ppm,Totis,MEXICO,2011-04-15T00:00:00.000,No
