providertype,dfta_id,contractyear,sponsorname,programname,serviceid,servicename,reportedmonth,reportedunits
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Sep 2019,54
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Jul 2019,157
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Jul 2019,0
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Aug 2019,0
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Aug 2019,46
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Jul 2019,393
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Aug 2019,0
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EALG,ELDER ABUSE LEGAL,Sep 2019,238
ELDER ABUSE SERVICES CONTRACTS,4e+101,2020,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Aug 2019,3
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Nov 2019,166
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Nov 2019,5
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Nov 2019,78
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Nov 2019,2
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Nov 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Nov 2019,7
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Nov 2019,11
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Nov 2019,10
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Oct 2019,81
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Oct 2019,8
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Oct 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Oct 2019,15
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Oct 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Oct 2019,11
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Oct 2019,195
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Oct 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Sep 2019,21
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Jul 2019,211
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Sep 2019,10
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Jul 2019,5
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Aug 2019,7
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Sep 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Sep 2019,197
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Aug 2019,96
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Sep 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Aug 2019,1
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Sep 2019,12
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,SCCA,SR CTR CASE ASSISTANCE,Aug 2019,214
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Aug 2019,15
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Aug 2019,5
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Jul 2019,109
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAFA,ELDER ABUSE FINANCE ASST,Jul 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAED,ELDER ABUSE EDUC/OUTREACH,Jul 2019,3
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EAOT,ELDER ABUSE OTHER,Aug 2019,4
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Sep 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Aug 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EARS,ELDER ABUSE RESPITE,Jul 2019,0
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EADL,ELDER ABUSE SECURITY DEV,Jul 2019,6
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EACN,ELDER ABUSE COUNSELING,Sep 2019,82
ELDER ABUSE SERVICES CONTRACTS,5e+101,2020,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC ELDER ABUSE,EATR,ELDER ABUSE TRANSPORT,Jul 2019,9
ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Sep 2019,77
ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Aug 2019,91
ELDER ABUSE SERVICES CONTRACTS,62001.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,ELDER ABUSE MULTIDISCIPLINARY TEAMS SERV,EMDT,ELD ABUSE MULTDISCIPLINRY,Jul 2019,103
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Oct 2019,41
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Oct 2019,0
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Aug 2019,0
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Sep 2019,0
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Jul 2019,35
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Sep 2019,16
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PCLS,PROTECT CLINICAL SESSIONS,Aug 2019,20
ELDER ABUSE SERVICES CONTRACTS,64701.0,2020,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Weill Cornell PROTECT,PTRS,PROTECT TRAINING SESSIONS,Jul 2019,0
