summons_key,summons_date,offense_description,law_section_number,law_description,summons_category_type,age_group,jurisdiction_code,boro,precinct_of_occur,x_coordinate_cd,y_coordinate_cd,latitude,longitude,sex,race
203072363,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998,,
203072355,2019-09-30T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,0,BROOKLYN,79,997880,192557,40.69519897600002,-73.95084903199995,M,BLACK
203070757,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,23,999989,226965,40.78963684400002,-73.94316306599995,,
203070753,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058108,2019-09-30T00:00:00.000,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203058094,2019-09-30T00:00:00.000,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,0,NEW YORK,7,988307,201048,40.718514334000076,-73.98536600299997,,
203058066,2019-09-30T00:00:00.000,OTHER TRAFFIC REG,9999,ABC,OTHER ABC,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058031,2019-09-30T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,45-64,0,BRONX,52,1014403,256319,40.87016768900003,-73.89097777499995,M,BLACK
203068769,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203072379,2019-09-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,UNKNOWN,0,NEW YORK,5,985825,200973,40.718309267000045,-73.99431972299993,,
203072388,2019-09-30T00:00:00.000,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,0,NEW YORK,7,989768,162629,40.613061919000074,-73.980126951,,
203058087,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,984000,201117,40.718704649000074,-74.00090331299998,,
203078232,2019-09-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,0,BROOKLYN,67,1025087,267578,40.90102711600008,-73.85227923599997,M,BLACK
203072389,2019-09-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,UNKNOWN,0,NEW YORK,23,1001385,173871,40.64390399200005,-73.93825682399995,,
203072351,2019-09-30T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,1,BRONX,47,1025621,268476,40.90348934600007,-73.85034201899998,M,BLACK
203072367,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,42,1009174,239145,40.823046444000056,-73.90994799999999,M,BLACK
203058049,2019-09-30T00:00:00.000,SMOKING IN TRAIN STATION,1050.7,,,25-44,1,BRONX,52,995519,218898,40.76750188600005,-73.95931914099998,M,BLACK
203058050,2019-09-30T00:00:00.000,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,0,NEW YORK,19,995519,218898,40.76750188600005,-73.95931914099998,,
203058048,2019-09-30T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,1,BRONX,52,988082,200814,40.71787216100006,-73.98617781499998,M,BLACK
203078060,2019-09-30T00:00:00.000,"LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE",19-506(D),,,25-44,0,BROOKLYN,77,997259,184031,40.67179798300003,-73.95310493699996,M,BLACK
203058106,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203058053,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,984000,201117,40.718704649000074,-74.00090331299998,,
203058093,2019-09-30T00:00:00.000,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,0,NEW YORK,7,1047590,200155,40.71583746300007,-73.77151419299997,,
203063499,2019-09-30T00:00:00.000,AIR PISTOL/RIFLE; SELL OR POSSESS,10-131(B),,,18-24,0,QUEENS,107,941493,154621,40.59098016600007,-74.15395087099995,M,WHITE
203066243,2019-09-30T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,45-64,0,STATEN ISLAND,121,938881,167697,40.62685806400003,-74.16344337699996,F,WHITE
203068764,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,STATEN ISLAND,121,988082,200814,40.71787216100006,-73.98617781499998,M,BLACK
203066242,2019-09-30T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,0,STATEN ISLAND,121,941493,154621,40.59098016600007,-74.15395087099995,F,WHITE
203072374,2019-09-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,UNKNOWN,0,NEW YORK,23,999989,226965,40.78963684400002,-73.94316306599995,,
203070758,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058113,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203072380,2019-09-30T00:00:00.000,OTHER TAX LAW,9999,ABC,OTHER ABC,UNKNOWN,0,NEW YORK,7,999989,226965,40.78963684400002,-73.94316306599995,,
203066241,2019-09-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,0,BROOKLYN,79,995619,190846,40.69050586900005,-73.95900552099994,M,WHITE HISPANIC
203072373,2019-09-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,UNKNOWN,0,NEW YORK,23,999989,226965,40.78963684400002,-73.94316306599995,,
203370903,2019-09-30T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,18-24,0,BRONX,43,1024622,237417,40.81824648100008,-73.85414296999993,M,BLACK HISPANIC
203072372,2019-09-30T00:00:00.000,OTHER TRAFFIC REG,9999,ABC,OTHER ABC,UNKNOWN,0,NEW YORK,23,999989,226965,40.78963684400002,-73.94316306599995,,
203116991,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,30,996820,238309,40.820778078000046,-73.95458606299998,M,BLACK HISPANIC
203072366,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,42,1009174,239145,40.823046444000056,-73.90994799999999,M,BLACK
203072353,2019-09-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,0,BROOKLYN,75,1021615,184767,40.673748845000034,-73.86529932499997,M,WHITE
203105210,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,69,1013115,174381,40.64527337000004,-73.89598654399998,M,BLACK
203070759,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058118,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,984456,215989,40.75952460900004,-73.99925785699998,,
203058112,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203058057,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,995519,218898,40.76750188600005,-73.95931914099998,,
203066245,2019-09-30T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,0,STATEN ISLAND,121,941493,154621,40.59098016600007,-74.15395087099995,M,WHITE
203068760,2019-09-30T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,25-44,0,BRONX,42,1011854,242120,40.83120399800004,-73.90025260099996,M,BLACK
203058127,2019-09-30T00:00:00.000,EQUIPMENT,375,VTL,VTL,UNKNOWN,0,NEW YORK,10,984456,215989,40.75952460900004,-73.99925785699998,,
203068766,2019-09-30T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,1,BRONX,49,1027434,251387,40.85657672800004,-73.84389367799997,M,BLACK
203511101,2019-09-30T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,1,NEW YORK,23,1004367,234794,40.81111642600007,-73.92732930899997,M,BLACK
203086416,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,2,BRONX,42,1002273,248556,40.84889368900008,-73.934856858,M,WHITE HISPANIC
203074139,2019-09-30T00:00:00.000,HOURS; PERMITTED TO BE IN PARK BETWEEN 6AM-1AM (UNLESS OTHERWISE POSTED),1-03(A)(1),,,45-64,0,NEW YORK,25,1001320,233989,40.80891333700004,-73.93833856199996,M,BLACK
203070750,2019-09-30T00:00:00.000,RECKLESS OPERATION OF A BICYCLE *( C SUMMONS)*,19-176(B),,,45-64,0,BROOKLYN,76,988082,200814,40.71787216100006,-73.98617781499998,M,WHITE HISPANIC
203058051,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,995519,218898,40.76750188600005,-73.95931914099998,,
203043410,2019-09-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,18-24,0,QUEENS,115,989722,155597,40.59376053600005,-73.98029832799993,M,WHITE HISPANIC
203058107,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,995519,218898,40.76750188600005,-73.95931914099998,,
203058037,2019-09-30T00:00:00.000,UNLICENSED TICKET SELLER,20-551 (A) 1,,,25-44,0,NEW YORK,14,995519,218898,40.76750188600005,-73.95931914099998,M,BLACK
203070754,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058124,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,10,984456,215989,40.75952460900004,-73.99925785699998,,
203095283,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,1000873,170438,40.63448211600007,-73.94011023199994,,
203058095,2019-09-30T00:00:00.000,OTHER NYS TRANSPORTATION,999,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,984456,215989,40.75952460900004,-73.99925785699998,,
203058059,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203152128,2019-09-30T00:00:00.000,DISCON: OBSTRUCT PEDESTRIAN,240.205A,Penal Law,DISORDERLY CONDUCT,<18,0,BROOKLYN,67,986713,149102,40.57593439500005,-73.99113524499995,M,BLACK
203078227,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,69,1013115,174381,40.64527337000004,-73.89598654399998,M,BLACK
203268102,2019-09-30T00:00:00.000,LITTERING,16-118,Administrative Code,LITTERING,45-64,0,NEW YORK,25,1045840,182855,40.66836545900002,-73.77798513199998,M,BLACK
203058105,2019-09-30T00:00:00.000,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203058078,2019-09-30T00:00:00.000,FOOD PROTECTION/STORAGE/TRANSP,14-140/3/50,Sanitary Code (NYS),SANITARY CODE,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058055,2019-09-30T00:00:00.000,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,0,NEW YORK,19,983206,160761,40.60793629800003,-74.00376138399997,,
203072357,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,NEW YORK,23,998799,227328,40.79063522100006,-73.94745973599998,M,BLACK
203058120,2019-09-30T00:00:00.000,EQUIPMENT,375,VTL,VTL,UNKNOWN,0,NEW YORK,10,1013068,238404,40.82100076300003,-73.89588169699994,,
203072377,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,5,985825,200973,40.718309267000045,-73.99431972299993,,
203072347,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,79,999989,226965,40.78963684400002,-73.94316306599995,M,BLACK
203058117,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,1013033,238140,40.82027627300005,-73.89600928499993,,
203075833,2019-09-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,0,NEW YORK,23,998421,225599,40.78589019300006,-73.94882847899999,M,ASIAN / PACIFIC ISLANDER
203074144,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998,,
203074143,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,45-64,0,BRONX,48,1013928,248058,40.84749534600007,-73.89273179899999,M,WHITE HISPANIC
203077944,2019-09-30T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,1,BROOKLYN,73,1011082,180980,40.66339256800006,-73.90328619099995,M,BLACK
203072386,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203068770,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,1000909,188916,40.68520008600007,-73.93993487799997,,
203072376,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,23,1000456,226260,40.787700964000074,-73.94147828599995,,
203058054,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,19,995519,218898,40.76750188600005,-73.95931914099998,,
203072385,2019-09-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998,,
203058101,2019-09-30T00:00:00.000,EQUIPMENT,375,VTL,VTL,UNKNOWN,0,NEW YORK,19,995582,219012,40.76781470600001,-73.95909151199999,,
203074138,2019-09-30T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,0,NEW YORK,23,994115,224726,40.78349989600008,-73.96437917799993,M,WHITE HISPANIC
203058110,2019-09-30T00:00:00.000,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,0,NEW YORK,10,983927,215961,40.75944775100004,-74.00116737299999,,
203077946,2019-09-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,1,QUEENS,101,990281,192762,40.69577009300008,-73.97825230899997,M,BLACK
203370902,2019-09-30T00:00:00.000,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,18-24,0,BRONX,43,996681,188548,40.68419695700004,-73.95518025299998,M,BLACK HISPANIC
203037202,2019-09-29T00:00:00.000,RED LIGHT (DISOBEY),1111,VTL,VTL,18-24,2,BROOKLYN,83,1000088,168658,40.62959783100007,-73.94294269299998,M,WHITE
203032014,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,52,1001139,192775,40.69579171600003,-73.939095905,M,BLACK HISPANIC
203033053,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,44,1008046,245611,40.84079686100006,-73.91400066299997,F,WHITE HISPANIC
203035186,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 1ST DEGREE",221.10,,,25-44,2,BRONX,47,1027110,262158,40.886141362000046,-73.84499601999994,M,BLACK
203034124,2019-09-29T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,25-44,0,BRONX,47,1022294,261475,40.88428881900006,-73.86241718499997,F,BLACK
203027058,2019-09-29T00:00:00.000,DOG: UNLEASHED,161.05,Health Code,DOG,45-64,0,NEW YORK,17,992931,212683,40.750446219000025,-73.96867012399997,M,BLACK HISPANIC
203021659,2019-09-29T00:00:00.000,POSSESSION OF AN IMITATION PISTOL (TOY) THAT LOOKS REAL,10-131(G),,,45-64,0,NEW YORK,23,998272,229012,40.795258198000056,-73.94935940799998,F,WHITE HISPANIC
203077714,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,0,NEW YORK,22,994115,224726,40.78349989600008,-73.96437917799993,M,WHITE HISPANIC
203220948,2019-09-29T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,45-64,0,BROOKLYN,69,1013808,169310,40.631352280000044,-73.89351153799998,M,BLACK
203200577,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,0,BRONX,47,1028842,260388,40.881274691000044,-73.83874394899993,M,BLACK
203036805,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,25,1000414,230243,40.79863330000006,-73.94162037099994,M,WHITE HISPANIC
203037056,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 1ST DEGREE",221.10,,,<18,0,BROOKLYN,70,1026432,262465,40.88698724700004,-73.84744610399997,M,BLACK
203037055,2019-09-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,0,QUEENS,113,1041916,187261,40.68048533300004,-73.79209240399997,M,BLACK
203015834,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,0,NEW YORK,13,984456,215989,40.75952460900004,-73.99925785699998,F,WHITE
203010935,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,BRONX,52,1017478,256069,40.86947047700004,-73.87986080399996,M,BLACK
203010714,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,6,1015010,254829,40.86607600100007,-73.888789897,M,BLACK
203017950,2019-09-29T00:00:00.000,REFUSE INSPECTION BY POLICE,106-15,,,45-64,0,BROOKLYN,72,981665,175908,40.64951131300006,-74.00931706899996,M,BLACK HISPANIC
203043411,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,QUEENS,107,1035114,203808,40.72594456900004,-73.81649128699996,M,BLACK
203058028,2019-09-29T00:00:00.000,UNREASONABLE NOISE; GENERAL,24-218(A),,,25-44,0,NEW YORK,23,998876,229576,40.79680524600008,-73.94717676599998,M,BLACK HISPANIC
203077713,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,22,1046650,155423,40.59306498000007,-73.77531893199995,M,WHITE HISPANIC
203077948,2019-09-29T00:00:00.000,BICYCLE ON SIDEWALK,19-176,Administrative Code,BIKE,18-24,2,BROOKLYN,88,990494,192228,40.694304239000076,-73.97748467799995,M,BLACK
203077951,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,2,BROOKLYN,88,988307,201048,40.718514334000076,-73.98536600299997,M,BLACK
203116992,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,STATEN ISLAND,120,961894,171480,40.63732956500007,-74.08055158999997,M,BLACK
203095267,2019-09-29T00:00:00.000,"FAILURE TO CONSPICUOUSLY POST ""SLA LICENSE"" IN A SUITABLE FRAME",114-6,,,25-44,0,BRONX,47,1025087,267578,40.90102711600008,-73.85227923599997,F,BLACK
203035188,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,0,BROOKLYN,75,1020909,180834,40.662956598000044,-73.86786586199997,M,WHITE HISPANIC
203032011,2019-09-29T00:00:00.000,"NO ""CERTIFICATE OF OCCUPANCY""",27-222,,,45-64,0,QUEENS,105,1052830,200883,40.717796574000026,-73.75260454899995,F,ASIAN / PACIFIC ISLANDER
203030402,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,18-24,0,BRONX,44,1007374,244940,40.83895694700004,-73.91643164099996,M,WHITE HISPANIC
203027072,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,44,1004459,245684,40.84100616200004,-73.92696416299998,M,BLACK
203014481,2019-09-29T00:00:00.000,HOURS; PERMITTED TO BE IN PARK BETWEEN 6AM-1AM (UNLESS OTHERWISE POSTED),1-03(A)(1),,,25-44,0,BROOKLYN,77,1003508,185056,40.67459999000005,-73.93057482199998,M,BLACK
203014276,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,67,986432,209222,40.74095063100003,-73.99212733199995,M,BLACK
203058024,2019-09-29T00:00:00.000,OTHER NAVIGATION LAW,9999,ABC,OTHER ABC,45-64,0,QUEENS,100,1035329,152802,40.58594334500003,-73.81610192299998,M,WHITE
203035189,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 1ST DEGREE",221.10,,,25-44,0,BROOKLYN,70,994145,176855,40.65210547300006,-73.96434121099996,F,BLACK
203033052,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,52,1014956,236797,40.81658364200007,-73.88906769199998,M,BLACK HISPANIC
203010933,2019-09-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,25-44,0,QUEENS,106,1010406,240827,40.82765949100008,-73.90549008099998,M,BLACK
203036808,2019-09-29T00:00:00.000,ALCOHOL IN THE PARK,1-05(F) 1,,,25-44,0,BRONX,44,962605,167032,40.62512251400005,-74.07797554499997,F,WHITE HISPANIC
203035185,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,45-64,0,BRONX,52,1016109,209840,40.742589775000056,-73.88502998999998,M,WHITE HISPANIC
203035180,2019-09-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,25-44,0,BRONX,45,1032140,242004,40.83079891400007,-73.82694879599995,F,BLACK
203036804,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,48,1004459,245684,40.84100616200004,-73.92696416299998,M,BLACK HISPANIC
203032017,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,0,BRONX,44,1008222,243318,40.83450276600007,-73.91337277999997,M,BLACK
203013896,2019-09-29T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,25-44,0,QUEENS,105,1055709,195587,40.70323758600006,-73.74227505299997,M,BLACK
203010691,2019-09-29T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,0,NEW YORK,25,1017478,256069,40.86947047700004,-73.87986080399996,M,BLACK
203017948,2019-09-29T00:00:00.000,FAIL TO MAINTAIN EMERGENCY LIGHTING,1006.3,,,45-64,0,BROOKLYN,72,998438,170654,40.63507922500003,-73.94888286599996,M,BLACK HISPANIC
203126520,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,44,1007952,241445,40.829362650000064,-73.91435510699995,M,BLACK
203032012,2019-09-29T00:00:00.000,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,25-44,0,NEW YORK,22,1011918,255536,40.868026734000075,-73.89996597099997,M,BLACK
203035183,2019-09-29T00:00:00.000,GLASS BOTTLE/CONTAINER; IN RESTRICTED AREA,1-04(D),,,25-44,0,BRONX,46,1001384,188443,40.683900903000044,-73.93822339799993,F,WHITE HISPANIC
203035179,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,75,1009578,251739,40.85761214300004,-73.90844073999993,M,BLACK
