,camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,critical_flag,grade,grade_date
162,50041177,FIRSTLIVE STUDIO,Brooklyn,219,CENTRAL AVE,11221.0,9292109055,Café/Coffee/Tea,2017-03-22T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.697359420821,-73.92388148717,304.0,37.0,42100.0,3074096.0,3032550001,BK78,04A,Food Protection Certificate not held by supervisor of food operations.,Y,A,2017-03-22T00:00:00.000
163,50073390,M&M BAKERY & HALAL,Queens,11915,LIBERTY AVE,11419.0,9178166830,Caribbean,2018-01-24T00:00:00.000,Violations were cited in the following area(s).,45.0,2019-11-28T06:01:01.000,Pre-permit (Non-operational) / Initial Inspection,40.686437391783,-73.823658409565,410.0,28.0,15802.0,4203734.0,4095570037,QN55,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
164,40399911,LENNY'S PIZZA,Brooklyn,1969,86 STREET,11214.0,7189461292,Pizza,2016-07-11T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Smoke-Free Air Act / Initial Inspection,40.604910307479,-73.998746746706,311.0,47.0,28400.0,3165807.0,3063450041,BK28,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",N,,
165,50047631,SUBWAY,Manhattan,111,BROADWAY,10006.0,2122276323,Sandwiches/Salads/Mixed Buffet,2019-10-21T00:00:00.000,Violations were cited in the following area(s).,18.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.708478514989,-74.011112918894,101.0,1.0,1300.0,1001029.0,1000490002,MN25,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
166,41640400,KUMO SUSHI,Manhattan,282,BLEECKER STREET,10014.0,2123660808,Japanese,2016-06-07T00:00:00.000,Violations were cited in the following area(s).,21.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.731812273118,-74.003352006063,102.0,3.0,6700.0,1009948.0,1005870024,MN23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,B,2016-06-07T00:00:00.000
167,50078099,MILK BAR,Manhattan,15,W 56TH ST,10019.0,6465189047,Café/Coffee/Tea,2018-07-30T00:00:00.000,Violations were cited in the following area(s).,33.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.762633326703,-73.975257995379,105.0,4.0,11201.0,1084673.0,1012720026,MN17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
168,50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVE,11230.0,7186767781,Jewish/Kosher,2017-11-15T00:00:00.000,Violations were cited in the following area(s).,20.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.619372470482,-73.964162846845,312.0,44.0,45400.0,3171991.0,3065460014,BK46,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,B,2017-11-15T00:00:00.000
169,50073169,WHIT'S END,Queens,9702,ROCKAWAY BEACH BLVD,11693.0,7189454100,Pizza/Italian,2018-02-08T00:00:00.000,Establishment re-opened by DOHMH,4.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Reopening Inspection,40.584889350102,-73.81893766737,414.0,32.0,94201.0,4448995.0,4161530091,QN10,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,P,2018-02-08T00:00:00.000
170,41464440,COLLEGE POINT DINER,Queens,1432,COLLEGE POINT BOULEVARD,11356.0,7184459663,American,2018-04-27T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.785140952347,-73.845777552921,407.0,19.0,92900.0,4098063.0,4040560020,QN23,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,A,2018-04-27T00:00:00.000
171,41543623,CASTILLO DE JAGUA 3,Brooklyn,721,4 AVENUE,11232.0,7187882030,Spanish,2019-06-11T00:00:00.000,Violations were cited in the following area(s).,7.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.661329283189,-73.997102094393,307.0,38.0,14500.0,3009537.0,3006490001,BK32,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-06-11T00:00:00.000
172,50001763,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,Brooklyn,1397,ROCKAWAY PARKWAY,11236.0,7186760149,Caribbean,2018-04-23T00:00:00.000,Violations were cited in the following area(s).,18.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.645736311953,-73.902975348807,318.0,42.0,97400.0,3229403.0,3081660018,BK50,02B,Hot food item not held at or above 140º F.,Y,,
173,50012006,GRAND SICHUAN,Manhattan,229,9TH AVE,10001.0,2126205200,Chinese,2018-04-16T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.747235144322,-74.000790376672,104.0,3.0,9300.0,1012799.0,1007220037,MN13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2018-04-16T00:00:00.000
174,50085706,BLACK FOX,Manhattan,85,BROAD ST,10004.0,4242160895,American,2019-02-26T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.704207608144,-74.011559433433,101.0,1.0,900.0,1066031.0,1000290001,MN25,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,A,2019-02-26T00:00:00.000
175,50072218,CHINA MOON OPEN KITCHEN,Brooklyn,2567,CROPSEY AVE,11214.0,7184494088,Chinese,2019-09-09T00:00:00.000,Violations were cited in the following area(s).,20.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.590793585024,-73.991855582305,311.0,43.0,30400.0,3329295.0,3069090003,BK29,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,B,2019-09-09T00:00:00.000
176,50042805,ITALIANA CREMOSA PIZZERIA & RESTAURANT,Queens,11011,101ST AVE,11419.0,7184411137,Italian,2019-05-10T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.687851807882,-73.83340475498,409.0,28.0,11800.0,4197955.0,4094120047,QN54,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
177,40391699,H & H MIDTOWN BAGELS EAST,Manhattan,1551,2 AVENUE,10028.0,2127347441,Bagels/Pretzels,2018-10-11T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.7743607364,-73.954316320515,108.0,5.0,13800.0,1048533.0,1015260025,MN32,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,,
178,50033236,PITCH CENTER,Manhattan,99,HUDSON ST,10013.0,5512238950,Café/Coffee/Tea,2017-09-20T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71896647999,-74.008769806366,101.0,1.0,3900.0,1075728.0,1001817504,MN24,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,A,2017-09-20T00:00:00.000
179,41689789,EGG ROLL CHINESE RESTAURANT,Brooklyn,1772,BROADWAY,11207.0,7189199888,Chinese,2019-04-29T00:00:00.000,Violations were cited in the following area(s).,18.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.682497205043,-73.909768521968,316.0,37.0,36900.0,3041186.0,3015170020,BK79,22G,,,,
180,50052217,LUNA CAFE,Bronx,601,E 187TH ST,10458.0,9293787342,Café/Coffee/Tea,2018-10-02T00:00:00.000,Violations were cited in the following area(s).,48.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.855501494332,-73.887456561445,206.0,15.0,38900.0,2097284.0,2030770001,BX06,04A,Food Protection Certificate not held by supervisor of food operations.,Y,,
181,50071833,XUN YU SI KAO NY,Brooklyn,5609,7TH AVE,11220.0,9293105555,Chinese,2018-05-14T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.638956220987,-74.009519514582,307.0,38.0,10400.0,3015506.0,3008420007,BK34,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2018-05-14T00:00:00.000
182,50004698,ROSEBANK PIZZA,Staten Island,1372,BAY ST,10305.0,7184475300,Pizza/Italian,2017-05-15T00:00:00.000,Violations were cited in the following area(s).,24.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.610160088177,-74.063251074004,501.0,49.0,800.0,5043072.0,5028630045,SI37,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
183,50077896,JKJ 41,Queens,14908,41ST AVE,11355.0,7183580468,Chinese,2018-09-18T00:00:00.000,Violations were cited in the following area(s).,16.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Re-inspection,40.762150101224,-73.815511913353,407.0,20.0,116700.0,4533262.0,4050540026,QN51,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,B,2018-09-18T00:00:00.000
184,50071621,SHOREHAM HOTEL,Manhattan,33,W 55TH ST,10019.0,2122476700,American,2019-01-24T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.762183371435,-73.976131744242,105.0,4.0,10400.0,1034822.0,1012710019,MN17,09C,Food contact surface not properly maintained.,N,A,2019-01-24T00:00:00.000
185,50084955,23 WINEHOUSE ITALIAN BISTR0,Manhattan,1890,ADAM CLAYTON POWELL JR BLVD,10026.0,9176879365,Other,1900-01-01T00:00:00.000,,,2019-11-28T06:01:09.000,,40.802246980669,-73.953242398211,110.0,9.0,21800.0,1055206.0,1018307503,MN11,,,,,
186,50062666,LILI MEXICAN RESTAURANT,Bronx,415,E 138TH ST,10454.0,3472978550,Mexican,2017-07-03T00:00:00.000,Violations were cited in the following area(s).,62.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.80876805088,-73.922077441922,201.0,8.0,3900.0,2092092.0,2022830001,BX39,04M,Live roaches present in facility's food and/or non-food areas.,Y,,
187,50057268,HENG CHANG 2,Brooklyn,2042,ROCKAWAY PKWY,11236.0,7182095800,Chinese,2016-12-19T00:00:00.000,Violations were cited in the following area(s).,20.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.633201964472,-73.889047057574,318.0,46.0,102800.0,3235259.0,3083280040,BK50,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
188,50000910,BRAZEN FOX KITCHEN AND BAR,Manhattan,106,3RD AVE,10003.0,2123531063,American,2016-05-18T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.732703702279,-73.987616534622,103.0,2.0,4200.0,1009083.0,1005590041,MN22,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,,
189,50000938,DONOVAN'S PUB,Queens,5724,ROOSEVELT AVE,11377.0,7184299339,American,2019-03-11T00:00:00.000,Violations were cited in the following area(s).,8.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.745347677305,-73.907236219138,402.0,26.0,25100.0,4031123.0,4013280038,QN63,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
190,50055644,COBBLE HILL COFFEE SHOP,Brooklyn,314,COURT ST,11231.0,7188521162,American,2017-12-20T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.683427423636,-73.995392095291,306.0,39.0,6700.0,3004208.0,3003330035,BK33,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2017-12-20T00:00:00.000
191,50096254,LA PALAPA TACOS GOTHAM GOTHAM WEST,Manhattan,600,11TH AVE,10036.0,9172737833,Other,1900-01-01T00:00:00.000,,,2019-11-28T06:01:09.000,,40.76245205893,-73.997122946666,104.0,3.0,12900.0,1083785.0,1010737501,MN15,,,,,
192,50064130,PEARLS,Manhattan,794,AMSTERDAM AVE,10025.0,2127490300,Chinese,2018-08-28T00:00:00.000,Violations were cited in the following area(s).,30.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.795804927939,-73.969098557949,107.0,7.0,18700.0,1056405.0,1018700035,MN12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
193,50056824,HUNDRED TASTE,Queens,4235,MAIN ST,11355.0,7186619066,Chinese,2018-11-29T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.754418104812,-73.827881250044,407.0,20.0,85300.0,4573539.0,4051357502,QN22,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2018-11-29T00:00:00.000
194,50093837,UZ CONNER COFFEE SHOP,Queens,5401,99TH ST,11368.0,7186997626,American,2019-07-09T00:00:00.000,Violations were cited in the following area(s).,15.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.739443188018,-73.860621289179,404.0,21.0,44301.0,4047217.0,4019090031,QN25,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,,
195,50008517,Danny's French Cuisine,Queens,1346,127TH ST,11356.0,9175787939,Steak,2018-08-03T00:00:00.000,Establishment re-opened by DOHMH,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Reopening Inspection,40.786262701229,-73.841123776452,407.0,19.0,94700.0,4097123.0,4040030074,QN23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,C,2018-08-03T00:00:00.000
196,41236893,NEPTUNE PIZZA,Brooklyn,3033,CONEY ISLAND AVENUE,11235.0,7189754472,Pizza,2019-11-19T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.58188276541,-73.959924174333,313.0,48.0,61003.0,3245161.0,3087010001,BK19,02B,Hot food item not held at or above 140º F.,Y,,
197,41719056,CHINA MOON,Manhattan,7,EAST 47 STREET,10017.0,2122074787,Chinese,2017-06-26T00:00:00.000,Violations were cited in the following area(s).,26.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.756436227556,-73.978039641499,105.0,4.0,9400.0,1035412.0,1012830008,MN17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
198,50045954,TASTE TACO HOUSE,Manhattan,178,CHURCH ST,10013.0,2123350290,Chinese,2019-11-12T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.715601489743,-74.007416621995,101.0,1.0,3300.0,1001604.0,1001460027,MN24,02B,Hot food item not held at or above 140º F.,Y,Z,2019-11-12T00:00:00.000
199,40578732,STARBUCKS,Manhattan,296,3 AVENUE,10010.0,2125989651,Café/Coffee/Tea,2019-02-26T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.738626356733,-73.983303202982,106.0,2.0,6800.0,1018024.0,1008780043,MN21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-02-26T00:00:00.000
200,41697040,MAYFIELD,Brooklyn,688,FRANKLIN AVENUE,11238.0,3473183643,American,2017-04-08T00:00:00.000,Violations were cited in the following area(s).,24.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.674866526214,-73.956461270296,308.0,35.0,30500.0,3029010.0,3011630049,BK61,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,,
201,41087273,Café Medi/ Jia Lounge,Manhattan,107,RIVINGTON STREET,10002.0,2124752600,American,2016-09-12T00:00:00.000,Violations were cited in the following area(s).,8.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.719959795805,-73.988022956482,103.0,1.0,1800.0,1075676.0,1004100048,MN27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2016-09-12T00:00:00.000
202,41716268,KENNEDY FRIED CHICKEN,Bronx,3042,3 AVENUE,10451.0,9173764215,Chicken,2017-11-15T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.820278445382,-73.912948302332,201.0,17.0,7100.0,2001183.0,2023640001,BX34,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2017-11-15T00:00:00.000
203,41580756,ROTI ON THE RUN,Brooklyn,189,NORWOOD AVENUE,11208.0,7182354414,Caribbean,2018-07-02T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.681299607516,-73.879026507126,305.0,37.0,117400.0,3092582.0,3041370016,BK83,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
204,50015243,DUE MONDI CIVIC ASSOCIATION,Queens,9726,99TH ST,11416.0,6313170118,American,2018-05-14T00:00:00.000,Violations were cited in the following area(s).,41.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.686666162643,-73.843204527526,409.0,32.0,3800.0,4188688.0,4090750037,QN53,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,C,2018-05-14T00:00:00.000
205,41511660,EL ECONOMICO RESTAURANT,Bronx,5589,BROADWAY,10463.0,7186015577,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-03-13T00:00:00.000,Violations were cited in the following area(s).,19.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.879176582016,-73.904615064772,208.0,11.0,28900.0,2083159.0,2057040042,BX29,09B,Thawing procedures improper.,N,,
206,41365003,BROWNIE'S CAFE AT COLUMBIA,Manhattan,1172,AMSTERDAM AVENUE,10027.0,2128656590,Sandwiches/Salads/Mixed Buffet,2018-04-20T00:00:00.000,Violations were cited in the following area(s).,16.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.807906549933,-73.960267998898,109.0,7.0,20300.0,1084460.0,1019730001,MN09,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,B,2018-04-20T00:00:00.000
207,50063498,CAFE 48,Queens,21209,48TH AVE,11364.0,9173633861,Chinese,2019-07-17T00:00:00.000,Establishment re-opened by DOHMH,3.0,2019-11-28T06:01:01.000,Cycle Inspection / Reopening Inspection,40.755305397656,-73.768929010484,411.0,19.0,144700.0,4157308.0,4073290047,QN46,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,P,2019-07-17T00:00:00.000
208,40722846,THE WHISKEY WARD,Manhattan,121,ESSEX STREET,10002.0,2124772998,American,2019-04-18T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71945747399,-73.987745268372,103.0,1.0,1800.0,1005332.0,1004100053,MN27,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2019-04-18T00:00:00.000
209,50098478,BROOKLYN LANTERN,Brooklyn,77,BOX ST,11222.0,7183838200,American,2019-11-14T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Re-inspection,40.737459871039,-73.953533415721,301.0,33.0,57900.0,3412926.0,3024790028,BK76,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,A,2019-11-14T00:00:00.000
210,41696848,TEADO TEA SHOP,Manhattan,145D,HESTER STREET,10002.0,2122267687,Café/Coffee/Tea,2018-05-08T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.717160650702,-73.9950398372,103.0,1.0,1600.0,1079654.0,1003040001,MN27,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,A,2018-05-08T00:00:00.000
211,50004351,IL PORTO BRICK OVEN RISTORANTE,Brooklyn,37,WASHINGTON AVE,11205.0,7186240954,Italian,2017-01-04T00:00:00.000,Violations were cited in the following area(s).,21.0,2019-11-28T06:01:01.000,Cycle Inspection / Compliance Inspection,40.697366402589,-73.967654951325,302.0,35.0,54300.0,3054153.0,3018750021,BK99,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
212,41049159,IHOP,Manhattan,22902298,ADAM CLAYTON POWELL JR BOULEVARD,,2122344747,Pancakes/Waffles,2019-03-13T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-03-13T00:00:00.000
213,40842393,PETER DILLON'S BAR,Manhattan,130,E 40TH ST,10016.0,2122133998,Irish,2019-05-01T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.750043426897,-73.976749671021,106.0,4.0,8000.0,1019487.0,1008950069,MN20,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,A,2019-05-01T00:00:00.000
214,50051749,THE EGAN PAVILLION,Bronx,5655,ARLINGTON AVE,10471.0,7185810070,American,2018-01-09T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.905665060339,-73.906964559811,208.0,11.0,32300.0,2100779.0,2059520120,BX22,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
215,40798773,PASIONES SPORTS-BAR,Queens,4004,69 STREET,11377.0,7188139736,Mexican,2016-03-01T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.746008013692,-73.896274880198,402.0,26.0,26300.0,4030314.0,4013000031,QN63,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2016-03-01T00:00:00.000
216,50011620,MARABELLAS PIZZERIA,Queens,4107,GREENPOINT AVE,11104.0,7187864635,Pizza/Italian,2018-02-27T00:00:00.000,Violations were cited in the following area(s).,29.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.740068017366,-73.923872201561,402.0,26.0,18502.0,4002638.0,4001960001,QN31,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,,
217,41107780,LOS RANCHEROS,Queens,16210,JAMAICA AVENUE,11432.0,7182978885,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2019-08-20T00:00:00.000,Violations were cited in the following area(s).,7.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.704356175082,-73.797595670547,412.0,27.0,44601.0,4215623.0,4101020004,QN61,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,A,2019-08-20T00:00:00.000
218,50003077,LAURA'S PIZZA,Bronx,3073,BAILEY AVE,10463.0,7184321313,Italian,2017-02-01T00:00:00.000,Violations were cited in the following area(s).,20.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.877544714923,-73.902823815109,208.0,14.0,27700.0,2016135.0,2032660124,BX28,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
219,41459743,EVERYDAY GOURMET DELI,Manhattan,369,LEXINGTON AVENUE,10017.0,2129860500,American,2017-02-02T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.750575892891,-73.97666286348,106.0,4.0,8000.0,1036146.0,1012950020,MN20,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2017-02-02T00:00:00.000
220,40879243,"HYATT, NY CENTRAL, ROOM SERVICE",Manhattan,0,& GRAND CENTRAL,,6462136774,American,2019-05-21T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1,,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
221,50086438,HARBOR FITNESS,Brooklyn,9215,4TH AVE,11209.0,7182389400,"Juice, Smoothies, Fruit Salads",2019-01-03T00:00:00.000,Violations were cited in the following area(s).,34.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.617952266153,-74.030318109672,310.0,43.0,5800.0,3155317.0,3061080017,BK31,04A,Food Protection Certificate not held by supervisor of food operations.,Y,,
222,50017583,LITTLE CHOC APOTHECARY,Brooklyn,141,HAVEMEYER ST,11211.0,7189630420,Café/Coffee/Tea,2017-04-13T00:00:00.000,Violations were cited in the following area(s).,20.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71193775138,-73.957309882539,301.0,34.0,52300.0,3330370.0,3024090003,BK73,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,,
