,id,survey_number,survey_instance_id,survey_status,survey_language,dt_submitted,question,answer,answer_is_optional,data_source,create_dt
199,33521,19,90001009,Complete,Chinese,,What service did you apply for?,Preventive Services,False,Paper,2018-12-18T00:00:00.000
200,95373,50003666,2686,Complete,English,2019-01-29T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-02-07T00:00:00.000
201,88717,54,90003077,Complete,English,2018-10-19T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,Paper,2019-01-23T00:00:00.000
202,42123,34,90001687,Complete,English,,How well do you speak English?,Not at all,False,Paper,2018-12-18T00:00:00.000
203,81628,53,90002532,Complete,English,1947-12-11T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-01-23T00:00:00.000
204,22623,22,90000139,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
205,112659,61,90004537,Complete,English,2018-12-13T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
206,77394,53,90002209,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
207,117865,62,90004938,Complete,English,2018-12-05T00:00:00.000,What other languages do you speak?,Spanish,False,Paper,2019-02-07T00:00:00.000
208,132542,50003666,4055,Complete,English,2019-03-15T00:00:00.000,Has anyone in your household served Write in:,Spanish,False,OnLine,2019-03-18T00:00:00.000
209,68043,50003666,2037,Complete,English,2018-11-20T00:00:00.000,What is the language you speak most at home?,English,False,OnLine,2019-01-11T00:00:00.000
210,26511,25,90000451,Complete,English,,What ancestries or heritages do you identify with?,ALBANIAND,True,Paper,2018-12-18T00:00:00.000
211,7506,16,93,Complete,Chinese,2018-09-28T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2018-11-15T00:00:00.000
212,81756,51,90002542,Complete,Spanish,2018-10-12T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-01-23T00:00:00.000
213,71591,50003666,2285,Complete,English,2018-12-11T00:00:00.000,What NYC agency did you apply for services with today?,DOE - Department of Education,False,OnLine,2019-01-11T00:00:00.000
214,75833,55,90002083,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
215,220757,50003666,9363,Complete,English,2019-08-29T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-09-10T00:00:00.000
216,108259,60,90004188,Complete,Spanish,2018-12-28T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-02-07T00:00:00.000
217,21902,23,90000082,Complete,English,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
218,105768,62,90003992,Complete,English,1950-06-14T00:00:00.000,What races or ethnicities do you identify with?,ITALLAN_AM~RI,True,Paper,2019-02-07T00:00:00.000
219,24296,33,90000273,Complete,English,,Do you want to answer the questions?,No,False,Paper,2018-12-18T00:00:00.000
220,221792,107,90010916,Complete,English,2019-09-10T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
221,27414,34,90000519,Complete,English,,What ancestries or heritages do you identify with?,African American,False,Paper,2018-12-18T00:00:00.000
222,35269,24,90001148,Complete,English,,What ancestries or heritages do you identify with?,African Subsaharan African,False,Paper,2018-12-18T00:00:00.000
223,121931,75,90005215,Complete,English,2019-01-08T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
224,223604,105,90011067,Complete,English,2019-06-17T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
225,128975,50003666,3589,Complete,Spanish,2019-02-26T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-08T00:00:00.000
226,81466,53,90002519,Complete,English,2018-12-14T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-01-23T00:00:00.000
227,106185,59,90004025,Complete,English,2019-02-07T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-02-07T00:00:00.000
228,88439,52,90003056,Complete,English,7018-10-16T00:00:00.000,What other languages do you speak?,Spanish,False,Paper,2019-01-23T00:00:00.000
229,114078,64,90004648,Complete,Chinese,2018-12-04T00:00:00.000,What other languages do you speak?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
230,73336,55,90001887,Complete,Spanish,2019-01-23T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-01-23T00:00:00.000
231,61537,50003666,1573,Complete,English,2018-10-15T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-01-11T00:00:00.000
232,31152,34,90000815,Complete,Chinese,,What ancestries or heritages do you identify with?,Chinese,False,Paper,2018-12-18T00:00:00.000
233,70893,50003666,2236,Complete,English,2018-12-11T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-01-11T00:00:00.000
234,22952,32,90000168,Complete,Chinese,,What is the language you speak most at home?,Chinese Cantonese,False,Paper,2018-12-18T00:00:00.000
235,91637,55,90003301,Complete,English,2018-09-10T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
236,96706,50003666,2859,Complete,English,2019-02-03T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-02-07T00:00:00.000
237,32069,22,90000888,Complete,English,,What other languages do you speak?,English,False,Paper,2018-12-18T00:00:00.000
238,124770,73,90005477,Complete,English,2019-01-18T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
239,132342,50003666,4023,Complete,English,2019-03-14T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-03-18T00:00:00.000
240,217567,50003666,8897,Complete,English,2019-08-13T00:00:00.000,What ancestries or heritages do you identify with?,Puerto Rican,False,OnLine,2019-09-10T00:00:00.000
241,118351,63,90004974,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
242,83836,52,90002704,Complete,English,0018-11-12T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-01-23T00:00:00.000
243,74569,53,90001984,Complete,Russian,1924-10-29T00:00:00.000,What ancestries or heritages do you identify with?,Ukrainian,False,Paper,2019-01-23T00:00:00.000
244,60335,50003666,1487,Complete,English,2018-10-11T00:00:00.000,What NYC agency did you apply for services with today?,DOE - Department of Education,False,OnLine,2019-01-11T00:00:00.000
245,67471,50003666,1998,Complete,English,2018-11-20T00:00:00.000,What other languages do you speak?,Arabic,False,OnLine,2019-01-11T00:00:00.000
246,226296,108,90011287,Complete,Chinese,2019-09-10T00:00:00.000,What other languages do you speak?,Chinese Mandarin,False,Paper,2019-09-10T00:00:00.000
247,131126,50003666,3873,Complete,English,2019-03-07T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-08T00:00:00.000
248,95693,50003666,2721,Complete,English,2019-01-30T00:00:00.000,Are you intersex?,No,False,OnLine,2019-02-07T00:00:00.000
249,99461,64,90003503,Complete,Spanish,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-02-07T00:00:00.000
250,98431,64,90003426,Complete,Chinese,2014-05-23T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-02-07T00:00:00.000
251,79389,54,90002364,Complete,English,2018-10-29T00:00:00.000,What ancestries or heritages do you identify with?,German,False,Paper,2019-01-23T00:00:00.000
252,34346,22,90001077,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
253,77007,54,90002176,Complete,English,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Irish,False,Paper,2019-01-23T00:00:00.000
254,84380,53,90002743,Complete,Russian,2019-01-23T00:00:00.000,How well do you speak English?,Not at all,False,Paper,2019-01-23T00:00:00.000
255,103954,58,90003859,Complete,Chinese,2018-12-04T00:00:00.000,What sex were you given at birth?,Male,False,Paper,2019-02-07T00:00:00.000
256,83589,53,90002682,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
257,28079,23,90000570,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
258,222220,105,90010951,Complete,English,2019-09-10T00:00:00.000,What NYC agency did you apply for services with today?,DOHMH - Department of Health and Mental Hygiene,False,Paper,2019-09-10T00:00:00.000
259,94449,50003666,2574,Complete,English,2019-01-26T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-02-07T00:00:00.000
260,66161,50003666,1904,Complete,English,2018-12-10T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
261,29027,17,90000647,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
262,103715,64,90003842,Complete,Chinese,2019-02-07T00:00:00.000,What is the language you speak most at home?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
263,117501,59,90004907,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,French,False,Paper,2019-02-07T00:00:00.000
264,60959,50003666,1532,Complete,English,2018-10-13T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
265,96468,50003666,2820,Complete,English,2019-02-02T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-02-07T00:00:00.000
266,91152,54,90003260,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
267,77524,51,90002220,Complete,English,2018-10-30T00:00:00.000,How well do you speak English?,Not well,False,Paper,2019-01-23T00:00:00.000
268,82503,50,90002600,Complete,English,2018-11-13T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-01-23T00:00:00.000
269,61148,50003666,1546,Complete,English,2018-10-14T00:00:00.000,What is the language you speak most at home?,Bengali,False,OnLine,2019-01-11T00:00:00.000
270,118457,58,90004983,Complete,English,1949-08-15T00:00:00.000,How would you describe your gender?,Male,False,Paper,2019-02-07T00:00:00.000
271,27801,32,90000549,Complete,English,,What is the language you speak most at home?,Spanish,False,Paper,2018-12-18T00:00:00.000
272,218408,108,90010626,Complete,Spanish,2019-09-10T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
273,106546,64,90004056,Complete,Chinese,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-02-07T00:00:00.000
274,93677,50003666,2469,Complete,English,2019-01-23T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-02-07T00:00:00.000
275,63972,50003666,1743,Complete,English,2018-10-22T00:00:00.000,What service did you apply for?,Public school,False,OnLine,2019-01-11T00:00:00.000
276,31506,26,90000845,Complete,English,,Has anyone in your household served Write in:,Spouse Partner,False,Paper,2018-12-18T00:00:00.000
277,117409,63,90004900,Complete,English,2018-12-21T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
278,66788,50003666,1952,Complete,English,2018-11-20T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-01-11T00:00:00.000
279,106651,60,90004065,Complete,Russian,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
280,61014,50003666,1536,Complete,English,2018-10-13T00:00:00.000,What NYC agency did you apply for services with today?,DOE - Department of Education,False,OnLine,2019-01-11T00:00:00.000
281,101905,59,90003692,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
282,121555,75,90005181,Complete,English,2018-10-02T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
283,114427,60,90004676,Complete,English,2018-11-06T00:00:00.000,What ancestries or heritages do you identify with?,Russian,False,Paper,2019-02-07T00:00:00.000
284,131479,50003666,3916,Complete,English,2019-03-08T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
285,79398,54,90002364,Complete,English,2018-10-29T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
286,75482,53,90002054,Complete,English,2018-11-19T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
287,100641,63,90003593,Complete,Spanish,2019-01-08T00:00:00.000,What ancestries or heritages do you identify with?,Puerto Rican,False,Paper,2019-02-07T00:00:00.000
288,130858,50003666,3838,Complete,English,2019-03-06T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-03-08T00:00:00.000
289,41070,32,90001603,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
290,39318,33,90001468,Complete,English,,How would you describe your gender?,Male,False,Paper,2018-12-18T00:00:00.000
291,91543,55,90003292,Complete,English,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,American,False,Paper,2019-01-23T00:00:00.000
292,80563,52,90002451,Complete,Spanish,2018-08-11T00:00:00.000,What ancestries or heritages do you identify with?,Hispanic or Latino not listed,False,Paper,2019-01-23T00:00:00.000
293,33829,23,90001034,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
294,61047,50003666,1538,Complete,English,2018-10-13T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-01-11T00:00:00.000
295,130409,50003666,3776,Complete,English,2019-03-04T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-03-08T00:00:00.000
296,101100,59,90003625,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
297,6916,16,26,Complete,Chinese,,How would you describe your gender?,Female,False,Paper,2018-11-15T00:00:00.000
298,105525,60,90003973,Complete,English,2018-12-07T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
299,112508,58,90004526,Complete,Chinese,2019-02-07T00:00:00.000,What is the language you speak most at home?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
300,27559,27,90000530,Complete,English,,Has anyone in your household served Write in:,Self,False,Paper,2018-12-18T00:00:00.000
301,38330,17,90001392,Complete,English,,What ancestries or heritages do you identify with?,African American,False,Paper,2018-12-18T00:00:00.000
302,221282,108,90010873,Complete,English,2019-08-06T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,Paper,2019-09-10T00:00:00.000
303,81325,51,90002508,Complete,English,2018-10-26T00:00:00.000,Has anyone in your household served Write in:,Spouse Partner,False,Paper,2019-01-23T00:00:00.000
304,64966,50003666,1817,Complete,English,2018-10-30T00:00:00.000,What service did you apply for?,Healthy Start Brooklyn,False,OnLine,2019-01-11T00:00:00.000
305,96295,50003666,2797,Complete,English,2019-02-01T00:00:00.000,How would you describe your gender?,Female,False,OnLine,2019-02-07T00:00:00.000
306,116199,64,90004808,Complete,Bengali,2019-01-02T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
307,217349,105,90010536,Complete,English,2019-06-10T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-09-10T00:00:00.000
308,42941,34,90001751,Complete,Spanish,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
309,106890,63,90004082,Complete,Arabic,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
310,222721,107,90010994,Complete,English,2019-09-10T00:00:00.000,What ancestries or heritages do you identify with?,Hispanic or Latino not listed,False,Paper,2019-09-10T00:00:00.000
311,80171,53,90002424,Complete,English,2018-10-12T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-01-23T00:00:00.000
312,73334,55,90001887,Complete,Spanish,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Cuban,False,Paper,2019-01-23T00:00:00.000
313,90682,54,90003224,Complete,English,2018-02-17T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
314,41338,24,90001625,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
315,120335,50003666,3032,Complete,English,2019-02-08T00:00:00.000,What other languages do you speak?,Spanish,False,OnLine,2019-02-19T00:00:00.000
316,121585,50003666,3225,Complete,English,2019-02-13T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-02-19T00:00:00.000
317,70119,50003666,2181,Complete,English,2018-11-26T00:00:00.000,What other languages do you speak?,Russian,False,OnLine,2019-01-11T00:00:00.000
318,127958,50003666,3437,Complete,English,2019-02-21T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
319,42229,24,90001695,Complete,Chinese,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
320,124592,73,90005459,Complete,English,2019-01-10T00:00:00.000,What ancestries or heritages do you identify with?,Haitian,False,Paper,2019-02-19T00:00:00.000
321,99413,60,90003499,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
322,86686,54,90002919,Complete,English,1940-08-08T00:00:00.000,What other languages do you speak?,German,False,Paper,2019-01-23T00:00:00.000
323,132513,50003666,4051,Complete,English,2019-03-15T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-18T00:00:00.000
324,226934,106,90011340,Complete,Spanish,2019-07-30T00:00:00.000,What service did you apply for?,Summer Youth Employment Program (SYEP),False,Paper,2019-09-10T00:00:00.000
325,218524,106,90010639,Complete,English,2019-07-18T00:00:00.000,What NYC agency did you apply for services with today?,ACS - Administration for Children's Services,False,Paper,2019-09-10T00:00:00.000
326,118016,64,90004950,Complete,Chinese,2019-02-07T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
327,80045,52,90002415,Complete,English,2019-01-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
328,24218,29,90000266,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
329,121523,50003666,3214,Complete,English,2019-02-13T00:00:00.000,How would you describe your gender?,Female,False,OnLine,2019-02-19T00:00:00.000
330,83635,54,90002686,Complete,English,2018-10-26T00:00:00.000,What ancestries or heritages do you identify with?,~Dm~~I~N,True,Paper,2019-01-23T00:00:00.000
331,126504,73,90005632,Complete,English,2019-01-14T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-02-19T00:00:00.000
332,42265,33,90001697,Complete,English,,What sex were you given at birth?,Male,False,Paper,2018-12-18T00:00:00.000
333,104759,58,90003917,Complete,English,2018-10-22T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
334,99488,64,90003506,Complete,Spanish,2019-02-07T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-02-07T00:00:00.000
335,96070,50003666,2767,Complete,English,2019-01-31T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-07T00:00:00.000
336,98317,58,90003417,Complete,English,2019-02-07T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-02-07T00:00:00.000
337,67803,50003666,2020,Complete,English,2018-11-20T00:00:00.000,What is your sexual orientation?,Not sure,False,OnLine,2019-01-11T00:00:00.000
338,74538,54,90001982,Complete,English,2018-10-25T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
339,69044,50003666,2107,Complete,English,2018-11-20T00:00:00.000,What races or ethnicities do you identify with?,White,False,OnLine,2019-01-11T00:00:00.000
340,22817,32,90000157,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
341,83069,51,90002644,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
342,119759,64,90005082,Complete,English,2019-02-07T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
343,115258,61,90004734,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Dominican,False,Paper,2019-02-07T00:00:00.000
344,110987,59,90004406,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Russian,False,Paper,2019-02-07T00:00:00.000
345,96925,50003666,2887,Complete,English,2019-02-04T00:00:00.000,What ancestries or heritages do you identify with?,Unknown/unsure,False,OnLine,2019-02-07T00:00:00.000
346,62833,50003666,1663,Complete,English,2018-10-18T00:00:00.000,What ancestries or heritages do you identify with?,Polish,False,OnLine,2019-01-11T00:00:00.000
347,101451,61,90003655,Complete,English,2019-02-07T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-02-07T00:00:00.000
348,128649,50003666,3542,Complete,English,2019-02-25T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
349,117437,64,90004902,Complete,Chinese,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,None,False,Paper,2019-02-07T00:00:00.000
350,216185,106,90010448,Complete,Spanish,2019-09-10T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
351,69980,50003666,2171,Complete,English,2018-11-25T00:00:00.000,What ancestries or heritages do you identify with?,American,False,OnLine,2019-01-11T00:00:00.000
352,88911,52,90003093,Complete,Spanish,2018-11-08T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
353,63391,50003666,1704,Complete,English,2018-10-21T00:00:00.000,What races or ethnicities do you identify with?,Multiracial / Multiethnic,False,OnLine,2019-01-11T00:00:00.000
354,216818,107,90010493,Complete,English,2019-03-19T00:00:00.000,What NYC agency did you apply for services with today?,DOE - Department of Education,False,Paper,2019-09-10T00:00:00.000
355,29560,32,90000689,Complete,English,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
356,6905,15,23,Complete,English,,Do you want to answer the questions?,Yes,False,Paper,2018-11-15T00:00:00.000
357,222290,105,90010957,Complete,Chinese,2019-09-10T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-09-10T00:00:00.000
358,29205,33,90000661,Complete,English,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
359,220883,108,90010836,Complete,English,2019-09-10T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-09-10T00:00:00.000
360,112991,63,90004563,Complete,Chinese,2019-01-09T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-02-07T00:00:00.000
361,87260,52,90002965,Complete,English,2019-01-23T00:00:00.000,How would you describe your gender?,Male,False,Paper,2019-01-23T00:00:00.000
362,62644,50003666,1650,Complete,English,2018-10-18T00:00:00.000,What is your sexual orientation?,Pansexual,False,OnLine,2019-01-11T00:00:00.000
363,29796,32,90000708,Complete,English,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
364,78076,55,90002259,Complete,English,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Caribbean not listed,False,Paper,2019-01-23T00:00:00.000
365,219259,50003666,9149,Complete,English,2019-08-21T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-09-10T00:00:00.000
366,75365,54,90002046,Complete,Chinese,2018-01-20T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-01-23T00:00:00.000
367,122441,76,90005265,Complete,English,2019-02-19T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-02-19T00:00:00.000
368,218142,106,90010606,Complete,English,2019-09-10T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-09-10T00:00:00.000
369,23349,33,90000196,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
370,73445,52,90001895,Complete,English,2019-01-23T00:00:00.000,What sex were you given at birth?,Male,False,Paper,2019-01-23T00:00:00.000
371,132784,50003666,4083,Complete,Spanish,2019-03-17T00:00:00.000,How would you describe your gender?,Female,False,OnLine,2019-03-18T00:00:00.000
372,96767,50003666,2867,Complete,Spanish,2019-02-04T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,OnLine,2019-02-07T00:00:00.000
373,216587,108,90010477,Complete,English,2019-08-21T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-09-10T00:00:00.000
374,90481,55,90003208,Complete,English,2018-10-19T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
375,96819,50003666,2872,Complete,Spanish,2019-02-04T00:00:00.000,What ancestries or heritages do you identify with?,Caribbean not listed Write-in: Caribbean not listed (write-in optional),True,OnLine,2019-02-07T00:00:00.000
376,133590,50003666,4212,Complete,English,2019-03-20T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-22T00:00:00.000
377,124976,75,90005495,Complete,English,2019-02-19T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-19T00:00:00.000
378,42670,33,90001730,Complete,Chinese,,What ancestries or heritages do you identify with?,Puerto Rican,False,Paper,2018-12-18T00:00:00.000
379,23344,33,90000196,Complete,English,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
380,61376,50003666,1562,Complete,English,2018-10-14T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-01-11T00:00:00.000
381,84911,52,90002782,Complete,English,1949-05-04T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-01-23T00:00:00.000
382,68871,50003666,2095,Complete,English,2018-11-20T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-01-11T00:00:00.000
383,78259,52,90002273,Complete,English,2019-01-23T00:00:00.000,What is your sexual orientation?,Questioning,False,Paper,2019-01-23T00:00:00.000
384,216769,108,90010490,Complete,Spanish,2019-07-31T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
385,125393,76,90005533,Complete,Spanish,2019-02-19T00:00:00.000,What service did you apply for?,Early Care and Education,False,Paper,2019-02-19T00:00:00.000
386,92860,50003666,2375,Complete,English,2019-01-20T00:00:00.000,What ancestries or heritages do you identify with?,Puerto Rican,False,OnLine,2019-02-07T00:00:00.000
387,35592,33,90001174,Complete,Spanish,,What other languages do you speak?,English,False,Paper,2018-12-18T00:00:00.000
388,85004,55,90002789,Complete,Spanish,2018-11-14T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-01-23T00:00:00.000
389,80452,55,90002443,Complete,English,2018-11-26T00:00:00.000,What ancestries or heritages do you identify with?,Hispanic or Latino not listed,False,Paper,2019-01-23T00:00:00.000
390,89069,55,90003104,Complete,Russian,1918-12-13T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
391,69583,50003666,2142,Complete,English,2018-11-21T00:00:00.000,What ancestries or heritages do you identify with?,American,False,OnLine,2019-01-11T00:00:00.000
392,96700,50003666,2859,Complete,English,2019-02-03T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-02-07T00:00:00.000
393,121305,50003666,3181,Complete,English,2019-02-12T00:00:00.000,What other languages do you speak?,Spanish,False,OnLine,2019-02-19T00:00:00.000
394,133007,50003666,4121,Complete,English,2019-03-18T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-03-18T00:00:00.000
395,21036,34,90000011,Complete,Polish,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
396,222196,50003666,9566,Complete,English,2019-09-05T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-09-10T00:00:00.000
397,92657,50003666,2355,Complete,English,2019-01-19T00:00:00.000,What other languages do you speak?,Italian,False,OnLine,2019-02-07T00:00:00.000
