,centername,legalname,building,street,borough,zipcode,phone,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,violationratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,criticalviolationrate,inspectiondate,regulationsummary,violationcategory,healthcodesubsection,violationstatus,inspectionsummaryresult,permitnumber,datepermitted,actual,url,violationavgratepercent,averagepublichealthhazardiolationrate,avgcriticalviolationrate
246,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
247,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
248,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
249,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
250,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
251,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
252,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
253,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
254,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
255,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
256,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
257,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
258,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
259,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
260,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
261,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
262,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",161-06,89 AVENUE,QUEENS,11432,718-523-1888,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,152,DC11256,PRESCHOOL,GDC,Child Care - Pre School,4440105,66.6667,14,11.7988,33.3333,50.0,2019-09-10T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7392.0,2005-05-23T00:00:00.000,Y,,32.019,13.2274,28.4717
263,SHEMA KOLAINU- HEAR OUR VOICES,SHEMA KOLAINU- HEAR OUR VOICES,4302,NEW UTRECHT AVENUE,BROOKLYN,11219,718-686-9600,2021-07-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,24,DC2108,PRESCHOOL,GDC,Child Care - Pre School,3136067,20.0,10,11.7988,20.0,20.0,2019-08-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,7268.0,2005-07-26T00:00:00.000,Y,www.shemakdainu.org,32.019,13.2274,28.4717
264,IVY INTERNATIONAL USA INC,IVY INTERNATIONAL USA INC.,70-44,KISSENA BLVD.,QUEENS,11367,718-880-1888,2021-05-06T00:00:00.000,Permitted,2 YEARS - 5 YEARS,124,DC21576,PRESCHOOL,GDC,Child Care - Pre School,4545453,66.6667,21,11.7988,33.3333,66.6667,2018-08-29T00:00:00.000,Except in night care a group teacher shall be in charge of each group of children 2-6 years of age,GENERAL,47.23(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,39238.0,2013-05-06T00:00:00.000,Y,,32.019,13.2274,28.4717
265,NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEV. CENTER,"NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN, INC.",4035,WHITE PLAINS ROAD,BRONX,10466,718-231-7100,2019-11-23T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,177,DC346,PRESCHOOL,GDC,Child Care - Pre School,2063070,100.0,25,11.7988,66.6667,100.0,2019-01-04T00:00:00.000,SCR clearances not arranged for; clearance review not conducted; SCR clearance not repeated every two years,CRITICAL,47.19(c)(3),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,4669.0,2003-08-25T00:00:00.000,N,,32.019,13.2274,28.4717
266,NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEV. CENTER,"NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN, INC.",4035,WHITE PLAINS ROAD,BRONX,10466,718-231-7100,2019-11-23T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,177,DC346,PRESCHOOL,GDC,Child Care - Pre School,2063070,100.0,25,11.7988,66.6667,100.0,2019-01-04T00:00:00.000,SCR clearances not arranged for; clearance review not conducted; SCR clearance not repeated every two years,CRITICAL,47.19(c)(3),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,4669.0,2003-08-25T00:00:00.000,N,,32.019,13.2274,28.4717
267,NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEV. CENTER,"NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN, INC.",4035,WHITE PLAINS ROAD,BRONX,10466,718-231-7100,2019-11-23T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,177,DC346,PRESCHOOL,GDC,Child Care - Pre School,2063070,100.0,25,11.7988,66.6667,100.0,2019-01-04T00:00:00.000,SCR clearances not arranged for; clearance review not conducted; SCR clearance not repeated every two years,CRITICAL,47.19(c)(3),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,4669.0,2003-08-25T00:00:00.000,N,,32.019,13.2274,28.4717
268,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #26,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",20,SUTTER AVENUE,BROOKLYN,11212,718-467-4270,2020-10-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,74,DC24737,PRESCHOOL,GDC,Child Care - Pre School,3081165,40.0,15,11.7988,20.0,40.0,2019-02-27T00:00:00.000,Corrective action plan submitted by child care service failed to adequately address situation; is incomplete; fails to assess risk to children.,GENERAL,47.21(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,26337.0,2012-10-25T00:00:00.000,Y,,32.019,13.2274,28.4717
269,LITTLE  APPLE PRESCHOOL,LITTLE APPLE CORP,213-54,35 AVENUE,QUEENS,11361,718-838-9243,2021-07-31T00:00:00.000,Permitted,2 YEARS - 5 YEARS,27,DC22736,PRESCHOOL,GDC,Child Care - Pre School,4136512,83.3333,9,11.7988,33.3333,83.3333,2018-03-14T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.,CRITICAL,47.33 (b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,49057.0,2013-07-31T00:00:00.000,Y,www.littleapplepreschool.com,32.019,13.2274,28.4717
270,LITTLE  APPLE PRESCHOOL,LITTLE APPLE CORP,213-54,35 AVENUE,QUEENS,11361,718-838-9243,2021-07-31T00:00:00.000,Permitted,2 YEARS - 5 YEARS,27,DC22736,PRESCHOOL,GDC,Child Care - Pre School,4136512,83.3333,9,11.7988,33.3333,83.3333,2018-03-14T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.,CRITICAL,47.33 (b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,49057.0,2013-07-31T00:00:00.000,Y,www.littleapplepreschool.com,32.019,13.2274,28.4717
271,CENTER FOR JEWISH DISCOVERY,"CHABAD OF GRAMERCY PARK, INC.",337,2ND AVENUE,MANHATTAN,10003,212-677-7375,2020-09-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,26,DC25364,PRESCHOOL,GDC,Child Care - Pre School,1019603,33.3333,5,11.7988,33.3333,16.6667,2018-03-16T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,73021.0,2014-09-05T00:00:00.000,Y,www.nycpreschool.org,32.019,13.2274,28.4717
272,"ADDIE MAE COLLINS COMMUNITY SERVICES, INC.","ADDIE MAE COLLINS COMMUNITY SERVICE, INC.",110,EAST 129 STREET,MANHATTAN,10035,212-831-9220,2021-03-16T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC1229,PRESCHOOL,GDC,Child Care - Pre School,1054505,25.0,8,11.7988,25.0,25.0,2018-02-13T00:00:00.000,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61 (e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,4501.0,2005-02-22T00:00:00.000,N,addiemaecollings.org,32.019,13.2274,28.4717
273,"SUPERIOR DAY CARE, INC.","SUPERIOR DAY CARE, INC.",1741,BROADWAY,BROOKLYN,11207,718-975-4904,2020-07-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,56,DC22018,PRESCHOOL,GDC,Child Care - Pre School,3397023,20.0,11,11.7988,0.0,20.0,2018-06-05T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Not Required,18777.0,2012-07-09T00:00:00.000,Y,,32.019,13.2274,28.4717
274,BELMONT COMMUNITY DAY CARE CENTER INC,BELMONT COMMUNITY DAY CARE CENTER INC.,2340,CAMBRELENG AVENUE,BRONX,10458,718-584-1576,2021-07-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,134,DC14301,PRESCHOOL,GDC,Child Care - Pre School,2012517,40.0,17,11.7988,0.0,40.0,2019-03-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,4042.0,2003-01-06T00:00:00.000,N,Belmontdaycare.org,32.019,13.2274,28.4717
275,BELMONT COMMUNITY DAY CARE CENTER INC,BELMONT COMMUNITY DAY CARE CENTER INC.,2340,CAMBRELENG AVENUE,BRONX,10458,718-584-1576,2021-07-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,134,DC14301,PRESCHOOL,GDC,Child Care - Pre School,2012517,40.0,17,11.7988,0.0,40.0,2019-03-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,4042.0,2003-01-06T00:00:00.000,N,Belmontdaycare.org,32.019,13.2274,28.4717
276,THE EVANGELICAL LUTHERAN CHURCH OF THE REDEEMER,THE EVANGELICAL LUTHERAN CHURCH OF THE REDEEMER,92-10,217 STREET,QUEENS,11428,718-465-3252,2020-09-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,55,DC2757,PRESCHOOL,GDC,Child Care - Pre School,4227031,60.0,6,11.7988,20.0,40.0,2019-10-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,6237.0,1995-09-29T00:00:00.000,Y,,32.019,13.2274,28.4717
277,"PRESCHOOL R US 3, INC.","PRESCHOOL R US 3, INC.",81-15,QUEENS BLVD,QUEENS,11373,718-898-1010,2021-11-15T00:00:00.000,Permitted,2 YEARS - 5 YEARS,75,DC33908,PRESCHOOL,GDC,Child Care - Pre School,4535031,0.0,10,11.7988,0.0,0.0,2018-09-19T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,104284.0,2017-11-15T10:44:07.000,Y,,32.019,13.2274,28.4717
278,"MILLIE'S WORLD, INC.","MILLIE'S WORLD, INC.",27-59,CRESCENT STREET,QUEENS,11102,347-838-1797,2021-06-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,36,DC33321,PRESCHOOL,GDC,Child Care - Pre School,4563314,40.0,25,11.7988,20.0,20.0,2018-07-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,104035.0,2017-06-05T10:54:26.000,Y,,32.019,13.2274,28.4717
279,"SHELTERING ARMS CHILDREN AND FAMILY SERVICES, INC.","SHELTERING ARMS CHILDREN AND FAMILY SERVICES, INC.",464,EAST 10 STREET,MANHATTAN,10009,212-228-5220,2021-02-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,67,DC12044,PRESCHOOL,GDC,Child Care - Pre School,1077538,100.0,11,11.7988,83.3333,50.0,2017-01-12T00:00:00.000,All teachers have not received training in infectious disease control and reporting.,GENERAL,47.37 (b)(2),CORRECTED,Initial Annual Inspection - Reinspection Required,5267.0,2004-10-04T00:00:00.000,N,www.shelteringarmsny.org,32.019,13.2274,28.4717
280,LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC,LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC,10023,SEAVIEW   AVENUE,BROOKLYN,11236,718-513-4416,2020-02-21T00:00:00.000,Permitted,2 YEARS - 5 YEARS,18,DC22180,PRESCHOOL,GDC,Child Care - Pre School,3343171,80.0,4,11.7988,40.0,80.0,2018-03-27T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,12617.0,2012-02-21T00:00:00.000,Y,,32.019,13.2274,28.4717
281,CARDINAL MCCLOSKEY COMMUNITY SERVICES,CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,95,WEST 168TH STREET,BRONX,10452,718-293-2006,2020-06-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,195,DC25851,PRESCHOOL,GDC,Child Care - Pre School,2003305,100.0,28,11.7988,50.0,75.0,2018-10-18T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,65978.0,2014-06-05T00:00:00.000,Y,,32.019,13.2274,28.4717
282,CARDINAL MCCLOSKEY COMMUNITY SERVICES,CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,95,WEST 168TH STREET,BRONX,10452,718-293-2006,2020-06-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,195,DC25851,PRESCHOOL,GDC,Child Care - Pre School,2003305,100.0,28,11.7988,50.0,75.0,2018-10-18T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,65978.0,2014-06-05T00:00:00.000,Y,,32.019,13.2274,28.4717
283,CARDINAL MCCLOSKEY COMMUNITY SERVICES,CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,95,WEST 168TH STREET,BRONX,10452,718-293-2006,2020-06-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,195,DC25851,PRESCHOOL,GDC,Child Care - Pre School,2003305,100.0,28,11.7988,50.0,75.0,2018-10-18T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,65978.0,2014-06-05T00:00:00.000,Y,,32.019,13.2274,28.4717
284,CARDINAL MCCLOSKEY COMMUNITY SERVICES,CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,95,WEST 168TH STREET,BRONX,10452,718-293-2006,2020-06-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,195,DC25851,PRESCHOOL,GDC,Child Care - Pre School,2003305,100.0,28,11.7988,50.0,75.0,2018-10-18T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,65978.0,2014-06-05T00:00:00.000,Y,,32.019,13.2274,28.4717
285,"T. R. LITTLE PEOPLE, LTD.","T. R. LITTLE PEOPLE, LTD",127,EAST 90TH STREET,MANHATTAN,10128,212-860-8116,2021-08-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,8,DC17361,PRESCHOOL,GDC,Child Care - Pre School,1048251,0.0,3,11.7988,0.0,0.0,2018-01-31T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,7794.0,2007-08-28T00:00:00.000,Y,www.thehouseoflittlepeople.org,32.019,13.2274,28.4717
286,FAMILY HEALTH CENTERS AT NYU LANGONE,"SUNSET PARK HEALTH COUNCIL, INC.",4917,FOURTH AVENUE,BROOKLYN,11220,718-492-9678,2021-02-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,35,DC368,PRESCHOOL,GDC,Child Care - Pre School,3012910,16.6667,6,11.7988,0.0,16.6667,2019-01-03T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,7357.0,2005-02-28T00:00:00.000,N,lmcmc.com,32.019,13.2274,28.4717
287,CORNERSTONE DAY CARE CENTER,"CORNERSTONE DAY CARE CENTER, INC.",289,LEWIS AVENUE,BROOKLYN,11221,718-574-8300,2020-07-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,62,DC1638,PRESCHOOL,GDC,Child Care - Pre School,3045189,37.5,6,11.7988,12.5,37.5,2019-09-24T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),OPEN,Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection,2267.0,2004-07-08T00:00:00.000,N,www.CornerstoneDaycareCenter.org,32.019,13.2274,28.4717
288,SUNSHINE INFANT & TODDLER PROGRAM,"CHARLES & CHARLES NY, INC.",1277,STERLING PLACE,BROOKLYN,11213,718-363-2033,2021-06-27T00:00:00.000,Permitted,0 YEARS - 2 YEARS,21,DC14719,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3389773,100.0,6,7.9354,37.5,100.0,2018-03-26T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,7597.0,2006-05-16T00:00:00.000,N,www.sunshinekidsnyc.com,29.9035,11.1485,26.3275
