,cusip_number,sedol_number,local_currency_code,trade_country_name,security_name,security_description,maturity_date,interest_rate,original_face,shares_par_value,base_market_value,base_total_cost,base_unrealized_gain_loss,base_accrued_interest,local_market_value,local_total_cost_amount,local_unrealized_gain_loss,local_accrued_interest,period_end_date,asset_class,investment_type_name,major_industry_name,minor_industry_name,direct_group_trust_holding,moody_s_quality_rating,s_and_p_quality_rating
271,'912810FE3,'2285269,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,5.5%   15 Aug 2028,2028-08-15T00:00:00.000,5.5,0.0,7510000.0,9819625.4,10298457.21,-478831.81,155179.0,9819625.4,10298457.21,-478831.81,155179.0,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
272,'31359MEU3,'2479471,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,6.25%   15 May 2029,2029-05-15T00:00:00.000,6.25,0.0,44490000.0,60371150.4,60496715.28,-125564.88,355302.08,60371150.4,60496715.28,-125564.88,355302.08,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
273,'912810FG8,'2388704,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,5.25%   15 Feb 2029,2029-02-15T00:00:00.000,5.25,0.0,6490000.0,8380991.3,8322989.48,58001.82,128007.18,8380991.3,8322989.48,58001.82,128007.18,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
274,'912810EW4,'2888163,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,6%   15 Feb 2026,2026-02-15T00:00:00.000,6.0,0.0,9580000.0,12419991.0,11650517.39,769473.61,215946.96,12419991.0,11650517.39,769473.61,215946.96,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
275,'912810EQ7,'2933223,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,6.25%   15 Aug 2023,2023-08-15T00:00:00.000,6.25,0.0,5679000.0,7067458.71,7022393.32,45065.39,133346.68,7067458.71,7022393.32,45065.39,133346.68,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
276,'912810EL8,'2913151,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,8%   15 Nov 2021,2021-11-15T00:00:00.000,8.0,0.0,12570000.0,15840714.0,18246248.29,-2405534.29,128432.61,15840714.0,18246248.29,-2405534.29,128432.61,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
277,'3134A4KX1,'B86ZQC8,USD,UNITED STATES OF AMERICA (THE),FREDDIE MAC,6.25%   15 Jul 2032,2032-07-15T00:00:00.000,6.25,0.0,2400000.0,3411696.0,2947551.43,464144.57,69166.67,3411696.0,2947551.43,464144.57,69166.67,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
278,'459051FW3,'B608QK7,USD,UNITED STATES OF AMERICA (THE),INTL BK RECON + DEV,0.01%   01 Mar 2026,2026-03-01T00:00:00.000,0.0,0.0,3000000.0,2309220.0,582240.0,1726980.0,0.0,2309220.0,582240.0,1726980.0,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,SUPRANATIONAL,Direct,Aaa,AAA
279,'912810FT0,'BSTJW18,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,4.5%   15 Feb 2036,2036-02-15T00:00:00.000,4.5,0.0,3140000.0,4053049.2,4049373.44,3675.76,53085.08,4053049.2,4049373.44,3675.76,53085.08,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
280,'31364FKW0,'B0WVZ16,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,6.32%   20 Dec 2027,2027-12-20T00:00:00.000,6.32,0.0,300000.0,392982.0,394209.0,-1227.0,579.33,392982.0,394209.0,-1227.0,579.33,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
281,'912810PV4,'B2PB3T1,USD,UNITED STATES OF AMERICA (THE),TSY INFL IX N/B,1.75%   15 Jan 2028,2028-01-15T00:00:00.000,1.75,7000000.0,8169560.0,9105873.27,9404268.52,-298395.25,65954.53,9105873.27,9404268.52,-298395.25,65954.53,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
282,'912810QA9,'BYQLTX0,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.5%   15 Feb 2039,2039-02-15T00:00:00.000,3.5,0.0,10405000.0,11755673.05,8866433.14,2889239.91,136817.13,11755673.05,8866433.14,2889239.91,136817.13,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
283,'912810QB7,'BYQLTZ2,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,4.25%   15 May 2039,2039-05-15T00:00:00.000,4.25,0.0,720000.0,901944.0,706108.73,195835.27,3908.15,901944.0,706108.73,195835.27,3908.15,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
284,'880591EH1,'B4NTYJ8,USD,UNITED STATES OF AMERICA (THE),TENN VALLEY AUTHORITY,5.25%   15 Sep 2039,2039-09-15T00:00:00.000,5.25,0.0,6485000.0,8495868.8,8163641.47,332227.33,100247.29,8495868.8,8163641.47,332227.33,100247.29,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
285,'912810RP5,'BYQP1M5,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3%   15 Nov 2045,2045-11-15T00:00:00.000,3.0,0.0,5805000.0,5978917.8,5840712.29,138205.51,22241.98,5978917.8,5840712.29,138205.51,22241.98,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
286,'912828N30,'BZ56VN7,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.125%   31 Dec 2022,2022-12-31T00:00:00.000,2.125,0.0,9350000.0,9424519.5,9392732.42,31787.08,539.91,9424519.5,9392732.42,31787.08,539.91,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
287,'912828P79,'BZ56VR1,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.5%   28 Feb 2023,2023-02-28T00:00:00.000,1.5,0.0,33500000.0,32612920.0,33084062.5,-471142.5,167955.16,32612920.0,33084062.5,-471142.5,167955.16,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
288,'3135G0K36,'BYSWT97,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,2.125%   24 Apr 2026,2026-04-24T00:00:00.000,2.125,0.0,18775000.0,18299804.75,18615788.0,-315983.25,74252.52,18299804.75,18615788.0,-315983.25,74252.52,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
289,'912810RS9,'BYZ2TS9,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.5%   15 May 2046,2046-05-15T00:00:00.000,2.5,0.0,42750000.0,39772462.5,43047384.73,-3274922.23,136497.95,39772462.5,43047384.73,-3274922.23,136497.95,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
290,'912828S92,'BZ56VV5,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.25%   31 Jul 2023,2023-07-31T00:00:00.000,1.25,0.0,18000000.0,17185860.0,16911562.5,274297.5,93853.59,17185860.0,16911562.5,274297.5,93853.59,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
291,'912810RT7,'BZ56WJ0,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.25%   15 Aug 2046,2046-08-15T00:00:00.000,2.25,0.0,29500000.0,25971505.0,26495660.17,-524155.17,249364.63,25971505.0,26495660.17,-524155.17,249364.63,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
292,'912828V23,'BDG08X3,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.25%   31 Dec 2023,2023-12-31T00:00:00.000,2.25,0.0,129500000.0,130789820.0,129413984.38,1375835.62,7917.8,130789820.0,129413984.38,1375835.62,7917.8,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
293,'912828V98,'BYPG9T2,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.25%   15 Feb 2027,2027-02-15T00:00:00.000,2.25,0.0,42475000.0,42277491.25,42465152.34,-187661.09,359042.81,42277491.25,42465152.34,-187661.09,359042.81,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
294,'880591EU2,'BYP5740,USD,UNITED STATES OF AMERICA (THE),TENN VALLEY AUTHORITY,2.875%   01 Feb 2027,2027-02-01T00:00:00.000,2.875,0.0,21975000.0,22490094.0,21890828.15,599265.85,247447.66,22490094.0,21890828.15,599265.85,247447.66,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,,AA+
295,'912828W48,'BF0SHB8,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.125%   29 Feb 2024,2024-02-29T00:00:00.000,2.125,0.0,1500000.0,1501815.0,1512363.28,-10548.28,10653.87,1501815.0,1512363.28,-10548.28,10653.87,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
296,'912828XT2,'BDZZ3J0,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2%   31 May 2024,2024-05-31T00:00:00.000,2.0,0.0,20000000.0,19839000.0,19884375.0,-45375.0,33879.78,19839000.0,19884375.0,-45375.0,33879.78,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
297,'656836AA1,'B603CG0,USD,UNITED STATES OF AMERICA (THE),NA DEVELOPMENT BANK,4.375%   11 Feb 2020,2020-02-11T00:00:00.000,4.375,0.0,5900000.0,6236005.0,6014519.0,221486.0,100381.94,6236005.0,6014519.0,221486.0,100381.94,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Aa1,NR
298,'912810QE1,'BZ56W90,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,4.625%   15 Feb 2040,2040-02-15T00:00:00.000,4.625,0.0,6200000.0,8175258.0,6652759.27,1522498.73,107729.28,8175258.0,6652759.27,1522498.73,107729.28,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
299,'912810QK7,'BSTJVZ5,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.875%   15 Aug 2040,2040-08-15T00:00:00.000,3.875,0.0,15900000.0,18920364.0,15074597.27,3845766.73,231472.38,18920364.0,15074597.27,3845766.73,231472.38,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
300,'912810QQ4,'BYQLV12,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,4.375%   15 May 2041,2041-05-15T00:00:00.000,4.375,0.0,7600000.0,9741984.0,8921053.18,820930.82,42466.03,9741984.0,8921053.18,820930.82,42466.03,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
301,'912810QT8,'B6ZKRY9,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.125%   15 Nov 2041,2041-11-15T00:00:00.000,3.125,0.0,4200000.0,4447422.0,4305281.25,142140.75,16762.91,4447422.0,4305281.25,142140.75,16762.91,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
302,'912810QU5,'B7FRYY6,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.125%   15 Feb 2042,2042-02-15T00:00:00.000,3.125,0.0,2800000.0,2965060.0,2714133.41,250926.59,32872.93,2965060.0,2714133.41,250926.59,32872.93,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
303,'912810QW1,'BYQLTY1,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3%   15 May 2042,2042-05-15T00:00:00.000,3.0,0.0,4000000.0,4142360.0,4289078.5,-146718.5,15326.09,4142360.0,4289078.5,-146718.5,15326.09,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
304,'912828TJ9,'B7YNMR4,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.625%   15 Aug 2022,2022-08-15T00:00:00.000,1.625,0.0,9680000.0,9549513.6,9491076.48,58437.12,59096.13,9549513.6,9491076.48,58437.12,59096.13,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
305,'912810QX9,'B75JF50,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.75%   15 Aug 2042,2042-08-15T00:00:00.000,2.75,0.0,26000.0,25715.56,25868.48,-152.92,268.62,25715.56,25868.48,-152.92,268.62,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
306,'912828TY6,'B8P4ZL8,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.625%   15 Nov 2022,2022-11-15T00:00:00.000,1.625,0.0,18500000.0,18192160.0,18009205.69,182954.31,38395.04,18192160.0,18009205.69,182954.31,38395.04,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
307,'880591EP3,'B8JF669,USD,UNITED STATES OF AMERICA (THE),TENN VALLEY AUTHORITY,3.5%   15 Dec 2042,2042-12-15T00:00:00.000,3.5,0.0,9319000.0,9700240.29,9098995.86,601244.43,14496.22,9700240.29,9098995.86,601244.43,14496.22,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
308,'912810QZ4,'B89T3Q0,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.125%   15 Feb 2043,2043-02-15T00:00:00.000,3.125,0.0,19800000.0,20918304.0,19139970.68,1778333.32,232458.56,20918304.0,19139970.68,1778333.32,232458.56,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
309,'912828XB1,'BZ56W12,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.125%   15 May 2025,2025-05-15T00:00:00.000,2.125,0.0,66025000.0,65609702.75,65036744.63,572958.12,179191.49,65609702.75,65036744.63,572958.12,179191.49,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
310,'912828M49,'BZ56VK4,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.875%   31 Oct 2022,2022-10-31T00:00:00.000,1.875,0.0,38350000.0,38215008.0,38165494.14,49513.86,121146.4,38215008.0,38165494.14,49513.86,121146.4,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
311,'76116EHM5,',USD,UNITED STATES OF AMERICA (THE),RESOLUTION FUNDING STRIP,0.01%   15 Apr 2029,2029-04-15T00:00:00.000,0.0,0.0,600000.0,425724.0,371016.04,54707.96,0.0,425724.0,371016.04,54707.96,0.0,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,,
312,'8611229F8,',USD,UNITED STATES OF AMERICA (THE),STATE STREET BANK + TRUST CO,SHORT TERM INVESTMENT FUND,2030-12-31T00:00:00.000,1.12176,0.0,1796933.82,1796933.82,1796933.82,0.0,0.0,1796933.82,1796933.82,0.0,0.0,2017-06-30T00:00:00.000,CASH EQUIVALENT,STIF-TYPE INSTRUMENT,CASH EQUIVALENT,CASH EQUIVALENT,Direct,,
313,'76116EHN3,'B29R9N1,USD,UNITED STATES OF AMERICA (THE),RESOLUTION FUNDING STRIP,0.01%   15 Oct 2029,2029-10-15T00:00:00.000,0.0,0.0,3400000.0,2368678.0,2073116.0,295562.0,0.0,2368678.0,2073116.0,295562.0,0.0,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,,
314,'912828VB3,'B8W8CY5,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,1.75%   15 May 2023,2023-05-15T00:00:00.000,1.75,0.0,43850000.0,43199266.0,44645926.5,-1446660.5,98007.13,43199266.0,44645926.5,-1446660.5,98007.13,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
315,'912828VS6,'BZ56VW6,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.5%   15 Aug 2023,2023-08-15T00:00:00.000,2.5,0.0,49544800.0,50847332.79,50990629.5,-143296.71,465337.9,50847332.79,50990629.5,-143296.71,465337.9,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
316,'912810RD2,'BGK9QZ5,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.75%   15 Nov 2043,2043-11-15T00:00:00.000,3.75,0.0,82060000.0,96462350.6,91440854.95,5021495.65,393018.34,96462350.6,91440854.95,5021495.65,393018.34,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
317,'912810RG5,'BYQLTW9,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3.375%   15 May 2044,2044-05-15T00:00:00.000,3.375,0.0,132575000.0,146459579.75,141057885.04,5401694.71,571459.49,146459579.75,141057885.04,5401694.71,571459.49,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
318,'912828WJ5,'BM7S9P8,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.5%   15 May 2024,2024-05-15T00:00:00.000,2.5,0.0,49000000.0,50203930.0,49800606.45,403323.55,156453.8,50203930.0,49800606.45,403323.55,156453.8,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
319,'3135G0ZR7,'BQR7XN9,USD,UNITED STATES OF AMERICA (THE),FANNIE MAE,2.625%   06 Sep 2024,2024-09-06T00:00:00.000,2.625,0.0,15080000.0,15471627.6,14942319.6,529308.0,126452.08,15471627.6,14942319.6,529308.0,126452.08,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,AGENCY,AGENCY,Direct,Aaa,AA+
320,'912828G38,'BSJWZX0,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.25%   15 Nov 2024,2024-11-15T00:00:00.000,2.25,0.0,40300000.0,40522053.0,40181676.57,340376.43,115807.75,40522053.0,40181676.57,340376.43,115807.75,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY NOTE,Direct,Aaa,
321,'912810RJ9,'BSJWZQ3,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,3%   15 Nov 2044,2044-11-15T00:00:00.000,3.0,0.0,975000.0,1006083.0,1135113.28,-129030.28,3735.73,1006083.0,1135113.28,-129030.28,3735.73,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
322,'912810RK6,'BVVT273,USD,UNITED STATES OF AMERICA (THE),US TREASURY N/B,2.5%   15 Feb 2045,2045-02-15T00:00:00.000,2.5,0.0,15195000.0,14180581.8,14195624.21,-15042.41,142715.47,14180581.8,14195624.21,-15042.41,142715.47,2017-06-30T00:00:00.000,FIXED INCOME,GOVERNMENT ISSUES,US TREASURY,TREASURY BOND,Direct,Aaa,
323,'8611229F8,',USD,UNITED STATES OF AMERICA (THE),STATE STREET BANK + TRUST CO,SHORT TERM INVESTMENT FUND,2030-12-31T00:00:00.000,1.12176,0.0,395.64,395.64,395.64,0.0,0.0,395.64,395.64,0.0,0.0,2017-06-30T00:00:00.000,CASH EQUIVALENT,STIF-TYPE INSTRUMENT,CASH EQUIVALENT,CASH EQUIVALENT,Direct,,
324,'USD,',USD,UNITED STATES OF AMERICA (THE),US DOLLAR,,,0.0,0.0,1.95,1.95,1.95,0.0,0.0,1.95,1.95,0.0,0.0,2017-06-30T00:00:00.000,CASH,FOREIGN CURRENCY,CASH EQUIVALENT,CASH EQUIVALENT,Direct,,
325,'923ANRII0,',USD,UNITED STATES OF AMERICA (THE),364 MONTGOMERY STREET,1%   01 Jul 2030,2030-07-01T00:00:00.000,5.06,223253.15,172925.19,194011.4,172925.19,21086.21,0.0,194011.4,172925.19,21086.21,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
326,'923ANTII6,',USD,UNITED STATES OF AMERICA (THE),2241 WEBSTER AVENUE,1%   01 Jun 2040,2040-06-01T00:00:00.000,6.49,120762.85,108936.53,139107.5,108936.53,30170.97,0.0,139107.5,108936.53,30170.97,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
327,'923ANUII3,',USD,UNITED STATES OF AMERICA (THE),321 ST. NICHOLAS AVENUE,1%   01 Jan 2029,2029-01-01T00:00:00.000,6.38,573999.66,424483.77,499043.65,424483.77,74559.88,0.0,499043.65,424483.77,74559.88,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
328,'923ANVII1,',USD,UNITED STATES OF AMERICA (THE),192 EAST 164TH STREET,1%   01 Nov 2040,2040-11-01T00:00:00.000,6.79,137740.74,127407.8,165492.99,127407.8,38085.19,0.0,165492.99,127407.8,38085.19,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
329,'923ANWII9,',USD,UNITED STATES OF AMERICA (THE),131 EAST 101ST STREET,1%   01 Jan 2041,2041-01-01T00:00:00.000,6.38,79289.02,73126.93,92209.15,73126.93,19082.22,0.0,92209.15,73126.93,19082.22,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
330,'923ANXII7,',USD,UNITED STATES OF AMERICA (THE),716 720 EAST 96TH STRE,1%   01 May 2042,2042-05-01T00:00:00.000,4.98,507500.0,458249.4,528575.09,458249.4,70325.69,0.0,528575.09,458249.4,70325.69,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
331,'923ANYII5,',USD,UNITED STATES OF AMERICA (THE),2064 BOSTON POST ROAD,1%   01 Nov 2040,2040-11-01T00:00:00.000,6.51,744100.0,340327.49,436065.85,340327.49,95738.36,0.0,436065.85,340327.49,95738.36,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
332,'923ANZII2,',USD,UNITED STATES OF AMERICA (THE),2337 TIEBOUT AVENUE,1%   01 Oct 2040,2040-10-01T00:00:00.000,6.26,512050.01,458730.91,574736.42,458730.91,116005.51,0.0,574736.42,458730.91,116005.51,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
333,'923AQNII6,',USD,UNITED STATES OF AMERICA (THE),201 EAST 165TH STREET,1%   01 Mar 2039,2039-03-01T00:00:00.000,6.48,280000.1,238643.91,297516.44,238643.91,58872.53,0.0,297516.44,238643.91,58872.53,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
334,'923AQPII1,',USD,UNITED STATES OF AMERICA (THE),653 COURTLANDT AVENUE,1%   01 May 2027,2027-05-01T00:00:00.000,6.6,177799.22,125350.11,146581.29,125350.11,21231.18,0.0,146581.29,125350.11,21231.18,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
335,'923AQQII9,',USD,UNITED STATES OF AMERICA (THE),8216 5TH AVENUE,1%   01 May 2039,2039-05-01T00:00:00.000,4.74,260750.03,225936.48,253030.22,225936.48,27093.74,0.0,253030.22,225936.48,27093.74,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
336,'923AQSII5,',USD,UNITED STATES OF AMERICA (THE),1216 SOUTHERN BLVD.,1%   01 May 2039,2039-05-01T00:00:00.000,6.33,105000.1,93211.9,114440.38,93211.9,21228.48,0.0,114440.38,93211.9,21228.48,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
337,'923AQTII3,',USD,UNITED STATES OF AMERICA (THE),670 674 EAST 136TH STR,1%   01 Jul 2033,2033-07-01T00:00:00.000,5.8,402627.15,331758.8,389781.53,331758.8,58022.73,0.0,389781.53,331758.8,58022.73,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
338,'923AJVII6,',USD,UNITED STATES OF AMERICA (THE),1702 WOODBINE STREET,1%   01 Nov 2025,2025-11-01T00:00:00.000,4.02,111300.0,72954.83,77213.81,72954.83,4258.98,0.0,77213.81,72954.83,4258.98,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
339,'923AMGII5,',USD,UNITED STATES OF AMERICA (THE),970PROSPECT AVENUE,1%   01 Apr 2038,2038-04-01T00:00:00.000,6.56,924350.12,821035.27,1070343.96,821036.02,249307.94,0.0,1070343.96,821036.02,249307.94,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
340,'923AMMII2,',USD,UNITED STATES OF AMERICA (THE),2732 36 MARION AVENUE,1%   01 May 2039,2039-05-01T00:00:00.000,5.91,857500.08,737038.81,882449.59,737038.81,145410.78,0.0,882449.59,737038.81,145410.78,0.0,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,,
